age,ielts_score,CGPA,work_experience,financial_status,interview_country,visa_approved
25,6.3,2.23,2,High,Germany,0
24,7.5,2.36,1,Medium,Germany,0
22,5.2,2.33,4,High,Australia,0
33,5.9,3.96,5,High,Australia,0
34,5.2,2.22,0,Low,UK,0
24,6.2,2.3,0,Medium,USA,0
34,8.5,2.34,2,High,Australia,0
22,8.6,3.2,1,High,UK,1
24,6.2,2.99,3,Medium,USA,0
24,5.8,3.45,3,Medium,Australia,0
21,5.5,2.69,1,Medium,USA,0
33,6.6,2.08,0,High,Australia,0
33,8.3,2.69,0,Low,USA,0
28,8.4,3.55,4,Medium,UK,1
34,5.2,3.63,5,High,Canada,0
26,5.8,3.43,4,Medium,USA,0
33,5.8,2.81,3,Medium,UK,0
25,8.3,3.22,4,High,USA,1
24,6.8,2.29,5,High,USA,0
34,6.5,2.5,1,Medium,Australia,0
23,8.8,2.49,5,Medium,Australia,0
27,8.7,2.15,4,Medium,Canada,0
21,6.8,3.88,5,Medium,Australia,1
27,5.5,2.86,2,High,Germany,0
20,5.7,3.75,3,High,Canada,0
29,5.4,2.44,0,Medium,Germany,0
20,7.7,3.54,4,High,USA,1
22,7.2,3.61,5,High,UK,1
24,7.2,2.01,2,Low,Canada,0
33,5.4,2.07,0,Medium,UK,0
25,8.2,3.84,4,Low,Canada,0
23,7.1,3.14,1,Low,Germany,0
26,5.4,2.57,3,High,UK,0
26,8.0,2.37,0,Medium,Canada,0
21,8.9,3.64,0,High,Australia,0
21,6.8,2.39,2,Medium,Canada,0
21,5.5,3.69,3,Medium,Germany,0
34,5.4,3.24,3,Low,USA,0
33,5.1,3.32,2,High,UK,0
34,8.1,2.87,4,Medium,USA,0
21,7.8,2.07,2,Medium,USA,0
32,7.3,3.11,0,Medium,USA,0
28,8.1,3.43,0,Low,Australia,0
33,9.0,2.01,1,Low,Canada,0
24,6.6,2.05,3,Medium,Germany,0
30,7.8,3.81,5,Low,USA,0
27,6.5,3.36,0,High,Canada,0
24,6.4,3.58,0,Medium,USA,0
32,8.4,2.05,3,Medium,UK,0
30,7.3,2.8,4,Medium,Canada,0
24,5.5,3.49,3,High,Canada,0
20,6.6,2.18,0,High,USA,0
25,8.2,2.38,3,High,Canada,0
23,8.8,3.02,4,Medium,Canada,1
34,7.5,3.79,5,Medium,Germany,1
22,6.6,2.66,0,Medium,Australia,0
25,6.0,3.66,4,Medium,Canada,0
21,6.7,2.02,1,High,USA,0
27,7.3,2.36,4,Medium,Germany,0
20,5.0,2.58,0,Medium,USA,0
31,6.1,3.42,3,Medium,USA,0
28,7.7,3.16,4,Low,Australia,0
27,7.7,2.53,3,High,Canada,0
20,7.6,3.16,0,High,Australia,0
29,8.8,3.78,3,Medium,Canada,1
31,7.3,2.94,0,Low,Canada,0
34,6.1,3.39,0,Medium,UK,0
28,8.2,2.69,4,Medium,Australia,0
21,6.6,3.43,5,High,Canada,1
22,6.0,3.73,1,High,Australia,0
21,7.2,3.13,2,High,UK,1
32,6.2,2.77,4,High,UK,0
33,6.6,3.51,1,Low,USA,0
27,7.8,3.91,4,High,USA,1
21,9.0,2.14,4,Medium,USA,0
29,7.6,3.03,0,Medium,UK,0
21,6.1,2.36,1,Medium,UK,0
34,5.4,2.55,2,High,UK,0
20,6.4,3.27,3,Medium,Australia,0
26,5.1,3.92,0,Low,UK,0
31,6.9,3.71,4,Medium,UK,1
21,7.6,2.52,5,Low,Germany,0
29,7.0,2.05,3,High,UK,0
24,8.5,3.2,4,Low,USA,0
24,7.0,3.07,0,Medium,USA,0
22,6.8,2.92,4,High,UK,0
22,6.2,2.95,0,Medium,Canada,0
32,8.4,3.18,4,High,Germany,1
31,8.6,2.79,3,High,UK,0
22,8.9,2.34,5,Medium,Australia,0
25,8.9,2.52,5,Medium,UK,0
33,8.9,2.13,0,High,UK,0
23,7.8,2.11,1,Medium,USA,0
32,7.3,3.73,3,Medium,USA,1
22,5.7,2.25,0,Medium,USA,0
21,8.1,2.14,0,High,Canada,0
32,7.9,3.65,1,Medium,USA,1
22,8.4,3.91,4,High,Australia,1
23,6.8,2.41,5,High,Germany,0
25,8.6,3.51,2,Low,Australia,0
23,7.9,2.33,0,Medium,UK,0
27,5.7,3.36,3,Medium,Canada,0
22,5.8,3.36,4,Medium,USA,0
31,8.3,2.86,5,Medium,Australia,0
22,6.7,3.76,3,Low,Australia,0
22,6.0,2.24,0,Low,Australia,0
27,6.7,2.95,1,Medium,Canada,0
23,5.6,3.2,1,Low,UK,0
20,8.6,3.52,1,Medium,UK,1
21,5.3,2.29,5,Medium,UK,0
32,6.4,3.07,5,High,UK,0
33,7.2,2.91,4,Low,Australia,0
29,8.5,2.83,1,Medium,Australia,0
32,8.1,2.72,4,High,Canada,0
32,5.1,3.99,0,Low,Canada,0
33,8.3,2.34,5,Medium,UK,0
21,7.6,3.51,5,High,UK,1
33,5.5,2.75,0,Low,Australia,0
22,7.5,3.3,2,Medium,Australia,1
25,8.3,3.98,3,High,USA,1
27,7.4,2.96,0,Low,UK,0
31,9.0,3.65,4,Medium,USA,1
20,7.0,2.15,4,Medium,UK,0
28,7.7,3.11,4,Medium,USA,1
20,5.3,2.76,1,High,Australia,0
29,8.3,3.4,3,Medium,Canada,1
21,7.5,2.07,5,High,Australia,0
22,7.2,2.9,2,Medium,Australia,0
26,7.8,2.99,3,High,Germany,0
28,7.2,3.69,5,High,UK,1
22,8.1,2.77,3,Medium,USA,0
27,7.3,2.64,0,High,Germany,0
34,7.1,2.78,1,High,Germany,0
28,5.5,2.88,0,Low,Canada,0
29,6.9,2.51,1,Medium,UK,0
26,7.2,2.09,2,Low,UK,0
23,7.5,3.98,0,Medium,UK,0
23,6.8,3.53,1,Medium,Canada,1
23,5.6,3.97,1,Medium,Canada,0
25,5.6,3.33,4,Low,USA,0
23,7.9,3.77,0,High,Canada,0
24,7.6,2.9,1,Low,USA,0
28,6.0,2.7,4,High,Canada,0
31,6.8,3.99,4,Medium,Canada,1
26,6.2,2.34,4,Low,UK,0
27,5.7,2.43,0,High,USA,0
24,6.3,3.34,5,High,UK,0
24,6.1,2.51,5,Low,USA,0
32,5.3,2.86,2,Medium,Australia,0
30,7.0,3.86,3,High,UK,1
26,6.8,2.53,4,High,Canada,0
30,7.9,3.02,0,Medium,USA,0
32,7.5,3.47,1,Low,Canada,0
33,6.4,2.14,1,Medium,Germany,0
31,7.0,2.14,3,Medium,UK,0
27,7.1,3.49,0,High,USA,0
28,8.7,3.84,1,Medium,Canada,1
34,8.9,3.18,3,Low,USA,0
33,8.3,2.08,5,Medium,Canada,0
21,7.2,2.9,4,Low,UK,0
22,8.7,3.44,5,Medium,USA,1
31,5.7,3.26,3,High,Canada,0
31,7.8,2.4,2,Medium,Germany,0
21,6.8,2.11,4,Medium,Canada,0
29,5.6,3.78,1,High,UK,0
26,5.3,2.45,5,Medium,Germany,0
31,6.9,3.99,3,Medium,Australia,1
21,6.0,2.23,0,High,USA,0
31,6.0,2.23,0,Medium,Canada,0
33,6.3,3.34,1,Low,USA,0
34,7.9,2.54,4,High,Canada,0
21,5.7,3.95,5,Medium,Canada,0
33,7.9,2.47,3,High,UK,0
33,8.1,3.25,2,High,Germany,1
21,7.4,2.81,5,Medium,Canada,0
34,6.0,2.18,4,High,UK,0
31,5.2,3.42,2,High,Australia,0
32,6.6,3.58,3,Low,USA,0
23,8.4,3.65,0,Medium,USA,0
20,5.4,2.98,0,Medium,Australia,0
21,8.0,3.95,0,Medium,Australia,0
22,6.9,3.6,0,Low,UK,0
26,8.6,2.88,1,Medium,Australia,0
29,6.4,2.2,4,Medium,Canada,0
20,7.8,2.51,3,Low,Germany,0
25,8.0,3.54,4,High,UK,1
22,5.8,3.76,1,High,Canada,0
22,5.6,3.32,0,High,Canada,0
23,5.4,2.78,4,Medium,USA,0
32,7.8,2.71,5,Medium,USA,0
23,7.2,2.72,1,High,Canada,0
26,5.3,2.98,3,Low,Canada,0
22,6.2,3.45,4,Medium,Canada,0
27,5.6,2.33,5,High,USA,0
27,5.4,2.04,2,Medium,USA,0
30,6.2,2.15,4,Low,USA,0
32,5.4,3.33,1,Medium,USA,0
26,6.0,3.7,2,Medium,Canada,0
21,7.2,2.81,0,Medium,UK,0
24,7.2,2.68,2,High,Australia,0
25,5.7,2.04,0,Medium,UK,0
31,5.8,2.12,0,Medium,Canada,0
29,8.4,3.51,0,High,UK,0
23,5.7,2.18,5,Medium,Germany,0
32,5.2,3.66,1,High,UK,0
29,6.0,3.56,4,Medium,Australia,0
24,7.3,3.64,0,Medium,UK,0
33,5.0,3.37,1,Low,Australia,0
28,8.9,2.04,4,Medium,USA,0
30,5.9,2.89,0,Medium,USA,0
26,6.0,2.31,0,Low,UK,0
21,8.0,2.68,0,High,USA,0
30,6.0,3.11,5,High,UK,0
20,6.6,3.46,5,Low,Canada,0
21,7.2,2.46,5,Medium,Australia,0
22,5.1,2.67,2,High,Australia,0
30,8.3,2.42,1,Medium,Canada,0
21,7.0,3.97,5,High,USA,1
30,6.3,3.86,0,Low,UK,0
22,6.6,3.31,3,Low,UK,0
29,5.2,3.65,4,High,UK,0
34,7.9,3.44,0,Medium,Australia,0
30,7.2,3.7,3,Medium,USA,1
30,8.7,3.87,4,Medium,UK,1
34,6.9,3.86,5,High,Australia,1
31,8.3,3.15,0,Medium,UK,0
33,5.8,3.93,5,Medium,Australia,0
31,5.2,2.82,0,High,UK,0
28,8.8,2.39,4,Medium,Canada,0
23,6.0,2.46,0,Medium,Germany,0
31,8.3,2.92,5,Medium,USA,0
28,6.0,2.51,3,Medium,Australia,0
30,5.6,2.25,4,High,USA,0
22,7.9,2.79,1,High,Canada,0
31,8.1,3.16,0,High,Canada,0
20,8.4,3.94,3,Medium,Canada,1
30,8.5,3.24,5,Medium,UK,1
24,6.9,3.55,4,High,Australia,1
29,6.6,3.36,1,Medium,Australia,1
29,8.0,2.77,3,Medium,UK,0
33,7.3,2.38,3,High,Australia,0
21,8.9,2.56,2,Medium,UK,0
23,6.5,3.75,1,Medium,UK,0
21,5.2,2.31,4,Medium,USA,0
21,7.4,2.2,5,High,Australia,0
32,6.4,3.71,4,Low,USA,0
22,6.4,3.1,5,Medium,UK,0
24,7.3,3.37,0,Medium,UK,0
23,8.7,3.65,0,High,USA,0
21,6.1,2.68,4,Medium,UK,0
34,6.5,3.5,4,Medium,Australia,0
30,8.6,3.26,1,Medium,Canada,1
33,8.6,2.05,4,Medium,USA,0
33,5.9,3.44,3,Medium,USA,0
29,7.8,2.69,5,Medium,Australia,0
21,6.7,2.42,3,High,Australia,0
33,8.7,3.92,3,High,Australia,1
25,7.9,3.54,5,Medium,Germany,1
26,7.0,2.05,5,Medium,Canada,0
31,8.3,3.52,2,Medium,USA,1
29,9.0,3.7,1,Medium,Australia,1
25,6.8,2.71,4,High,USA,0
26,6.5,2.65,0,High,UK,0
20,7.4,2.85,5,Medium,Australia,0
25,7.7,2.93,2,Medium,USA,0
30,7.8,2.76,1,Low,Canada,0
22,6.9,3.01,0,Medium,Germany,0
20,6.3,3.95,3,Medium,UK,0
27,8.3,2.06,2,Medium,UK,0
23,8.8,3.97,5,Medium,Canada,1
29,8.5,3.7,1,Low,Australia,0
27,7.7,3.59,3,Low,UK,0
29,6.4,2.9,1,Medium,Canada,0
33,7.5,2.15,5,Medium,USA,0
30,5.4,3.24,5,Medium,Canada,0
23,7.1,3.79,5,Low,USA,0
23,8.1,2.85,0,High,UK,0
31,6.0,2.14,3,Medium,Australia,0
33,7.0,2.01,4,Low,USA,0
29,5.3,2.24,5,High,Canada,0
23,8.4,3.21,4,Low,Australia,0
25,6.4,3.98,4,High,Germany,0
33,7.3,3.42,3,High,Germany,1
28,6.5,2.31,5,Medium,USA,0
24,7.4,3.73,1,High,Australia,1
31,8.0,3.32,4,Medium,USA,1
32,6.3,2.6,4,High,Germany,0
29,7.1,3.0,2,Low,Australia,0
33,8.2,2.81,3,Medium,UK,0
34,7.8,3.74,2,Medium,Australia,1
27,5.2,3.91,0,High,Australia,0
27,7.3,2.25,2,Low,Australia,0
23,6.5,2.29,3,Medium,Australia,0
34,7.8,2.16,5,Medium,USA,0
30,5.1,2.76,2,Medium,USA,0
29,6.3,3.94,4,Medium,UK,0
28,5.3,3.97,5,High,UK,0
28,8.7,3.19,2,High,USA,1
24,8.5,2.93,4,Medium,Canada,0
25,8.9,2.6,0,High,Australia,0
24,7.6,2.0,5,Medium,Australia,0
22,8.2,2.53,2,Low,Germany,0
30,7.4,2.29,3,Low,Australia,0
27,7.0,2.0,2,High,Canada,0
28,8.3,3.79,0,Medium,UK,0
34,8.1,2.17,2,High,Australia,0
23,7.9,3.42,4,High,UK,1
28,8.6,3.85,1,Medium,UK,1
28,8.7,2.25,3,Low,Canada,0
26,6.8,2.48,0,Medium,Germany,0
27,6.1,2.47,3,Low,Canada,0
34,7.0,2.17,2,Medium,USA,0
22,5.4,3.82,4,Medium,Canada,0
34,8.8,3.7,1,Medium,UK,1
24,8.9,2.76,1,Medium,UK,0
22,7.6,3.54,4,Low,UK,0
26,8.0,3.02,2,Medium,Germany,1
25,6.3,3.36,4,Medium,USA,0
30,8.5,3.38,3,Medium,USA,1
22,8.6,3.55,3,Medium,UK,1
28,5.3,3.8,2,Medium,Canada,0
31,5.5,3.58,4,Medium,USA,0
20,6.0,3.41,4,Low,Australia,0
29,7.8,3.24,5,Low,USA,0
22,5.7,2.42,0,Medium,UK,0
34,5.9,2.57,1,Low,UK,0
34,6.5,2.15,0,High,Canada,0
34,7.4,2.52,2,High,Australia,0
30,8.9,3.09,1,Low,Canada,0
34,8.1,3.91,2,Low,Canada,0
29,7.2,2.25,4,Medium,Canada,0
30,5.2,2.89,0,Medium,Germany,0
26,7.1,3.5,2,Medium,Canada,1
22,5.8,3.59,5,Medium,Australia,0
33,6.2,2.38,5,High,Canada,0
22,6.0,2.36,0,Medium,UK,0
21,6.4,3.22,5,Medium,Canada,0
28,5.2,3.83,4,High,Australia,0
30,7.3,3.61,2,High,Canada,1
23,5.2,2.77,5,Medium,UK,0
29,7.6,3.32,4,Medium,Germany,1
32,7.9,2.51,5,High,Canada,0
25,6.9,2.94,2,Low,Canada,0
21,8.1,3.07,4,Medium,Australia,1
28,8.9,3.28,5,Medium,Germany,1
34,6.4,2.8,1,Medium,USA,0
26,7.5,2.06,5,Low,UK,0
29,6.3,3.86,1,Low,UK,0
24,6.8,3.91,5,Medium,USA,1
26,5.1,3.37,5,Medium,USA,0
33,5.3,2.53,2,High,Canada,0
23,8.2,3.19,2,Low,Canada,0
32,5.6,2.55,1,Medium,UK,0
29,7.8,3.4,2,Medium,Germany,1
32,7.8,2.72,0,Medium,UK,0
34,9.0,3.11,5,Medium,Australia,1
26,7.8,2.12,5,Medium,UK,0
21,5.5,3.99,3,High,Canada,0
26,7.5,3.32,3,Low,Germany,0
34,7.1,3.88,1,Low,Canada,0
23,8.7,3.49,0,High,Australia,0
23,7.8,3.12,3,Medium,Australia,1
20,7.1,3.47,4,Medium,UK,1
31,7.5,2.94,0,Medium,Australia,0
22,6.8,3.92,0,Medium,UK,0
24,7.0,3.55,1,Medium,USA,1
24,7.9,2.24,3,High,Canada,0
21,5.3,3.9,4,Low,Australia,0
23,7.5,3.15,2,Medium,UK,1
20,5.4,2.9,2,Medium,Canada,0
34,8.4,3.58,5,High,UK,1
28,8.8,2.46,1,Low,Australia,0
20,8.1,3.92,0,Medium,UK,0
25,7.9,2.33,4,Low,UK,0
26,8.8,2.59,2,Low,Canada,0
22,5.9,3.78,2,High,Canada,0
31,5.9,3.22,1,Low,Germany,0
34,6.9,3.71,5,Medium,Australia,1
20,5.0,2.4,0,High,Australia,0
26,8.9,3.61,2,Medium,UK,1
22,5.1,2.36,4,Medium,Canada,0
32,7.4,3.49,2,Medium,UK,1
29,6.4,2.31,1,Medium,Germany,0
31,5.4,2.69,3,Low,Australia,0
31,5.1,2.95,2,Medium,Canada,0
25,6.0,3.84,5,Low,USA,0
32,5.4,3.46,5,Medium,UK,0
31,8.8,2.56,1,Low,USA,0
33,6.0,2.89,5,Medium,USA,0
25,5.4,2.7,2,High,UK,0
33,8.1,3.88,0,Low,Germany,0
31,6.7,2.35,1,High,USA,0
23,8.4,3.83,3,Low,Australia,0
31,8.4,3.66,2,Medium,UK,1
30,9.0,2.26,2,High,UK,0
25,8.2,2.55,0,High,Canada,0
30,5.9,3.42,5,Medium,Germany,0
29,7.3,3.41,1,High,Canada,1
23,7.1,2.47,1,Low,Australia,0
34,7.0,3.27,2,Low,USA,0
32,6.2,3.37,5,High,Australia,0
27,5.8,2.14,5,Medium,USA,0
28,7.9,2.76,2,Medium,Australia,0
21,5.4,3.81,3,Low,Germany,0
26,5.2,3.8,2,Medium,USA,0
28,6.5,3.32,1,Medium,USA,0
28,8.0,3.31,1,Low,Canada,0
31,8.5,3.71,3,Medium,UK,1
24,7.2,2.68,2,Low,Australia,0
20,8.4,2.1,4,High,UK,0
25,5.1,3.69,5,High,UK,0
34,6.8,2.62,5,Low,Australia,0
27,5.5,3.35,0,Low,UK,0
20,7.3,2.98,5,Medium,Australia,0
21,8.7,2.29,4,High,Australia,0
32,5.0,2.84,1,Medium,Canada,0
32,7.7,2.53,2,Medium,UK,0
20,8.2,2.02,5,High,UK,0
24,8.0,3.05,3,Medium,Canada,1
21,5.1,3.13,2,High,Australia,0
34,5.7,2.61,3,Medium,UK,0
29,5.4,2.59,5,High,Germany,0
29,5.3,2.89,3,High,Canada,0
33,7.9,3.24,3,Medium,USA,1
23,6.7,3.94,5,High,Australia,1
20,7.9,2.96,1,High,Canada,0
26,6.4,3.87,2,Low,UK,0
27,5.5,3.95,3,Low,Australia,0
24,7.9,3.22,1,Low,Canada,0
21,7.5,3.12,5,Low,USA,0
27,5.5,2.12,2,Low,USA,0
20,8.7,2.45,2,Medium,Australia,0
34,6.2,4.0,5,High,Canada,0
26,7.6,3.49,1,Medium,Germany,1
20,5.1,3.34,0,High,USA,0
31,6.8,3.13,1,Medium,USA,1
25,8.9,3.37,1,Low,Australia,0
32,8.5,3.36,4,Medium,UK,1
25,5.9,2.44,3,Medium,USA,0
34,8.5,3.57,3,Medium,Canada,1
24,6.2,2.93,1,Medium,Germany,0
34,8.4,3.4,3,High,USA,1
21,7.9,2.7,1,Medium,UK,0
21,6.4,3.15,5,Medium,USA,0
28,8.6,3.47,1,Low,UK,0
24,6.9,3.22,2,High,Australia,1
24,6.3,3.27,0,Medium,Australia,0
26,6.1,2.37,2,Low,USA,0
25,8.8,3.01,5,High,UK,1
21,8.0,2.55,0,Low,Canada,0
30,6.4,2.74,1,Medium,Canada,0
20,6.0,3.6,1,High,USA,0
24,5.8,2.1,3,Low,UK,0
23,6.0,2.51,3,Medium,UK,0
31,5.4,3.58,2,Medium,USA,0
22,6.9,3.69,1,Medium,UK,1
21,5.2,2.43,2,Medium,Australia,0
29,5.0,2.33,5,High,UK,0
21,7.5,3.6,0,High,Australia,0
33,5.4,3.43,1,Medium,Australia,0
34,8.4,3.13,3,High,USA,1
23,5.4,2.92,4,Medium,USA,0
21,7.2,3.75,1,High,UK,1
23,7.7,2.56,2,Medium,Australia,0
22,5.9,3.3,5,High,USA,0
28,8.6,3.86,3,Medium,USA,1
26,6.9,2.34,0,High,Australia,0
33,6.3,2.39,0,Medium,UK,0
32,8.6,2.24,0,Low,UK,0
30,8.4,2.53,3,High,UK,0
34,7.8,3.14,5,Medium,USA,1
31,6.2,2.66,2,High,USA,0
22,6.6,3.12,5,Low,USA,0
32,7.8,2.97,1,Medium,Canada,0
34,5.7,3.06,3,High,Australia,0
33,7.0,3.9,4,Medium,Australia,1
27,8.0,2.41,1,High,USA,0
28,7.6,3.34,3,Medium,Australia,1
32,7.9,2.95,5,Low,Germany,0
26,8.6,3.36,1,Medium,UK,1
25,8.9,3.2,2,Low,Canada,0
23,6.8,3.51,5,Low,USA,0
24,5.2,3.07,4,Medium,Canada,0
27,8.3,3.4,5,Medium,Canada,1
22,5.5,3.47,1,High,Australia,0
21,5.9,2.36,4,Medium,UK,0
22,7.6,3.85,2,High,USA,1
31,8.0,3.45,1,Medium,Australia,1
26,7.8,2.19,4,Medium,Canada,0
27,6.8,3.72,5,Medium,Canada,1
20,8.7,2.38,0,High,Germany,0
32,8.3,3.17,1,Low,Australia,0
26,7.7,2.63,4,Medium,Canada,0
28,6.8,3.15,5,Medium,UK,1
31,6.9,3.78,2,Medium,Australia,1
32,5.7,3.78,0,Medium,USA,0
33,8.1,3.57,2,Medium,Australia,1
33,8.5,3.63,3,Low,Canada,0
34,8.3,3.02,5,Medium,Australia,1
22,7.2,3.74,3,Medium,Australia,1
34,8.4,2.93,2,High,USA,0
22,8.2,2.42,4,Medium,UK,0
27,8.3,3.8,3,Low,UK,0
23,8.9,2.92,2,Low,USA,0
33,8.2,3.2,1,Medium,USA,1
27,6.1,3.25,0,Medium,USA,0
24,8.3,2.16,3,Medium,USA,0
33,6.5,2.71,1,Medium,USA,0
22,7.1,2.72,3,High,USA,0
34,8.2,3.43,0,Medium,USA,0
23,6.3,3.35,5,Medium,Germany,0
33,5.1,3.98,1,Medium,UK,0
23,7.9,3.46,3,Medium,Canada,1
27,8.6,2.45,0,Medium,Canada,0
25,8.7,2.69,2,Medium,USA,0
26,8.2,2.33,5,High,USA,0
28,8.7,3.72,4,Medium,UK,1
34,8.3,3.69,5,High,Australia,1
25,5.1,3.83,5,Low,Germany,0
22,6.4,3.32,5,Medium,USA,0
34,6.3,2.54,4,Medium,Germany,0
32,5.9,3.79,2,Low,Canada,0
22,8.2,2.55,3,Medium,USA,0
30,7.1,2.77,5,Low,Canada,0
22,8.3,2.04,4,Medium,Germany,0
31,7.4,3.16,3,Medium,Australia,1
29,7.4,2.87,2,Low,USA,0
21,6.5,3.3,5,Low,Germany,0
20,8.2,3.94,3,Low,Canada,0
30,7.7,2.11,2,Medium,UK,0
29,6.4,2.18,1,High,UK,0
20,9.0,3.13,4,Medium,Australia,1
23,6.9,4.0,4,Medium,Australia,1
22,6.3,2.58,4,Medium,Germany,0
24,7.8,3.07,1,Medium,UK,1
31,5.9,2.41,0,High,UK,0
28,8.3,3.06,5,High,USA,1
31,7.7,2.37,4,Low,USA,0
32,8.5,2.35,3,Medium,Canada,0
27,6.3,2.68,4,High,USA,0
31,8.4,3.88,2,High,USA,1
28,7.0,3.32,1,Low,UK,0
32,5.2,2.74,5,Medium,UK,0
24,5.8,3.28,0,High,UK,0
27,5.9,2.4,4,Medium,Germany,0
23,8.1,3.27,1,Medium,USA,1
24,5.8,3.84,5,Low,USA,0
34,7.2,3.87,4,Medium,UK,1
31,7.6,3.17,3,High,Germany,1
22,8.1,3.76,5,High,USA,1
24,8.1,2.77,4,Medium,USA,0
31,7.9,3.77,4,High,Australia,1
22,5.9,2.67,1,Low,USA,0
24,7.2,3.41,3,High,USA,1
30,6.2,3.84,2,Medium,Canada,0
33,8.1,3.13,2,Medium,USA,1
24,8.0,2.55,4,Low,Germany,0
25,5.9,3.4,5,High,USA,0
28,7.6,2.23,5,Medium,USA,0
20,5.2,2.69,5,High,Australia,0
31,8.1,3.79,1,High,Canada,1
29,8.1,3.47,5,High,Germany,1
33,6.4,2.11,1,Medium,UK,0
25,8.2,3.15,1,High,Germany,1
20,8.4,2.5,4,High,USA,0
25,5.8,2.03,3,High,USA,0
21,6.4,2.53,3,Medium,USA,0
27,6.0,3.55,5,Medium,UK,0
30,6.5,2.8,4,High,Canada,0
22,6.8,2.53,1,Medium,USA,0
29,7.0,4.0,2,Medium,Australia,1
33,5.1,3.15,3,Medium,USA,0
25,5.2,2.44,5,High,Australia,0
25,7.6,2.41,4,Low,USA,0
34,6.8,2.21,3,Low,Canada,0
23,5.4,3.22,1,Low,USA,0
24,6.5,3.76,4,Medium,UK,0
21,6.9,3.72,0,Low,USA,0
29,7.5,3.88,2,Low,UK,0
34,5.5,2.05,2,Medium,USA,0
29,9.0,3.12,2,Medium,USA,1
27,6.9,3.83,4,Medium,Australia,1
29,7.7,3.8,0,Medium,Canada,0
26,8.6,2.54,0,Medium,USA,0
29,5.1,3.0,1,High,USA,0
25,7.4,2.19,0,Medium,Canada,0
26,7.2,2.55,0,Medium,UK,0
31,5.2,3.98,0,High,UK,0
20,7.8,3.17,1,High,USA,1
33,5.9,4.0,4,High,USA,0
33,7.8,2.03,5,Medium,Germany,0
24,6.5,3.94,4,Medium,Australia,0
26,8.1,2.71,4,Medium,UK,0
20,8.8,2.17,3,Low,Australia,0
21,8.4,2.18,1,High,Australia,0
28,6.9,2.69,4,High,Canada,0
31,5.9,2.95,5,Medium,USA,0
22,9.0,2.17,4,High,UK,0
25,7.6,3.7,4,High,Germany,1
34,6.6,2.97,0,High,UK,0
26,6.9,2.73,2,High,Germany,0
28,5.5,3.04,2,Low,Germany,0
24,7.0,2.98,2,Medium,USA,0
23,5.7,2.21,4,Medium,UK,0
30,6.5,2.1,0,High,Canada,0
31,7.0,3.36,1,High,USA,1
34,8.8,2.98,1,High,UK,0
21,7.5,2.05,2,Low,UK,0
22,6.5,3.33,4,Low,Canada,0
34,5.5,3.41,5,Medium,Canada,0
24,8.0,3.94,1,Medium,UK,1
30,6.9,3.26,3,High,Germany,1
34,5.3,2.55,5,High,Australia,0
32,7.6,2.48,1,High,UK,0
21,6.4,2.91,5,Low,UK,0
32,6.6,2.18,4,High,Australia,0
23,8.4,2.99,1,Medium,Canada,0
20,5.5,2.66,4,Medium,USA,0
23,6.4,3.66,0,Medium,Australia,0
26,6.5,3.39,1,High,Germany,0
34,5.0,2.51,1,High,Canada,0
33,8.4,2.96,5,Medium,USA,0
31,8.3,3.43,2,Medium,USA,1
22,7.6,2.35,5,Medium,Canada,0
29,8.6,3.94,5,Medium,Germany,1
27,6.1,2.18,4,High,Australia,0
25,5.9,3.91,0,Low,USA,0
25,5.3,2.03,0,High,Canada,0
33,7.4,2.97,2,Low,UK,0
34,7.0,2.58,4,High,USA,0
20,8.2,3.94,2,Low,Germany,0
24,6.9,3.71,2,Low,UK,0
22,5.8,3.81,4,High,Australia,0
34,8.2,2.98,2,Medium,UK,0
29,6.8,2.21,5,Medium,Australia,0
34,8.8,2.49,1,Medium,USA,0
20,7.1,3.06,4,High,UK,1
27,5.5,2.78,3,Medium,USA,0
26,8.4,2.66,4,Medium,Canada,0
26,8.5,2.61,0,Medium,Australia,0
31,6.8,2.47,1,Low,Australia,0
29,5.1,3.08,5,High,Canada,0
33,5.1,3.38,5,Medium,Australia,0
29,6.4,3.38,1,Medium,Australia,0
29,7.9,2.09,3,Medium,USA,0
23,6.3,2.05,1,Medium,UK,0
32,5.0,2.17,1,Medium,Germany,0
34,8.4,2.04,1,Medium,Canada,0
30,8.9,2.88,3,Low,Australia,0
25,6.4,2.11,3,High,Germany,0
32,5.3,2.87,3,Medium,USA,0
28,6.2,2.67,5,Low,UK,0
34,8.2,2.12,1,High,UK,0
33,7.2,2.17,4,High,Australia,0
22,6.5,3.54,4,Medium,Germany,0
34,6.3,3.45,0,Medium,USA,0
28,5.5,2.57,4,Medium,UK,0
23,6.4,2.26,2,Medium,Canada,0
24,6.9,2.71,4,Medium,Germany,0
26,7.7,2.97,3,Medium,USA,0
25,6.0,3.03,5,Medium,USA,0
29,8.6,2.05,2,Medium,Canada,0
27,6.9,3.2,1,Medium,Germany,1
27,6.6,3.26,3,Medium,Australia,1
27,7.4,3.29,4,Low,USA,0
22,5.7,3.25,5,High,Canada,0
34,5.4,3.91,1,Medium,Canada,0
33,6.4,3.42,0,Medium,UK,0
29,5.2,2.63,3,High,USA,0
25,6.5,3.62,2,Low,Australia,0
26,7.7,2.86,3,High,USA,0
28,8.2,2.12,2,Low,Australia,0
29,7.3,3.3,2,Low,UK,0
29,7.8,2.76,0,Low,Canada,0
