date,region,job_role,avg_salary_usd,job_postings,applicants_per_posting,q10_demand,q50_demand,q90_demand
2021-03-01,Asia-Pacific,MLOps Engineer,149072.03,643,19.22,636.55,643,654.21
2021-03-01,South America,Data Scientist,95916.51,542,10.14,535.53,542,553.46
2021-03-01,South America,Machine Learning Engineer,92164.09,530,9.71,521.58,530,535.79
2021-03-01,South America,Data Analyst,91339.22,689,17.22,681.9,689,698.07
2021-03-01,South America,AI Researcher,86805.95,339,14.01,333.12,339,346.04
2021-03-01,South America,MLOps Engineer,87806.75,433,12.04,424.57,433,444.48
2021-03-01,Middle East & Africa,Data Scientist,75571.37,524,14.15,514.45,524,532.19
2021-03-01,Middle East & Africa,Machine Learning Engineer,77855.31,416,18.66,406.02,416,425.35
2021-03-01,Middle East & Africa,Data Analyst,77086.15,597,18.27,582.04,597,611.64
2021-03-01,Middle East & Africa,AI Researcher,78119.03,347,18.75,340.29,347,352.57
2021-03-01,Middle East & Africa,MLOps Engineer,84767.6,348,5.74,337.27,348,357.28
2021-04-01,North America,Data Scientist,134835.36,673,18.79,668.53,673,680.33
2021-04-01,North America,Machine Learning Engineer,133485.89,616,18.64,606.49,616,630.54
2021-04-01,North America,Data Analyst,126482.69,892,11.51,883.18,892,905.0
2021-04-01,North America,AI Researcher,134618.57,471,10.93,459.86,471,480.63
2021-04-01,North America,MLOps Engineer,126396.8,522,16.23,508.02,522,527.78
2021-04-01,Europe,Data Scientist,105947.76,603,9.38,592.34,603,612.65
2021-04-01,Europe,Machine Learning Engineer,105137.13,548,18.47,532.43,548,558.67
2021-04-01,Europe,Data Analyst,101136.38,722,5.01,713.01,722,734.26
2021-04-01,Europe,AI Researcher,110998.32,358,7.3,345.99,358,372.58
2021-04-01,Europe,MLOps Engineer,114184.66,448,10.12,436.84,448,456.29
2021-04-01,Asia-Pacific,Data Scientist,157560.03,830,13.96,821.79,830,832.83
2021-04-01,Asia-Pacific,Machine Learning Engineer,156851.05,749,7.73,737.72,749,755.38
2021-04-01,Asia-Pacific,Data Analyst,152358.6,1023,14.53,1014.74,1023,1031.17
2021-04-01,Asia-Pacific,AI Researcher,148203.74,515,15.0,504.44,515,526.77
2021-04-01,Asia-Pacific,MLOps Engineer,152499.3,584,12.91,575.82,584,595.09
2021-04-01,South America,Data Scientist,81496.58,537,7.49,523.13,537,551.37
2021-04-01,South America,Machine Learning Engineer,90346.42,419,13.88,407.3,419,425.85
2021-04-01,South America,Data Analyst,97382.77,678,10.02,671.37,678,683.76
2021-04-01,South America,AI Researcher,87651.42,309,6.27,293.23,309,316.68
2021-04-01,South America,MLOps Engineer,87879.31,283,18.99,270.75,283,293.01
2021-04-01,Middle East & Africa,Data Scientist,84732.91,450,5.55,446.23,450,459.04
2021-04-01,Middle East & Africa,Machine Learning Engineer,81442.59,424,19.59,414.09,424,441.17
2021-04-01,Middle East & Africa,Data Analyst,79600.12,518,11.44,509.46,518,529.9
2021-04-01,Middle East & Africa,AI Researcher,74377.75,252,5.55,241.4,252,265.53
2021-04-01,Middle East & Africa,MLOps Engineer,77916.55,283,5.6,266.49,283,288.73
2021-05-01,North America,Data Scientist,135093.33,580,10.5,570.95,580,590.65
2021-05-01,North America,Machine Learning Engineer,131823.46,576,15.51,563.41,576,581.75
2021-05-01,North America,Data Analyst,111545.99,720,9.77,707.13,720,732.62
2021-05-01,North America,AI Researcher,136024.63,411,8.75,398.2,411,419.75
2021-05-01,North America,MLOps Engineer,148295.25,456,14.05,444.82,456,466.71
2021-05-01,Europe,Data Scientist,110682.86,532,6.89,517.61,532,543.35
2021-05-01,Europe,Machine Learning Engineer,108696.43,513,14.35,502.16,513,521.81
2021-05-01,Europe,Data Analyst,114200.34,641,9.51,629.28,641,648.89
2021-05-01,Europe,AI Researcher,109203.02,279,9.89,268.66,279,285.48
2021-05-01,Europe,MLOps Engineer,108404.79,366,16.54,350.96,366,370.27
2021-05-01,Asia-Pacific,Data Scientist,148317.61,770,10.82,759.76,770,779.46
2021-05-01,Asia-Pacific,Machine Learning Engineer,151252.78,665,10.45,655.34,665,675.66
2021-05-01,Asia-Pacific,Data Analyst,142260.34,910,16.08,901.77,910,919.52
2021-05-01,Asia-Pacific,AI Researcher,142646.94,406,19.74,391.95,406,418.66
2021-05-01,Asia-Pacific,MLOps Engineer,151823.43,504,18.04,489.93,504,511.97
2021-05-01,South America,Data Scientist,87353.31,434,14.12,419.11,434,442.88
2021-05-01,South America,Machine Learning Engineer,81494.95,381,11.0,374.12,381,391.36
2021-05-01,South America,Data Analyst,97579.57,525,11.29,517.21,525,539.97
2021-05-01,South America,AI Researcher,90010.3,272,5.58,258.18,272,282.46
2021-05-01,South America,MLOps Engineer,90299.67,264,18.65,252.14,264,278.92
2021-05-01,Middle East & Africa,Data Scientist,81246.61,374,10.79,371.89,374,381.7
2021-05-01,Middle East & Africa,Machine Learning Engineer,71205.23,368,18.17,356.42,368,376.57
2021-05-01,Middle East & Africa,Data Analyst,80336.67,452,9.36,440.56,452,465.44
2021-05-01,Middle East & Africa,AI Researcher,76194.92,221,6.94,208.04,221,228.86
2021-05-01,Middle East & Africa,MLOps Engineer,79357.48,230,19.1,222.9,230,236.01
2021-06-01,North America,Data Scientist,129357.21,647,15.65,636.16,647,655.47
2021-06-01,North America,Machine Learning Engineer,126198.1,544,12.02,532.92,544,550.07
2021-06-01,North America,Data Analyst,128960.55,818,13.03,815.16,818,826.51
2021-06-01,North America,AI Researcher,119823.29,359,9.18,347.29,359,364.06
2021-06-01,North America,MLOps Engineer,125607.21,433,19.98,422.67,433,441.12
2021-06-01,Europe,Data Scientist,94299.55,534,6.3,527.38,534,543.52
2021-06-01,Europe,Machine Learning Engineer,114658.21,494,5.09,483.86,494,505.68
2021-06-01,Europe,Data Analyst,107350.29,690,13.0,685.41,690,696.47
2021-06-01,Europe,AI Researcher,123813.47,313,8.41,297.39,313,324.26
2021-06-01,Europe,MLOps Engineer,110047.06,358,16.58,343.93,358,366.81
2021-06-01,Asia-Pacific,Data Scientist,143616.28,677,16.73,662.64,677,686.77
2021-06-01,Asia-Pacific,Machine Learning Engineer,156690.51,608,8.37,595.9,608,612.85
2021-06-01,Asia-Pacific,Data Analyst,128216.52,887,19.5,873.77,887,897.63
2021-06-01,Asia-Pacific,AI Researcher,141812.81,447,15.77,433.89,447,454.73
2021-06-01,Asia-Pacific,MLOps Engineer,133040.32,493,18.01,480.72,493,502.12
2021-06-01,South America,Data Scientist,92221.02,441,15.32,436.99,441,453.82
2021-06-01,South America,Machine Learning Engineer,82919.48,356,9.73,352.07,356,365.7
2021-06-01,South America,Data Analyst,85650.35,512,11.67,500.91,512,522.87
2021-06-01,South America,AI Researcher,93505.63,247,15.74,239.34,247,257.61
2021-06-01,South America,MLOps Engineer,90835.6,319,8.16,307.18,319,328.58
2021-06-01,Middle East & Africa,Data Scientist,78230.31,411,19.3,397.38,411,416.42
2021-06-01,Middle East & Africa,Machine Learning Engineer,80505.07,312,8.2,304.38,312,326.95
2021-06-01,Middle East & Africa,Data Analyst,77658.93,433,10.86,424.89,433,445.2
2021-06-01,Middle East & Africa,AI Researcher,78141.68,230,16.67,225.24,230,240.31
2021-06-01,Middle East & Africa,MLOps Engineer,85578.5,259,9.69,248.54,259,267.99
2021-07-01,North America,Data Scientist,129302.78,749,16.49,742.23,749,761.81
2021-07-01,North America,Machine Learning Engineer,126972.98,618,15.91,605.96,618,624.54
2021-07-01,North America,Data Analyst,131296.26,901,13.52,892.94,901,910.4
2021-07-01,North America,AI Researcher,135594.71,371,18.34,355.15,371,384.08
2021-07-01,North America,MLOps Engineer,130177.54,496,9.65,490.75,496,506.05
2021-07-01,Europe,Data Scientist,103654.47,575,11.96,563.79,575,587.15
2021-07-01,Europe,Machine Learning Engineer,108217.63,570,6.71,557.96,570,583.11
2021-07-01,Europe,Data Analyst,120224.38,767,11.88,758.58,767,777.1
2021-07-01,Europe,AI Researcher,111227.99,329,13.18,320.64,329,340.21
2021-07-01,Europe,MLOps Engineer,107247.88,422,6.56,419.11,422,438.13
2021-07-01,Asia-Pacific,Data Scientist,144176.26,852,14.39,841.47,852,860.78
2021-07-01,Asia-Pacific,Machine Learning Engineer,154319.28,743,14.16,731.46,743,755.46
2021-07-01,Asia-Pacific,Data Analyst,146004.56,1032,10.11,1026.07,1032,1042.96
2021-07-01,Asia-Pacific,AI Researcher,155725.01,510,19.62,498.54,510,523.22
2021-07-01,Asia-Pacific,MLOps Engineer,152614.46,568,5.6,555.46,568,581.25
2021-07-01,South America,Data Scientist,88321.77,523,5.83,516.18,523,525.51
2021-07-01,South America,Machine Learning Engineer,92740.07,464,5.99,459.85,464,473.8
2021-07-01,South America,Data Analyst,80140.17,607,15.24,593.23,607,619.84
2021-07-01,South America,AI Researcher,84902.47,288,5.6,280.53,288,301.0
2021-07-01,South America,MLOps Engineer,89432.41,374,11.89,363.32,374,382.32
2021-07-01,Middle East & Africa,Data Scientist,82783.46,455,18.16,445.82,455,465.93
2021-07-01,Middle East & Africa,Machine Learning Engineer,79149.99,387,10.14,379.63,387,397.3
2021-07-01,Middle East & Africa,Data Analyst,85986.84,543,7.76,534.49,543,553.37
2021-07-01,Middle East & Africa,AI Researcher,80382.94,247,17.29,240.47,247,253.0
2021-07-01,Middle East & Africa,MLOps Engineer,82648.21,297,16.13,281.45,297,303.83
2021-08-01,North America,Data Scientist,124349.86,838,6.95,825.45,838,849.25
2021-08-01,North America,Machine Learning Engineer,132517.91,753,14.27,739.15,753,765.12
2021-08-01,North America,Data Analyst,134145.18,1024,9.29,1018.18,1024,1037.16
2021-08-01,North America,AI Researcher,131857.72,457,8.53,445.34,457,469.59
2021-08-01,North America,MLOps Engineer,127004.59,574,16.38,561.36,574,584.0
2021-08-01,Europe,Data Scientist,104733.37,701,15.25,692.38,701,715.4
2021-08-01,Europe,Machine Learning Engineer,107207.47,615,11.08,607.88,615,620.94
2021-08-01,Europe,Data Analyst,112271.49,803,18.44,791.86,803,813.88
2021-08-01,Europe,AI Researcher,109729.37,411,19.19,404.56,411,424.17
2021-08-01,Europe,MLOps Engineer,104854.22,475,16.93,467.74,475,481.57
2021-08-01,Asia-Pacific,Data Scientist,160099.83,950,13.06,936.46,950,963.43
2021-08-01,Asia-Pacific,Machine Learning Engineer,155728.95,829,18.36,820.65,829,842.65
2021-08-01,Asia-Pacific,Data Analyst,158178.64,1172,19.7,1159.77,1172,1180.09
2021-08-01,Asia-Pacific,AI Researcher,147724.87,575,14.46,562.7,575,579.83
2021-08-01,Asia-Pacific,MLOps Engineer,158018.58,614,19.04,602.89,614,625.75
2021-08-01,South America,Data Scientist,89741.74,578,14.5,568.69,578,585.12
2021-08-01,South America,Machine Learning Engineer,96524.34,515,7.19,506.61,515,526.97
2021-08-01,South America,Data Analyst,97735.68,651,5.25,640.34,651,660.27
2021-08-01,South America,AI Researcher,86911.48,341,14.94,326.64,341,351.04
2021-08-01,South America,MLOps Engineer,88653.68,400,10.67,391.75,400,409.24
2021-08-01,Middle East & Africa,Data Scientist,80112.32,496,11.24,487.7,496,508.49
2021-08-01,Middle East & Africa,Machine Learning Engineer,76061.86,463,17.64,450.65,463,478.33
2021-08-01,Middle East & Africa,Data Analyst,76921.75,610,10.42,601.84,610,620.59
2021-08-01,Middle East & Africa,AI Researcher,71313.71,318,17.24,307.53,318,332.12
2021-08-01,Middle East & Africa,MLOps Engineer,83705.93,353,11.16,338.09,353,366.94
2021-09-01,North America,Data Scientist,128351.11,802,8.17,790.53,802,809.37
2021-09-01,North America,Machine Learning Engineer,121852.53,775,19.4,760.67,775,783.46
2021-09-01,North America,Data Analyst,127987.28,1017,5.11,1015.51,1017,1031.96
2021-09-01,North America,AI Researcher,140837.99,479,8.5,467.93,479,492.78
2021-09-01,North America,MLOps Engineer,125235.7,583,11.23,571.72,583,594.8
2021-09-01,Europe,Data Scientist,106713.61,724,12.32,712.43,724,730.34
2021-09-01,Europe,Machine Learning Engineer,94422.21,600,17.01,589.61,600,615.25
2021-09-01,Europe,Data Analyst,108715.68,875,7.88,869.85,875,884.31
2021-09-01,Europe,AI Researcher,113446.38,417,14.47,405.13,417,423.78
2021-09-01,Europe,MLOps Engineer,105602.04,492,14.34,477.55,492,501.15
2021-09-01,Asia-Pacific,Data Scientist,146465.13,958,15.66,948.47,958,969.68
2021-09-01,Asia-Pacific,Machine Learning Engineer,140738.66,819,13.79,807.56,819,825.83
2021-09-01,Asia-Pacific,Data Analyst,142780.12,1181,14.22,1167.68,1181,1187.48
2021-09-01,Asia-Pacific,AI Researcher,156731.58,575,8.18,567.39,575,582.15
2021-09-01,Asia-Pacific,MLOps Engineer,146378.18,638,10.08,627.27,638,647.12
2021-09-01,South America,Data Scientist,91950.63,574,14.24,563.62,574,582.59
2021-09-01,South America,Machine Learning Engineer,83496.58,506,11.01,494.27,506,515.63
2021-09-01,South America,Data Analyst,89584.63,728,18.46,719.83,728,739.78
2021-09-01,South America,AI Researcher,91606.38,356,5.75,346.11,356,366.38
2021-09-01,South America,MLOps Engineer,98428.97,391,5.25,378.83,391,401.34
2021-09-01,Middle East & Africa,Data Scientist,82071.98,535,11.89,525.91,535,542.63
2021-09-01,Middle East & Africa,Machine Learning Engineer,80139.47,490,16.48,483.57,490,499.85
2021-09-01,Middle East & Africa,Data Analyst,81893.63,595,7.36,582.13,595,605.07
2021-09-01,Middle East & Africa,AI Researcher,80773.41,310,8.8,298.44,310,321.49
2021-09-01,Middle East & Africa,MLOps Engineer,81659.09,382,6.99,372.86,382,398.0
2021-10-01,North America,Data Scientist,128926.7,773,17.8,763.71,773,781.78
2021-10-01,North America,Machine Learning Engineer,131917.31,630,16.83,616.16,630,641.98
2021-10-01,North America,Data Analyst,135077.63,843,18.11,835.98,843,853.75
2021-10-01,North America,AI Researcher,128357.04,432,6.59,419.61,432,446.08
2021-10-01,North America,MLOps Engineer,130148.57,529,19.25,525.96,529,541.35
2021-10-01,Europe,Data Scientist,116613.48,608,17.7,607.53,608,616.98
2021-10-01,Europe,Machine Learning Engineer,109442.71,558,13.59,545.81,558,566.05
2021-10-01,Europe,Data Analyst,109063.58,699,19.24,690.2,699,706.35
2021-10-01,Europe,AI Researcher,99594.53,357,5.53,345.54,357,361.15
2021-10-01,Europe,MLOps Engineer,114065.49,398,10.66,388.17,398,405.42
2021-10-01,Asia-Pacific,Data Scientist,161869.16,830,8.09,815.72,830,838.74
2021-10-01,Asia-Pacific,Machine Learning Engineer,135644.55,794,5.78,786.41,794,802.93
2021-10-01,Asia-Pacific,Data Analyst,147438.18,1046,15.84,1034.12,1046,1055.16
2021-10-01,Asia-Pacific,AI Researcher,148621.1,495,7.94,485.04,495,507.04
2021-10-01,Asia-Pacific,MLOps Engineer,137191.22,597,15.54,584.39,597,603.44
2021-10-01,South America,Data Scientist,92788.82,496,7.27,485.72,496,503.5
2021-10-01,South America,Machine Learning Engineer,91115.04,451,6.16,438.94,451,460.58
2021-10-01,South America,Data Analyst,92389.39,608,6.63,599.59,608,618.89
2021-10-01,South America,AI Researcher,90212.53,296,12.31,284.41,296,306.45
2021-10-01,South America,MLOps Engineer,100546.44,398,7.04,385.15,398,407.17
2021-10-01,Middle East & Africa,Data Scientist,75813.85,448,10.58,438.23,448,452.95
2021-10-01,Middle East & Africa,Machine Learning Engineer,79854.68,416,5.82,407.57,416,426.13
2021-10-01,Middle East & Africa,Data Analyst,90377.24,591,7.56,582.82,591,597.96
2021-10-01,Middle East & Africa,AI Researcher,81728.87,232,7.03,219.1,232,243.34
2021-10-01,Middle East & Africa,MLOps Engineer,84824.47,309,19.06,301.56,309,320.43
2021-11-01,North America,Data Scientist,126917.84,648,18.8,633.17,648,655.92
2021-11-01,North America,Machine Learning Engineer,123415.31,561,5.77,554.19,561,570.97
2021-11-01,North America,Data Analyst,122719.69,746,7.3,734.19,746,751.87
2021-11-01,North America,AI Researcher,132476.19,347,15.61,338.49,347,353.54
2021-11-01,North America,MLOps Engineer,124647.02,450,13.68,436.02,450,460.34
2021-11-01,Europe,Data Scientist,107681.87,548,17.65,533.95,548,561.88
2021-11-01,Europe,Machine Learning Engineer,111678.84,538,7.5,523.76,538,549.96
2021-11-01,Europe,Data Analyst,109587.56,662,7.61,648.71,662,665.43
2021-11-01,Europe,AI Researcher,116173.06,355,6.81,343.37,355,364.45
2021-11-01,Europe,MLOps Engineer,112140.43,386,6.46,373.05,386,391.8
2021-11-01,Asia-Pacific,Data Scientist,148457.79,759,13.86,751.18,759,765.22
2021-11-01,Asia-Pacific,Machine Learning Engineer,157678.32,682,7.92,671.28,682,695.76
2021-11-01,Asia-Pacific,Data Analyst,157271.77,916,18.02,910.17,916,927.44
2021-11-01,Asia-Pacific,AI Researcher,141492.9,443,10.84,433.37,443,453.93
2021-11-01,Asia-Pacific,MLOps Engineer,148232.17,492,16.74,478.64,492,499.82
2021-11-01,South America,Data Scientist,87507.14,402,11.65,396.42,402,407.88
2021-11-01,South America,Machine Learning Engineer,90521.21,439,15.06,435.66,439,446.22
2021-11-01,South America,Data Analyst,90652.09,518,13.66,508.66,518,528.21
2021-11-01,South America,AI Researcher,100764.49,241,6.22,228.95,241,248.37
2021-11-01,South America,MLOps Engineer,91406.93,284,12.63,271.58,284,291.46
2021-11-01,Middle East & Africa,Data Scientist,78186.34,360,8.71,350.99,360,374.03
2021-11-01,Middle East & Africa,Machine Learning Engineer,78754.61,405,6.1,390.21,405,417.2
2021-11-01,Middle East & Africa,Data Analyst,79049.27,478,18.81,469.54,478,488.13
2021-11-01,Middle East & Africa,AI Researcher,82666.82,248,15.1,238.17,248,255.79
2021-11-01,Middle East & Africa,MLOps Engineer,73602.42,308,10.35,301.7,308,318.04
2021-12-01,North America,Data Scientist,133191.93,633,10.08,620.81,633,644.62
2021-12-01,North America,Machine Learning Engineer,145563.35,632,13.36,624.06,632,639.38
2021-12-01,North America,Data Analyst,124527.04,801,11.2,788.52,801,814.21
2021-12-01,North America,AI Researcher,129856.77,358,15.26,348.56,358,367.34
2021-12-01,North America,MLOps Engineer,127882.75,471,9.72,458.87,471,481.06
2021-12-01,Europe,Data Scientist,107668.6,540,7.99,526.86,540,544.29
2021-12-01,Europe,Machine Learning Engineer,110786.22,468,12.58,458.06,468,478.87
2021-12-01,Europe,Data Analyst,108791.82,640,15.82,634.67,640,654.63
2021-12-01,Europe,AI Researcher,119583.07,361,6.72,350.75,361,367.79
2021-12-01,Europe,MLOps Engineer,122785.7,405,5.95,393.48,405,418.61
2021-12-01,Asia-Pacific,Data Scientist,154702.16,747,7.87,741.18,747,762.11
2021-12-01,Asia-Pacific,Machine Learning Engineer,147405.61,683,19.23,676.37,683,695.42
2021-12-01,Asia-Pacific,Data Analyst,150432.02,873,6.06,859.91,873,884.51
2021-12-01,Asia-Pacific,AI Researcher,150585.88,460,12.76,449.4,460,470.23
2021-12-01,Asia-Pacific,MLOps Engineer,151850.41,484,12.24,474.12,484,489.79
2021-12-01,South America,Data Scientist,92337.11,470,14.06,461.77,470,477.8
2021-12-01,South America,Machine Learning Engineer,88536.77,351,5.39,338.93,351,358.95
2021-12-01,South America,Data Analyst,89935.78,534,17.82,523.71,534,542.99
2021-12-01,South America,AI Researcher,92342.26,278,16.99,272.75,278,288.15
2021-12-01,South America,MLOps Engineer,93280.24,314,16.89,305.98,314,322.73
2021-12-01,Middle East & Africa,Data Scientist,80766.53,441,18.52,431.37,441,450.37
2021-12-01,Middle East & Africa,Machine Learning Engineer,81302.31,410,7.83,402.56,410,419.88
2021-12-01,Middle East & Africa,Data Analyst,80478.64,425,12.54,415.55,425,431.61
2021-12-01,Middle East & Africa,AI Researcher,71701.44,244,16.42,233.95,244,251.36
2021-12-01,Middle East & Africa,MLOps Engineer,76031.83,303,13.65,294.24,303,310.01
2022-01-01,North America,Data Scientist,141709.3,740,13.43,735.56,740,751.38
2022-01-01,North America,Machine Learning Engineer,124881.41,657,13.53,648.11,657,667.64
2022-01-01,North America,Data Analyst,141252.6,866,7.87,856.12,866,875.32
2022-01-01,North America,AI Researcher,124213.35,458,17.82,450.54,458,470.78
2022-01-01,North America,MLOps Engineer,126683.95,517,13.0,504.69,517,521.87
2022-01-01,Europe,Data Scientist,110578.93,681,6.75,670.68,681,687.76
2022-01-01,Europe,Machine Learning Engineer,112196.25,570,8.72,558.49,570,577.47
2022-01-01,Europe,Data Analyst,110169.11,738,15.88,728.67,738,745.21
2022-01-01,Europe,AI Researcher,104096.7,440,17.12,428.75,440,451.59
2022-01-01,Europe,MLOps Engineer,105957.1,509,7.08,498.08,509,525.2
2022-01-01,Asia-Pacific,Data Scientist,159019.32,833,6.28,820.49,833,847.74
2022-01-01,Asia-Pacific,Machine Learning Engineer,149799.37,790,18.42,781.8,790,795.32
2022-01-01,Asia-Pacific,Data Analyst,153179.17,1039,8.59,1030.62,1039,1044.42
2022-01-01,Asia-Pacific,AI Researcher,143883.73,499,9.44,493.88,499,515.07
2022-01-01,Asia-Pacific,MLOps Engineer,144157.35,636,9.98,624.75,636,644.02
2022-01-01,South America,Data Scientist,88367.46,515,17.12,509.01,515,527.17
2022-01-01,South America,Machine Learning Engineer,101645.59,477,17.97,464.9,477,490.34
2022-01-01,South America,Data Analyst,92744.23,564,6.09,555.92,564,575.98
2022-01-01,South America,AI Researcher,92698.1,358,14.93,346.75,358,371.36
2022-01-01,South America,MLOps Engineer,92692.49,324,16.18,318.49,324,331.25
2022-01-01,Middle East & Africa,Data Scientist,79323.51,491,14.92,478.72,491,503.29
2022-01-01,Middle East & Africa,Machine Learning Engineer,81136.23,395,11.23,385.39,395,402.45
2022-01-01,Middle East & Africa,Data Analyst,76085.04,530,13.94,516.3,530,539.22
2022-01-01,Middle East & Africa,AI Researcher,79279.28,281,8.35,271.58,281,292.62
2022-01-01,Middle East & Africa,MLOps Engineer,75206.43,343,12.16,332.37,343,348.17
2022-02-01,North America,Data Scientist,118198.98,839,6.3,828.23,839,852.58
2022-02-01,North America,Machine Learning Engineer,126763.25,737,16.89,729.4,737,748.31
2022-02-01,North America,Data Analyst,125159.08,1005,18.05,998.16,1005,1016.28
2022-02-01,North America,AI Researcher,126351.3,464,19.84,448.98,464,473.52
2022-02-01,North America,MLOps Engineer,134030.97,528,9.74,516.16,528,539.13
2022-02-01,Europe,Data Scientist,116392.43,713,10.98,700.32,713,721.95
2022-02-01,Europe,Machine Learning Engineer,106543.33,595,12.9,585.57,595,600.51
2022-02-01,Europe,Data Analyst,108330.06,884,10.01,869.23,884,897.22
2022-02-01,Europe,AI Researcher,109386.8,435,6.96,423.71,435,447.22
2022-02-01,Europe,MLOps Engineer,97628.12,570,7.96,561.67,570,581.98
2022-02-01,Asia-Pacific,Data Scientist,155149.71,951,6.34,938.47,951,961.07
2022-02-01,Asia-Pacific,Machine Learning Engineer,138656.03,891,13.99,887.53,891,904.28
2022-02-01,Asia-Pacific,Data Analyst,153423.77,1135,14.51,1130.68,1135,1145.93
2022-02-01,Asia-Pacific,AI Researcher,147020.08,567,12.55,556.73,567,577.62
2022-02-01,Asia-Pacific,MLOps Engineer,156816.09,661,11.52,652.58,661,669.43
2022-02-01,South America,Data Scientist,93942.78,558,9.83,546.07,558,570.05
2022-02-01,South America,Machine Learning Engineer,85591.07,520,12.65,507.22,520,529.73
2022-02-01,South America,Data Analyst,92951.51,714,17.1,704.06,714,719.63
2022-02-01,South America,AI Researcher,84086.23,354,5.79,341.94,354,362.16
2022-02-01,South America,MLOps Engineer,95327.94,414,8.01,404.18,414,421.91
2022-02-01,Middle East & Africa,Data Scientist,78339.3,482,18.66,476.05,482,497.3
2022-02-01,Middle East & Africa,Machine Learning Engineer,74372.23,470,11.05,459.67,470,484.01
2022-02-01,Middle East & Africa,Data Analyst,74358.29,665,6.4,658.11,665,674.39
2022-02-01,Middle East & Africa,AI Researcher,82638.6,328,12.47,320.24,328,340.87
2022-02-01,Middle East & Africa,MLOps Engineer,81557.37,364,5.7,349.45,364,375.15
2022-03-01,North America,Data Scientist,126748.71,839,11.7,824.09,839,850.86
2022-03-01,North America,Machine Learning Engineer,137697.18,731,19.34,728.15,731,743.24
2022-03-01,North America,Data Analyst,132784.22,1013,17.64,1004.15,1013,1027.22
2022-03-01,North America,AI Researcher,120826.84,480,14.03,470.39,480,488.04
2022-03-01,North America,MLOps Engineer,140396.56,555,16.57,543.4,555,567.21
2022-03-01,Europe,Data Scientist,111625.58,725,9.55,718.15,725,727.4
2022-03-01,Europe,Machine Learning Engineer,109220.33,644,15.01,631.81,644,653.24
2022-03-01,Europe,Data Analyst,107688.52,881,7.8,869.49,881,892.88
2022-03-01,Europe,AI Researcher,101734.21,392,8.76,383.98,392,400.14
2022-03-01,Europe,MLOps Engineer,110105.63,503,17.98,493.54,503,512.67
2022-03-01,Asia-Pacific,Data Scientist,144381.21,1031,19.39,1020.37,1031,1042.38
2022-03-01,Asia-Pacific,Machine Learning Engineer,145667.89,913,19.76,906.17,913,921.94
2022-03-01,Asia-Pacific,Data Analyst,157143.46,1174,11.69,1158.99,1174,1182.47
2022-03-01,Asia-Pacific,AI Researcher,162737.18,571,14.95,562.48,571,584.98
2022-03-01,Asia-Pacific,MLOps Engineer,153049.67,661,15.94,649.08,661,674.16
2022-03-01,South America,Data Scientist,93468.46,588,12.26,581.14,588,597.92
2022-03-01,South America,Machine Learning Engineer,93361.41,516,15.16,503.93,516,524.66
2022-03-01,South America,Data Analyst,88070.96,715,12.46,706.03,715,723.88
2022-03-01,South America,AI Researcher,81191.98,320,12.56,309.42,320,330.89
2022-03-01,South America,MLOps Engineer,93781.61,413,16.07,399.5,413,420.83
2022-03-01,Middle East & Africa,Data Scientist,69043.44,526,9.65,511.38,526,536.67
2022-03-01,Middle East & Africa,Machine Learning Engineer,78640.62,469,13.89,457.77,469,478.17
2022-03-01,Middle East & Africa,Data Analyst,81835.98,628,5.42,618.31,628,639.46
2022-03-01,Middle East & Africa,AI Researcher,86479.25,297,18.77,290.81,297,305.86
2022-03-01,Middle East & Africa,MLOps Engineer,80150.79,397,18.61,381.7,397,407.28
2022-04-01,North America,Data Scientist,128504.84,745,12.23,735.51,745,754.02
2022-04-01,North America,Machine Learning Engineer,128999.62,684,15.07,679.34,684,693.85
2022-04-01,North America,Data Analyst,133979.56,883,14.39,875.43,883,894.1
2022-04-01,North America,AI Researcher,135621.36,438,16.31,427.1,438,447.11
2022-04-01,North America,MLOps Engineer,138667.02,503,6.56,490.64,503,511.32
2022-04-01,Europe,Data Scientist,117475.54,584,15.95,579.23,584,599.32
2022-04-01,Europe,Machine Learning Engineer,115897.08,562,5.78,552.39,562,575.38
2022-04-01,Europe,Data Analyst,105568.1,762,10.68,752.13,762,770.83
2022-04-01,Europe,AI Researcher,111371.54,389,16.56,378.98,389,394.56
2022-04-01,Europe,MLOps Engineer,102100.6,446,8.42,433.85,446,456.49
2022-04-01,Asia-Pacific,Data Scientist,150288.74,853,14.08,844.92,853,871.47
2022-04-01,Asia-Pacific,Machine Learning Engineer,150150.8,756,6.97,741.96,756,765.55
2022-04-01,Asia-Pacific,Data Analyst,150424.35,1041,6.69,1032.69,1041,1046.52
2022-04-01,Asia-Pacific,AI Researcher,146267.46,533,9.01,523.5,533,539.46
2022-04-01,Asia-Pacific,MLOps Engineer,158844.45,641,15.72,632.2,641,648.76
2022-04-01,South America,Data Scientist,92757.56,520,5.69,510.65,520,523.94
2022-04-01,South America,Machine Learning Engineer,100582.97,475,18.03,467.32,475,490.7
2022-04-01,South America,Data Analyst,85337.35,642,7.44,630.81,642,653.09
2022-04-01,South America,AI Researcher,89020.41,327,18.56,315.33,327,331.29
2022-04-01,South America,MLOps Engineer,97749.7,344,15.05,335.81,344,353.04
2022-04-01,Middle East & Africa,Data Scientist,74527.7,392,19.46,382.43,392,402.13
