student_id,age,hours_studied_per_week,attendance_rate,previous_term_score,assignments_completed,participation_score,sleep_hours_per_night,internet_access,family_support,study_group,practice_tests_taken,screen_time_hours,distractions_score,late_night_study,final_exam_score
2802,22,8.39,83.52,68.32,11,4.44,6.98,0,1,0,10,4.46,4.0,0.94,60.71
2803,25,28.06,91.97,69.05,6,2.19,5.75,1,1,0,11,4.43,7.45,3.1,66.96
2804,19,10.03,85.04,69.12,17,6.29,9.39,0,1,0,12,2.01,5.36,0.32,66.62
2805,18,3.0,98.03,89.76,18,7.25,7.38,1,1,0,6,3.71,6.12,2.14,73.29
2806,27,7.35,91.89,91.62,12,8.24,8.94,1,0,0,7,2.45,5.04,1.18,69.39
2807,24,10.17,91.99,84.93,6,6.67,5.82,0,1,1,4,5.3,3.83,2.01,71.94
2808,27,10.08,100.0,90.98,19,6.76,5.87,1,1,1,12,4.18,6.56,2.32,80.2
2809,17,11.61,77.84,68.6,7,4.62,7.26,1,1,1,1,4.51,7.8,2.13,60.12
2810,29,6.77,98.35,88.88,7,4.43,7.15,0,0,0,8,5.17,6.0,2.56,66.75
2811,27,14.71,85.73,71.39,16,10.0,5.62,1,1,0,1,5.01,6.71,3.07,68.96
2812,27,9.58,69.83,74.75,6,8.19,7.83,1,0,0,2,3.14,6.62,0.32,58.03
2813,17,5.2,89.9,75.29,15,3.22,8.82,1,1,1,1,1.18,3.41,1.07,63.01
2814,25,7.92,82.9,56.02,7,6.5,6.5,0,0,0,2,3.22,5.86,3.42,52.47
2815,23,10.08,100.0,64.72,17,6.82,6.27,1,0,0,6,2.84,7.59,3.94,62.84
2816,18,16.24,79.96,70.11,17,2.29,6.28,1,1,0,13,3.82,4.16,2.85,62.16
2817,28,14.42,85.5,76.39,14,5.32,7.85,0,1,1,13,3.97,8.68,2.57,73.48
2818,27,10.31,87.4,70.5,11,7.03,6.84,0,1,1,5,1.92,6.35,2.79,65.86
2819,27,12.1,65.45,61.81,17,9.24,7.7,1,0,1,9,3.46,3.43,0.72,60.28
2820,26,13.08,90.21,58.15,12,9.16,8.72,1,1,0,2,1.0,2.59,0.55,62.65
2821,18,22.19,74.8,72.13,7,5.19,6.56,1,0,1,1,3.3,6.23,2.08,64.44
2822,26,8.91,99.44,57.85,15,5.26,6.6,1,0,1,0,4.44,6.4,1.79,57.75
2823,22,14.34,100.0,57.9,14,4.97,6.57,1,1,1,11,3.19,4.42,2.48,65.89
2824,25,15.63,84.91,70.77,8,6.36,9.29,0,0,1,9,3.44,7.67,0.67,64.18
2825,24,7.23,68.74,74.14,11,7.63,6.84,1,1,0,11,3.77,7.57,0.52,61.59
2826,27,12.95,86.86,62.07,11,3.81,7.12,1,1,1,9,3.19,6.93,1.13,62.27
2827,23,12.82,86.81,50.66,7,5.55,6.56,0,1,1,6,3.76,3.31,1.17,56.65
2828,20,9.65,92.39,75.44,14,4.72,8.38,0,1,0,4,2.55,4.85,3.45,66.7
2829,25,14.84,81.96,81.81,18,4.35,7.64,0,0,1,4,3.43,8.85,2.57,68.18
2830,25,17.14,72.79,67.11,5,4.87,5.26,0,0,1,5,3.24,3.36,2.6,59.5
2831,20,17.65,83.54,67.5,16,9.6,8.46,1,1,0,9,2.48,5.79,0.88,70.9
2832,23,11.04,75.5,44.14,11,9.42,7.64,1,0,0,9,2.36,6.15,2.61,53.3
2833,25,12.95,100.0,82.83,5,8.87,8.85,0,0,1,12,2.49,6.38,0.99,76.72
2834,20,23.75,77.75,58.87,13,2.56,7.82,0,1,1,12,2.22,4.4,0.03,63.93
2835,18,6.48,78.31,80.63,8,6.53,6.93,1,0,0,8,3.62,3.46,1.09,61.26
2836,20,13.11,84.52,64.94,11,10.0,5.48,1,1,1,0,6.3,6.38,2.47,66.69
2837,27,16.45,72.28,70.3,15,6.75,8.52,1,0,1,3,4.61,7.85,1.09,61.97
2838,18,12.75,80.43,69.75,7,4.48,8.91,1,1,0,3,2.0,6.41,0.78,59.61
2839,21,15.28,83.61,50.44,12,7.12,5.67,1,0,1,6,4.39,5.38,1.41,58.36
2840,22,12.86,79.99,100.0,5,5.39,6.91,1,0,0,0,4.29,7.14,1.6,68.7
2841,27,15.77,82.42,53.25,6,5.1,7.73,1,0,1,10,2.57,6.53,2.27,57.89
2842,21,18.41,97.73,73.32,19,6.43,6.81,0,1,0,10,3.67,4.88,2.21,73.83
2843,29,10.89,89.45,62.25,16,6.88,7.61,1,1,0,12,2.53,4.26,2.41,64.4
2844,21,12.99,71.28,69.16,16,5.57,6.43,0,1,0,13,4.6,6.23,1.34,62.66
2845,22,11.72,80.59,88.52,11,5.88,6.03,1,1,0,3,3.14,6.0,2.16,69.31
2846,27,9.98,92.65,49.65,13,3.85,8.87,0,1,1,6,4.5,8.99,0.78,57.58
2847,22,11.9,78.33,70.29,10,5.83,4.41,1,1,1,14,4.07,6.56,3.21,66.33
2848,25,6.34,85.84,77.91,15,7.36,7.98,1,0,0,0,2.91,5.28,2.6,63.13
2849,20,15.72,84.7,73.45,18,6.11,5.8,1,1,0,1,5.73,9.02,2.07,66.35
2850,25,20.51,90.42,76.76,5,5.56,7.06,1,0,1,10,3.92,5.09,2.02,70.88
2851,24,20.52,83.16,63.0,12,3.0,5.98,0,1,1,11,1.78,3.35,1.08,66.55
2852,29,18.38,83.55,52.32,19,8.2,7.24,1,1,0,0,4.14,6.21,2.32,64.24
2853,21,7.18,76.19,56.27,6,3.57,6.06,1,1,1,10,4.14,4.35,2.3,54.33
2854,19,19.6,88.69,67.09,10,7.29,7.42,0,0,0,12,3.81,2.48,2.22,69.57
2855,17,8.42,75.49,80.91,5,5.19,4.83,1,1,1,0,3.06,5.96,3.03,61.57
2856,23,11.73,100.0,72.97,11,7.54,5.37,0,1,0,8,6.87,5.94,3.28,70.4
2857,23,21.23,84.79,91.25,15,8.03,6.79,1,0,0,14,2.0,3.68,2.58,77.5
2858,17,6.64,82.7,73.21,5,5.28,7.96,0,1,1,7,4.27,6.21,0.72,62.23
2859,16,16.21,93.08,74.32,10,0.0,5.72,1,1,0,13,3.08,7.48,2.57,65.03
2860,21,13.41,84.13,74.4,9,1.79,9.97,0,1,1,14,1.0,4.54,1.03,63.3
2861,16,11.24,85.91,51.22,15,3.95,6.42,0,0,1,10,4.74,5.79,3.22,54.03
2862,29,7.62,84.46,78.91,6,4.06,8.19,1,1,0,7,2.13,3.03,0.69,60.97
2863,27,14.11,77.57,58.67,17,6.51,4.22,1,0,0,13,7.3,7.0,3.14,58.46
2864,17,9.68,75.55,67.45,10,9.92,5.48,1,0,0,11,5.93,7.13,2.72,62.56
2865,26,17.23,77.83,100.0,15,7.27,5.46,0,0,1,5,4.93,7.82,2.47,75.53
2866,26,18.12,96.6,57.17,11,5.65,5.21,1,0,1,8,4.1,7.44,1.95,63.96
2867,26,5.1,78.57,73.42,9,8.65,4.58,0,1,1,1,4.54,7.5,2.02,62.92
2868,28,9.47,80.84,75.5,14,5.54,6.33,0,1,0,14,4.38,5.81,3.05,65.87
2869,25,10.4,80.4,73.55,11,7.66,5.69,1,0,0,1,4.68,5.13,2.15,61.64
2870,23,6.09,92.15,72.04,6,6.68,9.47,1,0,0,10,1.59,3.47,0.0,61.12
2871,26,6.41,100.0,65.3,16,2.02,6.88,1,1,1,11,3.65,6.24,1.61,62.78
2872,27,12.44,75.53,95.91,18,7.89,7.42,1,1,1,6,3.49,3.78,0.54,77.02
2873,24,10.96,90.62,47.93,7,9.49,3.8,0,0,1,3,6.49,6.78,2.69,58.39
2874,22,3.74,86.22,59.69,19,5.24,9.28,0,1,1,1,1.45,5.65,0.71,58.53
2875,24,9.31,81.9,89.81,13,7.48,9.35,0,0,0,2,2.07,5.65,0.66,65.96
2876,20,14.59,90.17,78.59,6,6.98,5.3,0,0,0,3,5.44,6.88,1.84,65.3
2877,21,5.97,71.98,62.82,15,5.4,5.36,1,1,0,9,5.08,5.03,2.63,55.81
2878,23,7.38,93.53,61.22,7,5.18,5.82,1,0,0,13,1.49,5.43,2.01,56.89
2879,26,19.94,87.26,69.01,6,7.95,9.16,1,1,1,6,2.93,5.98,0.91,71.88
2880,18,18.59,74.79,100.0,16,4.64,4.95,0,1,1,12,4.23,7.01,2.43,77.37
2881,22,3.89,100.0,77.92,11,4.85,5.42,0,0,0,2,5.56,6.48,2.11,60.28
2882,20,5.25,93.71,59.63,10,7.65,4.56,1,1,1,12,4.58,5.61,3.23,62.69
2883,18,13.89,96.9,74.86,12,7.81,7.41,0,1,0,8,2.2,3.48,2.15,72.12
2884,20,6.04,70.1,64.49,9,9.09,8.28,1,0,0,12,5.81,4.88,1.48,56.93
2885,20,10.74,82.22,89.98,15,4.76,5.5,1,0,0,14,3.42,5.97,1.64,66.96
2886,29,9.74,79.65,75.53,8,3.25,8.73,0,1,0,9,1.03,4.57,1.86,61.27
2887,21,14.8,91.41,87.13,11,8.14,7.23,1,0,0,7,3.45,5.45,0.38,71.99
2888,20,0.0,98.87,73.94,7,2.84,5.71,0,0,0,10,5.15,5.37,3.61,55.59
2889,21,0.99,65.49,96.47,17,5.11,7.84,1,0,1,10,3.54,7.87,1.93,65.5
2890,19,5.87,85.21,76.94,18,5.5,8.94,1,1,1,10,2.54,3.18,2.14,67.96
2891,28,17.07,83.71,75.37,13,9.41,8.95,0,1,1,9,1.26,5.33,2.26,75.07
2892,29,11.23,95.23,59.77,15,6.01,7.8,1,0,0,3,5.17,6.02,0.0,57.76
2893,21,3.46,84.58,66.94,15,3.51,9.02,1,0,1,1,1.0,4.53,0.64,57.49
2894,17,14.46,71.98,76.68,8,5.89,7.01,0,0,1,11,3.8,5.87,2.68,63.74
2895,16,15.54,83.01,66.04,7,8.63,7.48,1,0,0,2,1.67,3.79,2.75,62.02
2896,29,10.77,74.4,100.0,19,2.31,9.74,0,1,1,2,2.13,6.14,0.0,71.49
2897,27,10.35,77.04,71.87,6,3.29,6.83,1,0,0,6,3.62,5.99,1.48,54.57
2898,27,14.19,85.43,62.86,9,8.02,5.77,1,1,1,13,4.74,6.43,3.28,67.65
2899,24,18.05,80.08,83.85,19,6.2,5.14,0,1,1,6,3.57,5.64,2.34,73.3
2900,25,12.76,87.85,65.65,16,3.9,6.21,0,1,0,1,3.11,4.42,2.41,60.87
2901,26,14.67,69.48,76.88,15,5.53,4.14,0,1,1,7,3.03,9.22,3.13,65.34
2902,21,11.76,100.0,70.88,15,6.09,5.57,1,0,0,0,3.5,5.27,3.3,65.26
2903,27,10.09,97.9,63.36,11,3.63,5.25,0,0,1,14,3.41,4.79,3.19,64.07
2904,18,7.42,92.34,88.66,11,4.8,6.73,1,0,1,7,3.26,9.01,2.6,66.26
2905,22,13.28,71.77,73.1,16,8.88,4.91,1,0,0,10,3.68,4.31,3.07,65.44
2906,17,10.5,62.93,85.06,15,6.59,6.83,1,0,0,6,3.89,7.04,1.9,61.82
2907,26,10.78,76.17,67.93,13,8.21,6.99,1,0,1,8,3.54,9.1,3.29,62.03
2908,17,16.65,82.62,54.88,9,5.88,8.22,1,0,0,4,3.58,6.51,0.97,55.96
2909,23,14.44,100.0,57.08,15,4.82,8.59,0,1,1,14,3.51,6.28,0.14,68.23
2910,20,16.35,98.36,65.78,15,6.57,9.41,0,0,1,4,1.6,5.26,0.0,67.9
2911,29,4.12,79.63,69.8,16,4.11,6.62,0,0,1,0,4.69,3.92,3.15,57.4
2912,21,14.79,97.35,72.66,8,6.69,4.89,0,0,0,13,5.43,8.02,1.77,66.04
2913,17,9.05,97.51,78.16,15,5.33,8.2,0,0,1,9,1.2,6.24,2.18,68.63
2914,28,7.96,85.16,57.09,6,5.36,7.63,0,0,1,5,4.56,6.33,0.51,55.19
2915,23,7.74,97.44,74.75,8,5.41,6.35,0,1,0,8,2.94,4.3,2.42,66.53
2916,23,18.06,88.37,57.38,10,4.04,8.27,1,1,0,11,2.66,6.31,1.52,62.51
2917,24,16.14,78.3,63.79,13,8.71,10.0,1,1,0,6,3.13,7.72,0.28,66.17
2918,29,8.42,72.99,100.0,15,2.91,7.59,0,0,1,2,2.66,5.61,1.79,66.08
2919,16,6.31,83.74,87.29,11,6.4,6.38,0,0,0,3,4.91,5.43,3.71,64.67
2920,26,12.07,95.2,67.65,15,3.4,7.34,1,0,0,12,2.68,5.83,2.61,63.52
2921,22,9.7,71.14,93.51,13,7.77,5.63,0,0,0,12,3.77,4.85,3.92,68.5
2922,18,20.3,68.53,89.03,9,5.5,10.0,0,0,0,4,2.9,3.02,1.54,66.8
2923,28,4.69,90.62,82.67,12,6.32,5.17,0,0,0,3,4.32,7.12,3.73,63.09
2924,23,2.85,57.22,89.61,5,6.9,5.46,0,1,0,13,5.54,5.7,3.37,58.9
2925,28,10.72,100.0,69.03,9,6.67,8.59,0,1,1,8,4.11,3.3,1.04,69.41
2926,18,12.05,80.5,70.5,13,6.33,6.73,0,1,0,4,4.37,6.76,2.56,63.84
2927,25,12.66,92.49,61.68,16,6.69,5.15,1,0,0,5,5.24,6.61,3.95,61.16
2928,16,15.77,100.0,79.0,16,6.65,8.46,1,1,0,13,2.02,5.31,1.56,76.61
2929,29,22.37,70.16,56.95,18,5.03,8.8,1,1,1,7,1.8,5.94,1.54,63.85
2930,29,10.29,74.26,65.96,5,5.36,4.54,0,0,0,0,5.17,6.08,3.37,52.37
2931,28,9.28,100.0,77.5,5,5.47,8.02,1,1,1,3,3.43,5.94,2.76,67.0
2932,20,3.2,82.09,65.94,7,4.51,8.55,0,0,1,8,1.16,5.14,0.43,54.71
2933,25,13.22,83.69,76.16,11,4.87,9.86,0,1,1,4,1.34,5.74,2.21,67.65
2934,18,16.27,87.32,93.9,11,8.61,7.77,0,1,1,6,3.1,4.12,1.08,77.9
2935,27,10.7,95.8,60.18,18,3.07,8.19,0,1,1,0,3.72,4.65,1.34,59.5
2936,17,17.9,98.55,88.84,7,9.35,7.2,1,0,0,7,3.27,7.21,2.55,75.9
2937,26,12.15,86.12,63.8,17,4.9,8.13,1,0,1,7,1.81,7.55,0.92,61.44
2938,25,19.57,81.57,60.79,10,7.2,9.68,0,1,1,13,2.02,5.3,1.79,68.69
2939,20,13.67,84.63,74.71,11,5.96,8.14,1,0,1,13,1.99,5.22,1.83,67.99
2940,22,6.71,88.1,84.34,7,5.59,6.1,0,1,1,9,3.4,3.04,2.97,67.8
2941,22,8.82,98.39,63.44,7,7.08,6.93,0,1,1,6,3.95,7.75,1.63,65.36
2942,16,4.33,86.39,63.26,15,9.37,10.0,1,1,0,11,4.13,6.6,0.14,64.05
2943,16,3.31,100.0,66.73,12,5.72,5.13,1,0,0,0,6.82,6.51,2.87,57.68
2944,26,13.33,76.23,63.36,16,5.89,6.12,1,0,0,3,2.7,6.33,1.8,56.36
2945,25,16.35,90.44,74.26,5,4.87,6.03,0,1,0,4,6.55,6.67,2.5,64.65
2946,19,21.77,100.0,63.45,19,10.0,9.05,1,1,1,13,1.0,4.08,3.01,80.11
2947,22,11.72,98.17,68.95,8,8.31,5.7,0,1,0,3,3.84,6.05,3.14,67.72
2948,26,10.82,88.4,76.25,5,8.21,6.4,0,1,0,8,3.24,6.6,2.25,67.4
2949,25,6.45,75.97,66.99,10,6.02,6.95,0,0,0,1,4.89,9.42,2.19,51.46
2950,22,16.94,77.72,85.85,7,2.16,7.9,0,0,1,11,2.5,5.35,2.62,66.65
2951,28,13.95,83.4,63.88,17,6.92,7.98,0,1,0,0,3.92,4.81,0.77,64.55
2952,23,9.02,88.18,62.74,18,2.38,5.29,0,1,1,14,4.07,6.43,0.65,64.56
2953,16,15.44,82.45,96.46,16,4.7,5.29,0,1,1,11,4.36,5.11,2.34,76.87
2954,22,14.81,70.11,90.07,15,7.9,4.85,0,0,1,11,4.14,4.46,2.92,71.62
2955,19,2.65,77.45,72.86,8,4.79,8.79,1,0,0,10,2.25,3.65,1.46,55.24
2956,25,15.71,90.29,81.96,15,4.59,6.66,1,1,0,3,3.06,4.79,2.06,68.81
2957,17,12.68,93.54,76.08,17,1.69,7.31,1,1,1,5,5.56,3.43,0.91,66.46
2958,29,10.04,70.69,65.88,5,7.39,7.04,1,1,1,2,5.11,6.59,2.01,57.3
2959,24,9.91,81.28,80.11,6,6.79,4.77,1,1,1,10,6.0,5.81,4.6,68.74
2960,27,20.74,67.89,75.65,19,4.98,4.52,1,0,1,3,7.53,9.13,2.74,64.58
2961,22,19.68,79.23,87.38,6,6.68,5.32,1,1,0,2,4.38,4.34,3.12,70.25
2962,16,21.13,100.0,49.88,9,2.73,10.0,0,0,1,7,1.0,3.91,0.0,59.58
2963,22,6.26,85.65,81.68,19,4.09,6.44,1,0,0,0,3.02,3.68,1.87,60.53
2964,22,8.73,81.47,74.0,5,6.34,7.8,1,1,0,14,1.47,4.56,1.55,65.05
2965,21,16.53,78.98,63.76,18,7.72,5.49,1,0,0,6,4.11,5.49,3.21,62.77
2966,19,5.96,72.63,66.85,6,5.89,10.0,0,1,0,7,2.0,6.22,0.96,56.62
2967,18,8.4,66.0,67.14,7,3.49,7.17,0,0,1,3,2.35,5.43,1.77,51.09
2968,17,2.98,84.57,56.13,7,4.97,4.63,0,1,0,2,5.16,7.23,3.27,52.44
2969,22,21.27,82.17,65.11,14,8.18,6.29,1,1,1,1,4.08,4.71,1.8,69.25
2970,18,17.31,100.0,81.39,14,4.76,7.53,0,0,1,4,2.52,4.82,3.17,72.16
2971,24,14.29,68.27,53.79,5,6.46,8.56,0,1,0,10,1.35,3.5,1.52,55.65
2972,19,13.1,89.45,67.49,11,6.82,6.49,0,0,1,11,3.99,4.71,2.25,65.03
2973,22,9.91,98.72,43.62,12,4.85,8.04,1,0,0,3,2.74,3.97,1.12,52.31
2974,29,10.01,64.99,65.09,9,6.0,7.47,1,1,0,2,2.35,4.34,2.23,54.6
2975,23,15.08,91.73,76.7,9,2.36,7.36,1,1,0,10,1.66,4.46,2.02,65.76
2976,26,8.44,68.53,71.4,7,4.79,6.4,0,0,0,1,5.55,4.26,1.69,53.36
2977,25,18.14,90.34,72.53,9,6.02,7.61,0,0,1,13,4.01,6.2,1.49,69.61
2978,27,9.54,100.0,58.58,9,7.22,8.71,1,0,1,12,2.04,4.28,0.0,62.88
2979,16,7.63,84.96,78.84,7,8.55,7.02,1,0,1,13,2.72,4.94,1.82,66.28
2980,25,18.49,87.94,61.16,17,4.99,6.51,1,1,1,3,4.53,8.32,2.09,65.87
2981,19,11.28,77.91,82.9,8,6.89,10.0,1,1,1,12,1.14,9.13,0.0,68.57
2982,20,14.77,87.96,74.54,10,5.7,8.08,0,0,1,14,3.15,2.44,1.05,69.78
2983,28,9.93,96.58,67.4,6,4.38,8.03,0,0,1,3,1.0,3.32,2.61,61.69
2984,21,0.75,83.13,89.83,5,4.39,4.81,0,0,0,12,5.07,6.09,2.37,59.55
2985,23,14.74,83.58,67.26,16,5.83,8.69,0,1,1,11,3.39,4.08,2.31,69.36
2986,22,5.27,88.99,84.29,19,5.96,4.59,0,0,1,13,6.13,7.28,1.44,67.83
2987,17,17.41,93.42,73.26,17,4.44,8.84,1,1,1,14,2.91,5.11,1.47,73.69
2988,20,4.25,68.27,72.01,19,10.0,7.53,1,1,0,7,4.03,6.41,1.0,62.55
2989,18,2.68,85.61,84.02,15,5.89,6.29,0,1,0,1,4.29,6.83,1.42,61.56
2990,21,13.54,78.0,77.26,10,7.27,5.98,0,1,1,4,4.23,7.05,2.73,68.13
2991,16,14.13,90.08,71.91,6,5.41,7.28,0,1,1,14,3.04,5.93,2.3,69.69
2992,26,12.53,95.6,70.58,14,10.0,6.42,0,0,0,6,1.94,5.32,0.85,68.13
2993,23,5.93,88.19,74.55,6,1.48,4.41,0,1,0,7,4.02,5.34,1.82,59.19
2994,17,16.44,98.21,73.03,6,5.23,8.64,1,0,0,9,2.86,5.9,1.81,66.34
2995,29,4.68,74.87,68.09,6,6.31,4.71,1,1,0,11,2.86,6.71,2.58,56.69
2996,19,9.68,80.83,59.57,13,8.32,6.76,0,1,1,3,4.86,5.86,2.77,63.59
2997,20,8.06,74.88,40.92,13,5.83,6.29,0,1,1,9,4.8,6.32,2.42,52.98
2998,22,10.11,85.61,70.67,5,3.96,9.38,1,1,0,3,1.0,4.78,1.99,59.11
2999,23,16.26,85.99,69.09,15,9.08,4.69,1,1,1,0,5.77,7.11,3.82,71.97
3000,25,8.83,82.98,86.57,8,7.26,8.53,0,1,0,2,2.24,3.0,0.55,69.47
3001,23,14.82,72.61,77.4,10,5.42,7.72,0,0,1,12,4.7,6.2,2.24,64.0
3002,25,15.47,84.22,85.7,19,5.43,3.0,0,0,0,3,5.23,6.95,3.67,68.91
3003,20,3.44,80.53,92.85,12,5.43,4.87,1,1,0,12,5.99,4.87,2.92,69.6
3004,26,6.17,91.19,70.72,6,6.25,5.95,1,0,1,11,2.79,5.22,2.75,59.43
3005,27,10.08,82.25,61.92,10,2.52,5.41,0,1,1,3,3.28,5.73,3.16,58.47
3006,17,9.04,96.9,81.82,12,6.2,7.34,0,0,0,3,1.03,1.94,0.0,66.3
3007,17,13.54,87.37,64.86,6,4.72,7.86,1,0,1,6,3.18,8.3,2.02,58.1
3008,18,2.34,66.01,68.96,13,6.9,8.6,0,1,0,2,1.3,5.2,1.07,56.07
3009,20,15.6,83.24,89.28,7,6.59,5.9,1,1,1,10,5.63,8.48,3.39,73.24
3010,20,15.72,70.38,78.64,8,3.83,7.8,0,0,0,4,1.41,4.37,3.29,57.1
3011,26,11.16,94.92,85.18,13,8.62,6.65,0,0,0,2,4.43,6.54,2.11,70.82
3012,19,5.08,99.68,55.83,19,7.44,7.79,0,1,1,11,3.7,4.29,1.54,64.27
3013,28,12.03,84.74,72.44,13,4.13,6.91,0,0,0,14,2.79,5.01,2.33,62.53
3014,26,9.31,89.55,85.45,12,3.83,6.97,1,0,1,3,3.44,5.3,1.57,65.04
3015,29,14.83,70.22,56.65,12,4.56,6.5,0,1,0,5,6.09,7.91,3.2,55.16
3016,29,11.57,62.0,74.4,6,6.62,7.79,1,0,0,11,2.56,7.57,2.16,56.65
3017,16,15.64,79.33,76.87,13,8.44,7.18,1,1,1,9,4.45,3.48,1.74,71.3
3018,25,9.83,82.4,44.36,16,4.13,5.53,0,1,0,2,5.29,6.33,1.63,50.88
3019,28,19.21,69.53,91.19,13,4.38,3.84,1,0,1,7,5.74,8.46,4.18,68.46
3020,16,0.48,85.94,63.47,12,6.96,8.53,0,1,0,5,1.0,4.21,1.65,57.68
3021,18,6.92,88.21,70.37,17,5.82,8.17,1,0,0,5,2.24,3.17,2.55,60.92
3022,20,14.45,91.59,92.18,7,5.82,6.89,0,0,0,2,3.88,8.1,0.63,68.23
3023,18,4.45,100.0,50.55,13,5.68,8.79,1,1,0,11,3.49,8.26,1.85,57.29
3024,27,15.68,93.3,77.6,10,5.28,6.93,0,1,0,10,2.75,6.72,1.83,70.22
3025,17,5.92,81.27,66.67,9,9.4,6.83,0,0,0,4,1.62,5.29,1.65,58.1
3026,28,12.47,86.09,72.56,13,7.87,6.37,1,0,1,0,2.13,5.04,2.64,68.21
3027,21,7.43,91.17,62.2,10,5.26,8.95,1,1,1,4,2.32,4.61,2.6,61.79
3028,24,9.79,74.32,88.4,12,8.42,9.76,0,0,0,14,1.0,5.68,0.58,68.81
3029,21,12.87,98.6,58.59,19,9.68,6.71,1,1,0,11,4.33,7.71,2.07,71.09
3030,20,11.48,94.24,76.38,11,6.86,6.07,0,1,0,7,4.53,4.55,1.32,69.74
3031,28,10.09,82.71,78.53,5,6.53,8.64,0,1,0,6,2.12,7.01,1.62,65.89
3032,20,22.77,78.5,70.93,5,4.95,8.38,0,0,1,2,1.09,3.86,0.84,63.47
3033,29,12.04,100.0,68.75,18,6.17,7.99,0,0,0,14,2.89,5.95,1.83,68.19
3034,24,7.15,93.63,68.85,6,6.36,4.85,0,1,0,9,5.14,6.46,3.65,61.7
3035,21,16.64,94.65,84.31,15,8.52,7.48,1,1,1,9,3.2,6.04,2.44,80.03
3036,28,16.1,100.0,77.46,11,4.04,7.32,0,1,1,2,3.99,6.08,2.46,70.71
3037,19,18.11,95.07,71.06,8,2.68,6.59,1,1,0,3,3.05,7.9,4.2,62.4
3038,20,20.94,87.19,58.94,19,4.92,7.72,0,0,1,2,3.76,5.06,1.23,62.99
3039,28,7.3,92.24,73.95,14,6.65,6.8,1,0,0,5,4.31,6.83,1.31,63.76
3040,18,17.3,75.69,78.44,7,1.93,7.63,0,1,0,4,3.0,7.12,2.47,61.78
3041,28,17.7,92.36,71.65,8,5.52,7.02,0,0,1,6,3.38,7.5,2.14,67.16
3042,16,12.0,69.29,89.29,8,4.31,6.61,0,1,1,8,3.03,3.0,0.94,66.75
3043,16,13.23,89.38,49.12,5,3.68,9.62,1,1,0,1,1.46,7.1,1.44,54.96
3044,17,0.0,90.75,100.0,11,6.18,6.98,0,1,0,6,2.65,7.11,3.53,70.35
3045,24,9.13,69.09,69.84,16,8.23,7.97,1,0,0,12,4.11,7.37,0.32,58.8
3046,27,20.94,100.0,58.36,9,3.21,8.46,0,0,1,1,2.75,4.41,1.57,62.01
3047,27,3.07,73.29,51.1,9,6.37,5.61,1,0,0,1,3.03,2.84,1.75,47.03
3048,24,9.32,95.77,82.46,18,5.58,6.77,0,1,1,1,3.41,5.72,3.2,70.73
3049,24,13.44,79.66,78.92,11,7.2,5.73,0,0,1,14,5.62,7.24,3.21,69.21
3050,29,14.88,88.26,69.44,16,5.92,6.79,0,0,0,2,5.23,4.17,2.32,64.69
3051,29,20.16,78.34,71.46,13,4.65,5.27,1,0,1,13,5.81,6.39,3.47,64.78
3052,16,3.19,100.0,74.08,15,7.67,8.36,1,0,1,4,1.35,4.15,0.64,65.61
3053,23,12.21,95.66,66.96,16,6.76,7.05,0,0,0,11,4.21,6.05,2.13,65.73
3054,21,16.3,100.0,85.89,7,3.86,5.18,1,0,1,6,3.21,7.4,2.4,70.93
3055,17,5.43,93.13,79.56,14,1.93,7.75,0,1,1,5,4.93,3.74,0.78,64.53
3056,27,11.8,92.25,70.61,10,4.49,5.54,1,1,0,6,6.42,6.88,4.06,64.52
3057,23,21.42,86.68,52.38,9,6.3,4.87,0,1,1,0,3.46,4.51,2.37,64.4
3058,25,18.58,82.7,88.5,16,7.44,7.68,1,0,1,8,3.36,6.69,1.26,75.58
3059,23,14.7,91.38,66.32,6,4.76,7.12,1,0,1,2,2.05,7.16,1.3,60.64
3060,16,0.0,86.8,59.63,13,5.13,5.94,1,1,0,2,4.32,8.63,2.99,53.09
3061,28,11.35,83.61,87.54,12,2.3,8.12,1,0,1,10,2.13,4.61,1.19,66.48
3062,21,13.93,71.07,78.04,7,4.98,7.73,0,1,1,3,1.95,8.29,2.22,63.01
3063,19,10.46,82.04,47.88,8,6.12,7.31,0,0,0,4,4.31,6.68,1.71,49.61
3064,24,11.67,91.38,52.1,17,4.72,8.58,0,1,1,3,2.7,8.82,0.72,59.14
3065,20,27.42,80.37,67.29,17,5.69,7.5,0,0,1,10,4.2,4.27,0.68,71.38
3066,25,10.93,88.76,56.97,18,3.94,8.93,1,1,1,3,2.84,3.89,0.21,60.94
3067,23,7.15,83.74,70.21,15,4.09,7.57,1,0,1,12,2.02,4.66,0.0,60.34
3068,22,13.21,74.64,100.0,16,6.43,7.56,0,0,0,0,2.44,4.62,1.22,69.38
3069,17,10.42,75.95,100.0,9,2.8,3.0,0,0,0,14,6.97,4.57,4.08,67.96
3070,18,10.45,77.62,71.57,13,5.91,6.53,0,0,0,10,4.92,6.67,2.78,58.94
3071,28,11.56,82.24,81.69,5,8.24,9.93,1,0,1,9,1.29,1.16,1.55,68.3
3072,29,15.87,82.54,82.77,7,4.75,6.19,0,0,1,2,6.19,5.88,1.58,66.2
3073,23,13.19,96.68,70.65,14,4.9,6.85,1,1,1,10,4.22,6.48,0.78,70.04
