age,income,balance,transactions,loan,credit_score,products,tenure_years,is_active,churn
38,103395,9367,77,0,548,3,8,1,0
69,145245,13753,32,1,436,3,18,1,0
40,186247,25779,36,0,396,1,8,1,0
66,135623,34933,156,0,528,1,14,0,0
55,63927,2346,164,0,816,2,5,1,0
64,123719,86883,188,0,464,1,10,1,0
25,42073,31538,7,1,634,3,8,0,1
24,145517,38212,256,0,570,2,13,0,0
19,106257,84488,215,0,607,1,3,1,0
47,157644,70890,113,0,333,3,2,0,1
30,155022,75637,192,1,351,2,11,0,1
40,104578,28859,173,1,795,4,7,0,1
46,30006,22045,119,0,494,2,10,1,0
55,191325,84919,9,0,511,1,9,0,0
54,178803,86522,209,1,507,2,1,0,1
37,185487,94147,212,1,496,3,4,1,0
50,67813,17737,265,1,612,2,18,1,0
46,146491,89877,61,0,609,3,3,1,0
67,191932,12261,85,1,658,2,17,1,0
32,42013,23618,44,0,310,2,13,0,1
40,23244,89807,200,0,803,3,8,0,0
59,97428,33868,200,1,629,3,16,1,0
20,61462,1512,103,0,400,2,14,1,0
54,173826,82605,84,0,678,3,4,1,0
46,40588,80551,185,1,542,2,15,0,1
62,82182,89019,94,1,820,2,4,0,1
25,138500,29329,193,1,522,1,19,0,1
39,174710,82367,242,0,400,2,5,1,0
46,20785,37071,244,1,309,3,15,0,1
19,151299,46306,23,0,834,4,8,0,0
58,90483,89444,224,0,617,1,17,1,0
66,158549,11587,182,0,837,2,7,0,0
67,37211,16060,112,0,413,4,15,1,0
62,99430,71367,178,0,530,2,17,0,0
18,179459,17463,199,0,554,4,18,0,0
61,30217,94167,276,0,752,4,10,0,0
37,198560,41748,295,0,482,1,15,0,1
69,31556,15093,130,0,595,1,6,0,0
38,97104,90080,280,0,384,3,18,1,0
54,46914,88133,209,0,631,1,19,0,0
25,176776,83890,123,1,829,2,7,0,1
44,173538,91282,266,0,584,3,17,0,0
64,171004,59866,93,1,353,2,12,0,1
52,58199,69261,88,0,356,1,1,1,0
23,179849,49214,202,0,312,2,17,0,1
62,170126,86950,225,0,504,3,10,1,0
61,198264,43331,87,0,542,2,15,0,0
36,23339,9201,159,0,580,1,3,0,0
35,104709,13696,88,1,519,2,2,1,0
18,118118,75949,121,0,766,4,0,0,0
42,80534,22505,108,0,697,4,9,0,0
44,197027,91063,275,0,537,1,9,1,0
24,112604,36333,247,0,415,3,10,0,1
61,58316,39908,80,0,314,4,6,1,0
59,107022,14042,19,0,645,1,18,0,0
46,76670,88606,13,0,736,3,12,0,0
48,181713,60106,225,0,776,1,15,1,0
61,81745,15699,31,0,840,3,0,0,0
60,39046,45652,199,0,413,4,7,0,1
53,167657,92178,169,1,737,4,16,1,0
36,27087,94780,121,0,778,4,2,0,0
23,131638,40679,191,0,373,2,3,0,1
42,146041,29780,3,0,352,4,6,0,1
48,61430,60506,226,0,484,3,11,1,0
26,60711,96628,123,1,817,3,11,0,1
37,121660,5144,219,1,484,4,5,0,1
27,194388,66391,190,1,781,4,14,0,1
54,63543,19575,234,1,315,2,0,0,1
44,155543,89420,193,0,443,4,12,1,0
30,47122,40929,44,0,804,3,8,0,0
58,88659,82183,87,0,528,3,0,0,0
19,96869,91266,130,0,561,2,17,1,0
67,71459,28298,22,1,328,1,6,1,0
38,58771,89655,293,0,622,1,16,1,0
50,89326,8516,261,0,725,3,14,1,0
41,52036,14086,167,0,800,4,18,0,0
61,75087,53921,254,0,432,4,5,1,0
59,186950,25051,34,0,468,1,17,0,1
51,152673,-3369,24,0,785,3,3,1,0
26,162860,87498,213,1,549,2,10,1,0
19,172379,94150,80,0,430,3,9,0,1
47,178201,19229,67,0,785,1,0,0,0
39,163784,86468,219,1,452,2,17,1,0
63,42303,45771,170,1,572,2,16,0,1
28,66515,13254,1,1,759,3,1,0,1
60,167076,30014,44,0,836,1,6,1,0
34,105698,4654,175,0,365,3,18,0,1
53,113773,62733,61,0,839,2,1,1,0
30,96025,87074,46,1,751,4,14,1,0
24,140551,-1398,3,0,376,2,19,0,1
33,102099,36818,187,0,535,3,12,1,0
50,40349,60095,238,0,632,4,6,0,0
62,66059,88329,48,1,504,1,7,0,1
18,199877,22184,75,0,702,3,15,0,0
28,166757,73760,33,1,821,2,16,1,0
23,192769,88794,299,0,445,2,19,0,1
37,122023,93679,232,0,811,1,2,0,0
52,141018,11406,55,1,819,1,0,0,1
61,134742,57539,297,0,603,4,2,0,0
54,46009,63208,196,1,397,4,2,0,1
58,142686,73106,288,0,549,1,15,1,0
43,130138,28797,225,0,755,4,19,0,0
29,138871,97679,223,0,591,4,16,0,0
47,39678,11776,66,1,679,3,3,0,1
45,56623,96821,41,1,416,2,4,0,1
44,33369,43962,242,0,641,3,15,0,0
59,186591,86205,43,0,346,3,15,0,1
36,119028,83044,99,0,367,4,3,0,1
22,127749,69211,35,1,709,1,10,0,1
22,62256,38817,122,0,825,1,7,0,0
58,98893,-77,183,0,435,4,17,0,1
44,111006,89034,2,1,775,3,14,1,0
45,104419,21799,55,1,332,1,18,1,0
43,152401,44079,294,1,761,4,18,0,1
44,112586,93390,167,0,564,4,15,0,0
69,149141,94947,294,0,843,2,13,0,0
66,51407,69446,107,0,787,2,3,0,0
59,139805,58197,66,0,603,2,8,0,0
38,98074,81752,228,0,541,2,0,0,0
18,169906,-2771,93,0,829,2,11,0,1
45,67303,30237,2,0,490,1,17,0,1
65,127665,34364,229,0,489,4,17,0,1
32,59825,62784,130,0,803,3,8,0,0
34,97167,11966,36,0,781,1,0,1,0
43,63327,97423,218,0,849,3,15,0,0
37,89830,28640,151,0,555,2,16,0,0
42,62424,58989,197,0,580,4,7,0,0
30,131674,30151,64,0,712,1,11,0,0
50,103650,19548,120,0,688,1,15,0,0
42,198318,97025,121,0,783,3,4,0,0
25,80638,21068,159,1,450,1,14,0,1
22,174649,8887,189,1,824,1,2,0,1
23,183247,40196,100,1,527,3,3,0,1
40,139309,67433,291,0,423,1,7,0,1
69,134952,39278,65,0,339,2,17,1,0
47,133670,-3906,269,0,512,4,4,0,1
31,103949,65023,45,0,489,2,0,0,1
40,78587,9314,204,1,429,1,13,0,1
28,154838,46447,26,0,388,1,6,0,1
48,59824,37088,28,1,364,1,13,0,1
23,46056,10269,268,0,576,4,14,0,0
28,28299,16555,24,0,321,3,9,0,1
30,56331,13689,99,0,621,1,19,1,0
29,194938,16988,281,0,437,1,2,0,1
19,147611,85517,47,0,620,2,9,1,0
52,158921,94958,163,0,600,3,10,1,0
53,164843,81901,207,1,343,1,7,0,1
34,49604,53931,73,0,309,4,17,0,1
45,157107,83430,56,0,662,2,9,1,0
45,93495,87166,90,0,400,2,17,0,1
39,23196,89208,193,0,563,1,16,1,0
55,70337,73162,199,0,418,3,18,0,1
24,56899,72497,8,0,804,3,18,0,0
32,170531,1769,243,0,837,3,19,0,0
49,113270,35641,71,0,358,2,18,1,0
28,96687,29870,282,0,481,4,14,1,0
41,187687,26348,45,0,426,1,0,1,0
20,159866,-1148,212,1,574,3,0,1,0
47,44358,53139,296,0,307,4,6,0,1
23,53849,59781,157,0,554,4,16,0,0
19,82603,54663,171,0,823,3,9,1,0
31,139043,79824,256,0,381,4,13,0,1
58,109582,-3547,46,0,696,1,17,0,1
35,28389,85990,220,0,542,2,13,0,0
68,192454,89584,233,0,493,1,12,0,1
61,103061,52730,157,0,523,4,7,1,0
48,76087,46586,14,1,707,4,16,0,1
30,151028,26912,83,1,409,3,1,0,1
43,95781,37140,165,0,373,4,6,0,1
61,97895,81439,22,0,461,2,18,0,1
29,117184,28554,184,1,409,2,14,0,1
35,155599,73100,208,0,375,4,19,0,1
26,130971,63755,34,0,441,4,16,0,1
66,26693,10195,193,0,386,4,1,1,0
38,57671,2258,238,0,402,2,16,0,1
65,52823,67235,180,0,666,3,10,0,0
66,98950,29541,30,0,762,4,16,1,0
57,126786,88297,286,1,622,2,0,1,0
60,100586,13426,199,0,451,2,9,1,0
41,38378,53968,180,1,316,4,5,0,1
51,37218,51321,183,1,465,4,10,0,1
25,165598,39532,82,1,318,2,9,0,1
61,100278,9506,43,0,464,1,15,0,1
50,138997,51760,57,0,626,4,19,1,0
40,193946,10959,140,0,696,4,14,0,0
30,129097,53592,67,0,560,3,15,0,0
66,119805,15626,178,0,799,1,5,0,0
31,100831,29393,124,1,380,2,10,0,1
31,101089,94775,189,1,395,1,18,0,1
33,64281,49701,190,0,491,4,7,0,1
66,106608,56096,71,0,705,2,18,1,0
55,165777,12730,85,0,691,2,5,0,0
56,167475,4306,167,0,456,3,8,1,0
43,37416,-4987,156,1,468,2,12,0,1
43,61784,20747,144,0,597,4,9,0,0
18,132251,29594,0,0,391,3,19,0,1
49,83376,23118,95,0,641,3,5,0,0
32,31853,85520,211,1,707,3,11,1,0
69,48369,24055,0,0,399,3,3,0,1
38,198193,82427,168,0,579,4,11,0,0
35,20747,97456,218,1,301,3,1,0,1
47,194398,-2439,150,0,595,1,7,0,1
30,134375,6841,273,0,500,3,14,0,0
41,190844,29670,243,0,447,1,6,0,1
47,102887,6350,94,0,624,4,12,1,0
19,199481,36364,155,0,478,1,1,1,0
36,147227,49872,84,0,319,1,12,1,0
64,180083,45010,139,1,366,3,0,0,1
61,104718,9387,228,0,574,3,13,0,0
64,70956,92994,87,0,646,1,7,0,0
42,87559,37957,48,0,719,4,5,0,0
67,94128,11592,242,0,607,1,9,0,0
31,83769,41965,96,1,788,4,13,0,1
23,51109,62358,15,1,486,1,4,0,1
29,106352,2741,255,0,384,2,11,0,1
37,46499,61081,154,0,586,3,6,0,0
40,177016,53147,180,1,428,1,11,0,1
47,117798,61663,163,0,529,3,8,0,0
47,194352,8355,289,1,717,4,11,1,0
55,121628,48244,3,0,325,4,7,1,0
47,141851,11630,117,1,416,1,1,0,1
58,169333,54921,25,1,600,3,12,0,1
47,194719,52808,147,0,542,4,9,1,0
53,78741,34212,204,1,592,3,1,1,0
66,43345,-4381,98,1,757,1,6,1,0
51,161183,95262,137,0,347,2,0,0,1
33,167461,22611,263,0,565,4,7,1,0
41,123837,99985,144,0,649,3,18,0,0
31,160785,21991,68,1,750,4,1,1,0
43,187718,69957,285,1,693,1,3,1,0
25,170925,69084,94,0,416,3,19,1,0
31,160085,30146,60,0,428,3,2,1,0
48,139021,47503,23,0,671,3,4,1,0
19,141321,28652,80,1,377,3,7,0,1
65,23093,24172,244,1,571,4,13,0,1
21,198616,4950,225,0,700,2,7,1,0
18,118057,8031,106,0,824,4,13,0,0
37,177953,70185,34,0,324,1,4,0,1
31,181839,99647,117,0,612,1,14,0,0
57,191817,77470,188,1,585,3,2,1,0
42,120854,3391,270,0,433,1,14,0,1
42,79530,86502,291,0,316,4,8,0,1
20,53993,47894,121,0,641,2,15,0,0
22,47132,24010,164,0,771,2,6,0,0
55,192685,45595,61,0,507,2,15,1,0
43,76552,75607,217,0,590,1,11,0,0
57,90092,74638,202,1,725,3,10,1,0
55,153789,11437,267,1,552,1,3,1,0
55,121696,60699,237,0,363,3,1,0,1
21,175610,8697,135,0,701,4,5,1,0
24,193094,14173,296,1,450,2,17,0,1
47,58890,11197,68,0,600,3,2,1,0
47,59407,90213,108,0,629,2,16,0,0
36,43402,97821,258,0,699,3,11,0,0
56,178296,89784,42,0,437,1,15,0,1
52,131749,69981,85,0,371,3,7,0,1
57,90286,70057,280,1,796,3,0,0,1
50,33820,69713,3,0,506,2,14,1,0
50,120958,71916,36,1,804,1,19,0,1
31,55837,33127,135,0,731,1,8,0,0
55,172050,43982,8,0,579,3,2,0,0
27,164785,26225,78,0,514,1,2,1,0
45,60431,98956,242,1,309,3,18,1,0
31,51207,12464,271,0,520,4,9,0,0
53,26142,85770,171,0,452,4,8,1,0
55,23755,98452,238,1,619,2,9,0,1
33,86366,9769,64,0,682,2,6,0,0
38,131929,95569,13,0,802,1,7,1,0
45,190414,16025,218,1,806,1,14,0,1
50,99229,94152,125,0,573,3,5,1,0
23,26121,3657,25,0,392,3,9,0,1
58,179376,97965,252,0,628,2,2,1,0
32,68294,68247,271,0,505,4,1,0,0
61,107994,32367,219,0,702,1,17,0,0
20,84902,58875,202,0,820,1,8,1,0
60,63704,33429,22,0,637,4,13,0,0
64,196330,20950,93,0,693,4,11,1,0
52,54612,93193,222,0,848,1,13,1,0
31,197089,74172,147,0,439,4,0,0,1
19,135149,99415,58,0,331,1,8,1,0
46,116081,24212,158,0,409,1,19,1,0
21,137679,515,131,0,531,2,11,0,0
43,174299,54150,255,0,840,4,1,0,0
68,78922,54470,17,1,556,1,16,0,1
29,85736,26202,190,0,393,2,2,0,1
19,102435,26028,222,1,663,2,15,1,0
34,172906,3610,18,0,752,1,8,0,0
52,182397,9570,118,0,663,1,7,0,0
27,49546,12843,219,1,591,2,13,0,1
65,108410,15916,165,1,508,2,1,1,0
39,178044,1029,156,0,748,4,10,0,0
58,23696,60382,247,0,311,3,18,0,1
60,72445,17673,254,0,418,2,8,0,1
38,108921,13597,175,0,845,2,10,0,0
32,169085,44749,175,0,380,1,10,1,0
52,171474,27310,188,0,372,4,7,0,1
65,188329,76460,175,0,308,3,9,0,1
38,142251,66064,81,0,713,3,13,1,0
38,87552,85557,263,1,724,4,8,0,1
38,82417,48901,213,1,782,4,14,0,1
61,61126,-4954,87,0,573,4,7,0,1
49,53743,90326,269,0,727,4,6,0,0
22,106467,72656,255,0,512,4,10,1,0
56,60073,59438,46,0,677,4,4,0,0
26,37243,21088,23,1,814,2,18,1,0
35,40328,19274,249,0,694,4,4,1,0
38,20209,91907,286,1,848,2,11,1,0
25,29800,-3714,47,0,565,4,16,0,1
61,85749,27176,44,1,849,4,6,1,0
69,107817,46853,156,0,431,1,2,0,1
51,48007,37908,118,1,428,3,9,0,1
27,58550,28710,109,0,553,3,6,0,0
68,191242,38661,190,1,414,1,5,0,1
58,176620,57422,47,0,479,2,14,0,1
41,179447,41770,193,0,587,1,9,0,0
57,148396,13674,36,1,371,1,13,0,1
41,85839,23301,250,1,412,3,5,1,0
49,141964,98756,125,1,345,2,14,1,0
50,110094,79579,44,0,423,2,14,0,1
55,70012,12515,184,0,341,2,0,0,1
61,186007,62904,17,1,747,1,5,0,1
68,91495,24145,12,1,776,3,18,1,0
66,117489,58759,284,0,743,4,4,0,0
51,186314,80464,201,0,603,3,0,0,0
28,120681,69194,19,0,475,4,15,1,0
48,46326,76299,228,0,688,2,15,0,0
35,150194,-943,232,0,697,2,14,1,0
40,105331,9559,188,0,462,1,12,0,1
39,73811,15418,85,1,635,3,3,1,0
60,73537,45287,117,0,672,1,15,1,0
35,77829,4670,170,0,381,2,14,0,1
57,29552,97687,174,1,301,2,14,0,1
64,35485,572,281,1,682,4,18,0,1
58,184612,9493,128,0,678,2,7,1,0
64,97505,93963,222,0,311,2,2,0,1
56,70984,-4815,200,0,507,2,8,0,1
37,197185,45583,25,0,425,1,3,1,0
30,158677,77666,63,0,718,3,19,0,0
62,119603,60496,189,0,355,1,3,0,1
18,101389,57490,261,0,373,1,4,0,1
69,175829,57424,248,0,443,4,3,0,1
21,144142,64370,109,0,642,1,1,1,0
41,64865,3724,65,1,627,2,15,0,1
53,82811,18440,169,1,364,2,7,0,1
53,28337,35027,26,0,756,4,10,0,0
62,97670,79895,285,1,559,2,6,1,0
19,152911,17699,81,0,414,2,7,1,0
45,73102,81129,97,1,562,2,18,1,0
43,37702,20697,212,0,393,4,3,0,1
40,36359,51574,64,0,481,3,15,0,1
32,108038,47245,174,0,645,2,12,1,0
53,52514,53488,159,1,707,4,9,0,1
44,194290,52554,161,0,507,2,13,1,0
23,154012,47925,116,1,797,4,4,0,1
52,43953,63399,269,0,617,4,9,0,0
56,58226,84735,4,0,612,1,13,0,0
55,22052,79353,35,1,458,2,17,0,1
52,195884,24572,125,0,841,2,17,0,0
53,157377,46075,245,1,777,3,10,0,1
27,159479,6316,264,1,798,2,18,0,1
47,20785,87003,108,0,694,1,17,1,0
58,142026,93944,162,0,414,2,2,0,1
55,165344,86726,45,0,489,1,10,1,0
46,30491,62020,104,0,711,4,19,0,0
69,97480,82774,268,1,804,2,15,1,0
60,154181,64328,60,0,418,4,5,0,1
56,163587,13309,29,0,572,4,17,1,0
67,140741,37839,97,0,756,1,5,1,0
21,188844,-3669,31,1,765,4,6,1,0
22,173212,98756,230,1,648,4,1,1,0
21,92981,54604,194,0,452,2,9,0,1
53,53052,10895,97,0,412,4,7,0,1
62,64541,56623,135,0,656,4,4,0,0
33,149672,26957,31,0,311,2,9,0,1
42,153485,68111,262,0,344,2,4,0,1
31,169099,-3357,275,0,590,4,6,0,1
28,160391,34627,148,0,378,3,15,0,1
46,179120,57739,91,1,562,3,2,1,0
51,181444,82017,37,1,785,2,16,0,1
39,91871,24729,104,0,472,1,9,0,1
31,69795,82822,164,1,745,2,19,1,0
41,141999,52342,16,1,497,3,14,1,0
56,84394,21868,160,0,426,3,11,1,0
43,112890,31478,9,0,382,3,12,0,1
60,192057,41388,36,1,780,1,17,0,1
53,128541,21253,126,1,688,2,9,1,0
56,122241,53747,250,0,346,2,11,0,1
33,90343,1193,283,0,704,4,10,1,0
55,166022,-4682,214,0,521,2,15,0,1
49,91872,69289,169,0,304,3,19,0,1
23,157596,98516,119,0,450,3,4,1,0
51,58490,55151,57,0,596,2,1,0,0
25,70220,71105,175,0,768,2,11,0,0
47,192970,76315,15,1,492,2,15,1,0
44,187938,92741,234,0,610,2,16,0,0
24,35265,80333,223,0,781,2,1,0,0
44,113759,17769,61,0,642,2,2,0,0
42,49830,41555,88,0,763,2,3,1,0
63,99138,39998,142,1,825,2,2,1,0
58,161589,14043,15,1,826,2,4,1,0
32,159167,10358,208,0,751,1,7,0,0
42,67385,29275,26,0,807,4,12,1,0
39,70295,34857,46,0,517,4,3,1,0
35,42277,74272,153,0,497,1,4,0,1
29,109261,81881,138,0,779,4,18,1,0
40,116714,-2980,90,0,574,2,17,0,1
68,191637,59738,8,0,721,1,11,1,0
62,121048,77074,181,1,792,3,10,0,1
56,199954,52885,10,0,548,3,6,0,0
42,73822,23831,6,0,659,1,13,0,0
27,21920,2378,27,0,757,4,13,0,0
47,160948,57229,61,1,553,2,17,0,1
27,173068,45756,163,0,321,4,8,0,1
51,157491,4876,114,1,572,4,15,0,1
63,29160,79456,72,0,333,4,2,0,1
30,51706,70007,98,0,666,4,7,0,0
46,190012,7343,190,1,752,4,6,0,1
55,58698,47051,204,0,697,2,7,1,0
58,195347,50013,67,0,666,1,1,1,0
62,198496,49430,265,0,452,3,4,0,1
26,188578,94172,25,0,670,3,1,0,0
30,42879,58418,241,1,801,1,17,0,1
54,171845,-1987,144,0,537,1,9,0,1
31,98570,88278,154,1,620,2,17,1,0
54,23884,14694,277,1,431,1,15,1,0
26,119036,61218,107,0,407,1,12,0,1
25,51803,38223,35,0,829,4,0,0,0
56,171135,61997,288,1,424,4,16,0,1
57,40236,80749,180,1,827,3,7,0,1
20,182334,44297,254,0,422,2,9,0,1
64,122003,46126,156,0,379,1,13,0,1
57,90717,66163,122,1,322,2,10,0,1
50,142001,29588,270,0,751,1,18,1,0
49,38484,83187,181,1,704,4,17,0,1
24,128388,67498,242,0,653,1,10,1,0
36,33280,83395,189,0,541,4,18,0,0
51,22754,83252,56,1,658,4,9,0,1
31,70258,62142,127,1,575,2,7,1,0
67,63386,88311,78,0,600,1,17,0,0
64,51365,12931,70,0,720,2,19,0,0
63,101353,1973,57,0,723,1,18,1,0
36,180676,30540,284,1,702,4,6,0,1
68,21803,46139,45,0,445,4,1,1,0
43,144907,70113,242,0,534,3,6,0,0
34,159344,23219,53,0,772,4,4,0,0
45,141345,79816,207,0,733,3,16,0,0
36,125210,37779,84,0,747,1,4,0,0
44,47117,67511,6,1,460,2,11,0,1
65,195771,38614,284,0,628,3,6,1,0
69,27204,38079,136,0,672,3,13,1,0
36,82519,36905,48,1,649,2,11,1,0
50,182936,57887,192,0,723,3,19,0,0
68,70386,54245,83,0,571,4,16,0,0
24,36486,99886,94,0,576,2,17,0,0
46,165846,88807,14,1,342,1,7,0,1
60,123216,19734,178,1,481,4,2,1,0
22,165445,39754,33,1,649,3,14,0,1
47,188748,82933,68,0,473,2,18,0,1
66,23691,94654,245,0,771,4,11,1,0
60,64445,84604,213,0,565,4,4,0,0
25,176895,11012,11,0,589,4,14,0,0
59,121368,83977,172,1,587,2,11,1,0
29,74564,7625,158,0,432,4,17,1,0
59,107071,53998,220,0,545,2,12,1,0
30,157098,68521,149,0,370,2,9,0,1
43,194568,43767,239,1,513,2,8,1,0
35,34073,41163,71,1,327,3,3,0,1
59,172908,17259,191,1,643,2,2,1,0
68,158256,79950,228,0,324,3,8,1,0
69,21789,12059,283,0,717,3,16,1,0
66,50353,60904,233,0,326,3,16,1,0
37,46340,22751,42,1,616,1,7,0,1
33,67343,4395,278,0,536,1,13,0,0
54,179005,96664,242,1,307,1,12,0,1
20,164758,12855,96,0,531,3,2,0,0
44,180330,60478,89,1,666,4,10,0,1
32,145877,16735,234,0,313,1,11,0,1
51,53027,22999,96,1,557,2,19,0,1
62,169374,79936,293,0,723,2,19,0,0
39,141192,77589,271,0,790,2,8,1,0
57,198074,66263,73,0,494,4,3,0,1
40,110095,73147,251,1,711,1,7,1,0
66,150563,-2992,40,1,325,4,2,0,1
21,133570,59277,299,0,516,1,11,1,0
68,46362,77746,272,1,710,3,19,0,1
58,27252,20025,298,1,358,2,4,1,0
40,141918,36508,278,1,515,2,15,0,1
64,35090,62170,0,1,548,1,19,1,0
26,55110,68444,92,1,681,2,14,1,0
41,93627,74159,280,1,365,2,16,1,0
38,72385,76084,5,0,755,3,10,0,0
58,25024,38072,274,0,568,4,2,0,0
63,31441,32487,102,0,453,2,3,0,1
33,193383,-552,293,0,387,1,9,0,1
42,178459,26299,106,1,416,1,9,0,1
43,87825,61543,229,0,812,4,5,0,0
66,136053,73984,204,1,816,1,13,0,1
62,96890,71501,177,0,724,2,4,1,0
26,162363,2664,97,0,352,3,0,1,0
32,147434,25569,57,1,446,4,18,0,1
56,182458,79720,176,0,759,2,15,1,0
50,136096,74444,97,1,756,2,5,0,1
18,29702,74285,224,0,627,1,0,1,0
22,118523,84448,235,0,565,4,4,0,0
26,124711,57,91,1,642,1,9,0,1
61,194200,64997,250,1,666,1,5,1,0
23,131895,96456,215,0,561,2,14,0,0
45,47762,51959,204,0,642,4,16,0,0
62,154311,19222,25,0,747,1,12,0,0
43,32567,90468,134,0,847,1,1,1,0
45,105737,30898,43,1,488,4,1,1,0
57,26857,53604,141,0,822,4,14,1,0
32,85603,10869,51,0,423,1,15,0,1
23,95399,7625,159,0,314,3,16,1,0
44,78086,48719,202,1,577,2,0,1,0
55,109145,66070,74,1,506,1,4,0,1
21,52270,97773,184,0,558,2,1,0,0
28,140071,96684,51,0,730,3,2,0,0
38,22012,62166,238,0,683,3,9,0,0
47,79049,4337,113,0,478,2,11,0,1
35,104989,71122,188,1,409,3,6,1,0
52,109586,18160,61,0,436,1,17,0,1
20,59080,93339,245,1,793,3,10,1,0
29,76879,44876,213,0,791,4,14,0,0
44,85888,86588,158,1,480,3,11,1,0
47,135951,-1703,286,0,482,3,8,0,1
38,169282,28658,11,1,396,2,3,0,1
55,57146,61936,290,0,475,1,15,1,0
38,136293,90804,168,1,384,1,19,1,0
55,113948,8499,26,0,769,3,5,1,0
57,56166,2919,75,0,690,2,18,1,0
32,139239,20602,155,0,624,4,10,0,0
35,154078,97405,74,0,544,4,12,1,0
69,152076,68107,258,0,833,1,3,0,0
46,198652,91003,2,0,357,1,18,0,1
65,157039,14044,284,1,484,3,18,0,1
55,185918,7596,53,1,601,4,0,0,1
38,38879,82878,222,0,617,4,15,0,0
34,22261,6197,228,0,702,4,13,0,0
58,179412,26227,148,1,600,4,8,1,0
68,52323,42568,237,1,563,2,1,0,1
35,55864,-1251,40,1,693,3,17,0,1
54,27927,53019,233,1,541,4,18,1,0
55,186284,87961,19,1,308,2,19,1,0
29,102256,59486,245,0,358,4,18,0,1
28,104903,34873,59,0,639,3,11,1,0
65,192999,56329,202,0,536,1,11,1,0
69,141686,83553,182,1,593,4,7,0,1
66,74150,83614,258,0,373,4,17,0,1
37,127167,25184,123,1,360,2,4,0,1
26,33056,16778,269,1,328,4,19,1,0
18,161934,-297,108,0,842,2,4,1,0
20,30798,43983,226,1,625,1,11,0,1
38,126491,-4400,187,1,539,3,15,0,1
40,71747,20240,176,0,444,4,16,0,1
26,55738,42947,62,1,539,1,3,0,1
36,37227,98261,244,0,609,1,14,0,0
62,185465,42346,179,0,678,1,15,0,0
63,103800,88893,21,0,830,1,7,0,0
69,146531,17557,112,0,596,2,9,0,0
36,79461,5231,109,0,345,3,2,0,1
40,77848,-424,2,1,350,3,10,1,0
44,44685,6982,257,0,397,1,13,1,0
44,111517,48468,186,0,302,2,7,0,1
56,139180,51885,27,1,362,2,15,0,1
53,23480,58858,247,0,721,2,1,1,0
29,35860,83183,8,0,444,1,2,1,0
44,88578,25488,189,1,677,4,6,1,0
63,77230,54116,287,1,545,4,8,0,1
51,77026,33780,74,0,549,4,0,0,0
50,26564,83577,101,0,362,3,10,0,1
45,40012,45542,290,0,308,3,16,0,1
48,74169,18631,46,0,323,1,12,0,1
49,46341,68062,35,0,482,3,9,0,1
67,66841,32054,146,0,703,1,2,0,0
37,112584,41715,122,1,459,3,0,1,0
57,63335,54061,152,1,434,3,4,1,0
52,75155,78877,120,0,560,2,13,0,0
48,118314,54003,231,0,683,2,12,1,0
48,49527,14472,94,0,581,1,18,1,0
55,115466,87190,22,0,764,2,8,0,0
39,199847,55288,114,0,585,1,10,0,0
62,70653,57597,154,1,560,1,1,1,0
58,175776,65725,162,0,470,4,9,0,1
26,121907,62363,76,0,667,1,13,0,0
69,53057,38399,291,1,435,3,16,0,1
26,123992,20692,215,0,523,1,16,0,0
32,27393,62541,96,0,487,1,11,0,1
30,95404,89231,198,1,575,4,6,1,0
39,191445,1590,136,0,643,2,7,0,0
33,111956,93471,20,0,571,3,2,0,0
49,104613,75641,159,1,799,3,18,0,1
19,79171,74123,299,1,385,4,10,1,0
43,49336,70728,120,0,576,3,9,0,0
31,164057,69016,192,0,643,3,15,0,0
55,32014,77957,214,0,380,4,4,0,1
51,159446,57943,142,0,425,4,3,1,0
25,173371,87597,154,0,688,1,4,1,0
53,111513,66734,15,0,694,4,14,1,0
38,178403,72092,199,0,369,4,0,0,1
63,156656,81743,64,1,722,4,15,1,0
60,164037,70859,18,1,433,3,11,0,1
45,104769,-1027,89,0,305,3,15,0,1
63,171891,37144,36,1,639,1,8,0,1
61,146092,73719,185,0,454,1,7,1,0
65,48782,38313,46,0,314,1,15,0,1
23,130463,25171,130,0,387,4,3,0,1
37,105847,53826,87,0,525,2,16,0,0
48,108434,72395,61,0,366,2,8,0,1
50,80773,40765,128,0,631,3,7,1,0
61,174896,93503,38,0,413,2,8,0,1
24,34110,11338,160,0,308,3,12,0,1
25,198779,19910,278,0,644,4,9,1,0
26,108512,14797,161,1,799,4,4,0,1
19,25825,11562,48,0,742,1,15,0,0
34,154560,20025,124,1,834,4,4,1,0
69,87431,62260,226,1,849,4,7,1,0
62,88444,94483,70,0,766,3,15,0,0
54,86947,16219,246,0,314,1,10,0,1
59,156529,12251,38,1,677,3,17,0,1
61,58216,94281,99,1,824,4,18,1,0
34,113230,93298,0,0,368,2,17,0,1
55,28847,8522,173,1,472,4,7,1,0
52,192381,15024,163,0,746,1,17,1,0
64,34658,36625,171,0,438,4,2,0,1
56,146878,38032,30,0,580,1,15,1,0
47,168599,71251,96,1,336,3,11,1,0
23,49676,32065,109,0,701,1,8,1,0
21,167853,3038,185,0,695,4,4,0,0
68,20645,57049,52,0,685,2,1,0,0
54,117476,1732,102,0,428,4,16,1,0
52,98236,56876,184,0,572,1,15,0,0
26,175062,64086,200,0,579,4,1,0,0
