transaction_id,customer_id,customer_age,customer_tenure_months,merchant_category,merchant_country,is_foreign,is_high_risk_country,transaction_type,card_present,transaction_hour,time_of_day,amount,device_score,num_transactions_30d,avg_monthly_spend,days_since_last_tx,new_card,is_fraud
12122,623277,45,0,restaurants,IN,1,0,mobile,0,3,night,208.25,0.116,6,3660.29,3,1,0
10765,145807,33,6,travel,PK,0,0,in-store,1,13,afternoon,32.46,0.212,5,3753.69,13,0,0
29030,357476,25,60,fashion,US,1,0,online,0,20,evening,2.59,0.094,4,2777.49,6,0,0
19303,582843,31,5,entertainment,ES,1,0,in-store,1,21,evening,11.61,0.008,6,2889.75,18,0,0
9523,176425,55,48,fashion,TR,1,1,online,0,10,morning,14.55,0.012,7,157.4,6,0,0
14674,655611,36,71,fashion,GB,1,0,online,0,18,evening,10.64,0.268,9,4876.55,2,0,0
13609,778283,26,5,others,DE,1,0,online,0,6,morning,24.87,0.083,6,4925.37,27,0,0
12605,505218,35,2,restaurants,ES,1,0,online,0,13,afternoon,53.11,0.218,6,3356.36,1,0,0
15770,493522,34,38,others,GB,1,0,online,0,9,morning,9.48,0.146,5,2230.34,21,0,0
12026,224034,55,6,restaurants,PK,0,0,in-store,1,12,afternoon,10.13,0.526,7,1916.16,5,0,0
7622,457489,32,29,grocery,Other,1,0,online,0,2,night,7.96,0.085,5,4037.86,1,0,0
28498,504655,40,9,utilities,CN,1,1,online,0,14,afternoon,61.67,0.375,7,2169.94,27,0,0
5059,351514,23,97,restaurants,US,1,0,online,0,13,afternoon,28.34,0.077,6,3634.14,18,0,0
29700,497871,43,39,services,BD,1,1,online,0,21,evening,76.46,0.093,5,1237.95,5,0,0
18584,954531,53,1,services,FR,1,0,in-store,1,7,morning,38.36,0.387,4,3783.66,30,1,0
26861,656459,38,56,electronics,IN,1,0,mobile,0,0,night,31.73,0.059,5,1278.27,4,0,0
20601,331362,18,9,others,ES,1,0,mobile,0,5,night,15.33,0.03,3,386.9,5,0,0
2319,388161,34,22,utilities,AE,1,0,mobile,0,6,morning,18.89,0.162,5,50.0,3,0,0
20681,575384,43,30,grocery,Other,1,0,online,0,16,afternoon,8.38,0.208,4,1963.3,10,0,0
9830,394478,50,6,travel,DE,1,0,online,0,10,morning,7.97,0.201,12,50.0,1,0,0
406,727234,33,14,fashion,Other,1,0,online,0,2,night,15.99,0.027,6,4352.87,2,0,0
220,599046,31,7,electronics,PK,0,0,online,0,3,night,13.19,0.208,5,4499.9,6,0,0
4124,883152,21,72,restaurants,US,1,0,in-store,1,7,morning,16.69,0.122,9,5770.38,0,0,0
24941,183035,27,22,entertainment,IN,1,0,online,0,22,evening,111.62,0.077,5,1852.11,0,0,0
29802,977163,48,0,entertainment,ES,1,0,online,0,2,night,13.19,0.351,3,1840.61,3,1,0
26939,782159,45,66,fashion,GB,1,0,online,0,6,morning,20.61,0.102,4,5191.38,0,0,0
25206,746849,19,7,fashion,PK,0,0,online,0,13,afternoon,23.26,0.149,5,923.1,3,0,0
8757,926547,49,74,electronics,BD,1,1,in-store,1,13,afternoon,47.02,0.198,6,516.32,31,0,0
29394,780882,43,51,entertainment,IN,1,0,online,0,9,morning,5.65,0.22,5,2785.5,23,0,0
2038,872800,31,10,utilities,IN,1,0,in-store,1,17,afternoon,48.42,0.092,3,2228.43,16,0,0
7948,958326,48,14,electronics,PK,0,0,in-store,1,3,night,18.69,0.138,2,3642.3,37,0,0
1023,145002,47,2,pharmacy,PK,0,0,online,0,21,evening,85.39,0.171,5,1569.58,16,0,0
20039,927637,43,7,grocery,PK,0,0,in-store,1,11,morning,7.21,0.021,8,2343.01,3,0,0
7435,935988,18,14,entertainment,GB,1,0,online,0,22,evening,14.95,0.107,4,920.11,2,0,0
10886,703146,24,0,electronics,IN,1,0,in-store,1,12,afternoon,45.87,0.151,1,720.2,7,1,0
17051,848378,38,2,restaurants,BD,1,1,online,0,14,afternoon,2.06,0.284,8,3250.08,4,0,0
267,580671,32,58,entertainment,PK,0,0,in-store,1,1,night,16.65,0.471,5,4454.4,52,0,0
19025,412282,28,22,entertainment,FR,1,0,in-store,1,3,night,7.63,0.163,7,4117.52,5,0,0
22478,930171,41,11,grocery,ES,1,0,mobile,0,3,night,27.56,0.104,5,3113.49,3,0,0
13006,109399,35,18,restaurants,NG,1,1,online,0,18,evening,27.57,0.248,2,1705.97,29,0,0
8862,105636,44,3,utilities,DE,1,0,mobile,0,13,afternoon,22.13,0.096,7,2998.7,26,0,0
3828,376993,47,1,fashion,PK,0,0,online,0,1,night,18.02,0.224,2,1171.28,7,1,0
25609,866809,24,31,fashion,ES,1,0,in-store,1,8,morning,88.58,0.0,7,1862.13,1,0,0
11014,118807,48,7,utilities,US,1,0,in-store,1,7,morning,14.29,0.208,5,3836.25,18,0,0
25886,858315,26,18,restaurants,IN,1,0,online,0,0,night,159.46,0.31,5,3832.28,35,0,0
1352,332050,18,4,electronics,US,1,0,in-store,1,1,night,21.56,0.182,4,2787.68,0,0,0
29265,892415,42,85,grocery,IN,1,0,online,0,9,morning,22.14,0.223,8,3134.23,5,0,0
14241,697076,34,13,restaurants,Other,1,0,online,0,9,morning,2.43,0.158,7,2568.07,1,0,0
19554,886526,23,16,pharmacy,FR,1,0,in-store,1,13,afternoon,37.95,0.408,4,50.0,1,0,0
17743,407248,42,70,fashion,PK,0,0,mobile,0,15,afternoon,22.18,0.091,2,4039.9,16,0,0
10935,967619,46,22,fashion,AE,1,0,mobile,0,0,night,39.24,0.169,6,5047.19,1,0,0
8015,511012,23,48,travel,AE,1,0,mobile,0,2,night,81.75,0.295,5,3891.54,11,0,0
4666,161240,30,6,others,Other,1,0,online,0,9,morning,68.06,0.309,7,2569.79,2,0,0
20636,875806,46,3,grocery,PK,0,0,online,0,5,night,3.49,0.446,12,3980.32,10,0,0
1264,879554,29,2,services,PK,0,0,in-store,1,18,evening,13.22,0.306,2,2238.86,8,0,0
20353,483353,41,24,utilities,Other,1,0,mobile,0,7,morning,25.96,0.137,8,4374.51,5,0,0
29057,557212,54,21,entertainment,PK,0,0,mobile,0,8,morning,37.05,0.12,3,1325.6,0,0,0
3585,657531,41,11,electronics,PK,0,0,mobile,0,7,morning,23.48,0.181,3,2691.87,11,0,0
5525,979854,21,8,fashion,DE,1,0,in-store,1,7,morning,107.26,0.226,1,5117.87,5,0,0
7914,684718,34,7,entertainment,FR,1,0,online,0,23,evening,49.45,0.076,3,768.63,27,0,0
7473,848728,51,32,pharmacy,TR,1,1,online,0,9,morning,9.15,0.18,7,4244.82,1,0,0
4724,844748,39,47,services,PK,0,0,online,0,16,afternoon,16.14,0.127,3,5106.76,13,0,0
22408,387207,35,2,others,US,1,0,mobile,0,15,afternoon,23.96,0.119,3,3367.78,7,0,0
22815,659013,22,11,travel,Other,1,0,in-store,1,11,morning,61.36,0.16,4,1000.1,7,0,0
23914,244408,34,3,restaurants,US,1,0,online,0,23,evening,56.8,0.431,7,2066.32,5,0,0
4763,389220,39,17,fashion,Other,1,0,mobile,0,23,evening,5.25,0.14,6,50.0,39,0,0
4969,245342,36,6,entertainment,BD,1,1,online,0,5,night,26.86,0.229,3,5204.62,7,0,1
29022,959366,20,21,others,US,1,0,in-store,1,4,night,22.4,0.203,5,2456.11,3,0,0
19154,300671,36,6,grocery,NG,1,1,online,0,14,afternoon,15.33,0.137,7,1000.54,7,0,0
10181,962839,31,38,services,PK,0,0,in-store,1,18,evening,18.02,0.295,8,2803.37,0,0,0
13139,481050,35,20,others,PK,0,0,in-store,1,3,night,1.87,0.0,4,2565.28,9,0,0
12074,218371,40,14,grocery,PK,0,0,online,0,1,night,16.41,0.23,7,2160.43,5,0,0
16942,772709,21,8,grocery,Other,1,0,in-store,1,21,evening,41.3,0.188,3,801.13,15,0,0
20097,385539,49,4,restaurants,ES,1,0,online,0,2,night,59.46,0.158,7,4099.3,39,0,0
10846,129092,29,18,grocery,PK,0,0,online,0,16,afternoon,17.93,0.142,3,3399.82,4,0,0
3518,193269,44,27,pharmacy,Other,1,0,in-store,1,15,afternoon,6.02,0.118,5,3896.67,3,0,0
396,673665,27,25,electronics,GB,1,0,online,0,2,night,16.86,0.102,8,2865.43,2,0,0
3834,217886,32,35,grocery,US,1,0,online,0,15,afternoon,16.31,0.492,5,3438.62,24,0,0
25013,653560,42,44,entertainment,DE,1,0,in-store,1,4,night,156.81,0.134,6,3827.3,9,0,0
24290,701448,35,17,restaurants,CN,1,1,mobile,0,3,night,74.67,0.253,2,3807.99,15,0,0
4709,161215,49,16,restaurants,US,1,0,online,0,7,morning,10.24,0.114,9,2760.35,6,0,0
27390,590783,39,17,services,ES,1,0,online,0,12,afternoon,24.98,0.162,4,3302.56,1,0,0
3308,417650,37,22,others,FR,1,0,in-store,1,11,morning,63.82,0.134,4,4526.93,8,0,0
17014,876653,24,9,pharmacy,US,1,0,in-store,1,22,evening,29.81,0.211,6,2296.5,2,0,0
6292,359438,49,29,grocery,FR,1,0,online,0,11,morning,14.59,0.419,2,482.48,0,0,0
23227,298831,34,87,others,BD,1,1,in-store,1,12,afternoon,16.67,0.228,3,1715.84,0,0,0
18163,963624,28,22,travel,BD,1,1,online,0,12,afternoon,125.79,0.216,4,4524.51,2,0,1
5441,188835,26,3,grocery,GB,1,0,mobile,0,23,evening,105.76,0.177,1,1743.21,12,0,0
9261,119156,38,2,restaurants,IN,1,0,online,0,6,morning,6.74,0.077,6,3706.91,0,0,0
15607,379819,31,6,restaurants,BD,1,1,in-store,1,16,afternoon,14.18,0.254,5,4520.18,12,0,0
12304,143988,56,19,electronics,IN,1,0,online,0,13,afternoon,23.9,0.162,3,3388.15,19,0,0
11079,377834,19,20,services,PK,0,0,mobile,0,8,morning,22.7,0.212,4,4762.06,23,0,0
18083,160611,42,8,restaurants,PK,0,0,online,0,14,afternoon,176.17,0.018,4,2595.8,6,0,0
16903,346509,33,7,fashion,US,1,0,in-store,1,2,night,21.71,0.114,5,2660.45,7,0,0
8939,213768,18,61,travel,IN,1,0,in-store,1,4,night,186.49,0.127,7,4765.15,7,0,0
8951,317394,53,1,utilities,IN,1,0,online,0,13,afternoon,27.57,0.063,7,2468.48,18,1,0
22217,385797,36,36,services,DE,1,0,online,0,9,morning,29.39,0.227,6,3559.42,9,0,0
22344,197556,44,40,fashion,PK,0,0,mobile,0,13,afternoon,7.2,0.286,6,3859.45,9,0,0
24660,195140,24,32,others,PK,0,0,online,0,3,night,63.71,0.229,8,3212.71,4,0,0
11576,553112,26,15,grocery,AE,1,0,mobile,0,16,afternoon,22.22,0.183,6,1956.76,13,0,0
28394,231692,53,58,electronics,GB,1,0,online,0,12,afternoon,165.42,0.107,1,2380.85,7,0,0
24295,471784,32,63,services,PK,0,0,online,0,15,afternoon,16.8,0.317,4,896.43,0,0,0
11785,503311,26,65,fashion,PK,0,0,online,0,22,evening,31.61,0.376,2,4755.18,0,0,0
17300,861299,20,3,travel,CN,1,1,in-store,1,15,afternoon,12.02,0.236,4,5093.27,7,0,0
1386,415172,41,31,restaurants,FR,1,0,in-store,1,16,afternoon,7.41,0.021,6,3301.19,18,0,0
20999,794595,36,3,restaurants,PK,0,0,mobile,0,1,night,64.03,0.163,4,3316.55,1,0,0
10485,353724,18,39,utilities,DE,1,0,online,0,2,night,7.42,0.279,5,2709.55,0,0,0
24266,507887,43,1,fashion,Other,1,0,online,0,20,evening,9.85,0.428,5,4145.84,2,1,0
5089,792485,29,12,restaurants,IN,1,0,online,0,21,evening,34.4,0.131,5,2852.04,34,0,0
24486,376016,47,0,services,FR,1,0,in-store,1,9,morning,2.85,0.323,5,4893.8,1,1,0
26203,758134,18,25,grocery,PK,0,0,mobile,0,13,afternoon,81.31,0.119,5,2011.12,1,0,0
12098,520840,30,32,others,PK,0,0,online,0,12,afternoon,11.42,0.075,4,4971.84,7,0,0
896,517009,47,2,restaurants,PK,0,0,online,0,1,night,12.48,0.318,7,3408.84,7,0,0
29171,720971,45,9,services,DE,1,0,online,0,12,afternoon,14.61,0.087,3,3721.29,3,0,0
21883,572398,59,5,grocery,AE,1,0,mobile,0,0,night,6.15,0.095,5,3499.9,4,0,0
18188,508449,36,9,utilities,FR,1,0,in-store,1,8,morning,19.99,0.308,2,5640.46,5,0,0
12197,325864,24,5,restaurants,AE,1,0,in-store,1,15,afternoon,18.5,0.27,3,2779.08,3,0,0
1226,105287,34,12,others,IN,1,0,mobile,0,16,afternoon,18.91,0.055,3,3901.64,11,0,0
15965,109470,18,56,pharmacy,NG,1,1,in-store,1,9,morning,32.35,0.08,6,1677.14,25,0,0
6409,352557,39,22,pharmacy,FR,1,0,online,0,16,afternoon,39.42,0.22,8,4155.37,6,0,0
16085,810293,31,18,utilities,Other,1,0,in-store,1,2,night,25.4,0.223,7,4354.29,23,0,0
12185,406369,42,1,entertainment,DE,1,0,online,0,14,afternoon,48.64,0.136,6,1255.92,0,1,0
18688,550511,34,22,others,PK,0,0,online,0,16,afternoon,63.1,0.244,6,2929.37,17,0,0
4755,609850,25,5,grocery,IN,1,0,online,0,20,evening,15.15,0.227,5,2896.22,8,0,0
11812,708278,33,19,grocery,BD,1,1,in-store,1,10,morning,14.72,0.0,2,2517.97,19,0,0
22699,984015,18,3,pharmacy,FR,1,0,online,0,6,morning,37.45,0.204,2,2655.01,1,0,0
6956,558996,40,2,pharmacy,Other,1,0,in-store,1,5,night,2.12,0.153,10,2439.09,32,0,0
6111,745303,43,8,utilities,GB,1,0,in-store,1,18,evening,8.76,0.205,4,4396.9,22,0,0
24589,116375,31,13,travel,IN,1,0,in-store,1,18,evening,90.17,0.0,5,1608.8,3,0,0
6762,834276,47,12,restaurants,AE,1,0,online,0,23,evening,22.84,0.2,3,4189.72,2,0,0
8620,903631,36,12,grocery,PK,0,0,online,0,2,night,198.93,0.062,8,2862.74,26,0,0
16534,225349,36,4,restaurants,BD,1,1,online,0,6,morning,378.94,0.0,7,5076.14,0,0,1
7963,743970,36,28,fashion,Other,1,0,online,0,17,afternoon,8.18,0.176,1,4306.34,0,0,0
13593,184106,25,13,grocery,US,1,0,mobile,0,2,night,28.22,0.163,5,3009.86,7,0,0
14401,970822,26,7,pharmacy,PK,0,0,online,0,5,night,6.24,0.083,2,4255.9,8,0,0
14968,378101,25,0,utilities,ES,1,0,mobile,0,9,morning,122.53,0.372,4,3997.75,3,1,0
22803,744158,24,37,pharmacy,IN,1,0,online,0,1,night,8.97,0.114,3,2815.33,0,0,0
4861,967482,50,1,fashion,PK,0,0,online,0,16,afternoon,16.47,0.246,6,3679.7,7,1,0
15443,177088,40,58,electronics,US,1,0,online,0,20,evening,31.37,0.206,4,3685.72,2,0,0
10668,862473,18,0,electronics,US,1,0,in-store,1,22,evening,33.38,0.303,8,5671.59,1,1,0
20341,318126,35,5,grocery,IN,1,0,mobile,0,18,evening,61.39,0.432,1,3565.16,6,0,0
12166,639203,30,25,grocery,IN,1,0,in-store,1,3,night,30.83,0.443,3,4021.5,7,0,0
26255,647678,40,48,utilities,US,1,0,online,0,11,morning,4.22,0.081,3,2703.71,2,0,0
6267,457546,26,6,fashion,Other,1,0,in-store,1,20,evening,62.26,0.356,3,4314.62,0,0,0
10415,305728,63,8,entertainment,IN,1,0,online,0,14,afternoon,170.17,0.185,7,3442.52,6,0,0
15131,348924,30,9,fashion,Other,1,0,online,0,16,afternoon,11.26,0.39,3,1483.66,9,0,0
26038,590548,32,8,entertainment,BD,1,1,mobile,0,2,night,56.56,0.379,7,4798.11,5,0,0
293,212547,28,15,services,FR,1,0,in-store,1,17,afternoon,31.03,0.056,5,2293.58,64,0,0
3797,376091,34,18,services,BD,1,1,online,0,16,afternoon,44.46,0.158,5,4533.26,7,0,0
10420,141954,26,28,entertainment,Other,1,0,in-store,1,18,evening,23.31,0.432,3,4983.53,19,0,0
20939,191104,33,26,services,PK,0,0,online,0,14,afternoon,39.41,0.132,6,1309.66,15,0,0
15468,123382,45,70,restaurants,PK,0,0,online,0,9,morning,18.16,0.081,2,6240.13,9,0,0
3905,664485,47,15,electronics,TR,1,1,online,0,2,night,46.89,0.181,8,6130.25,0,0,1
28832,750222,22,9,utilities,PK,0,0,online,0,0,night,27.43,0.063,2,3530.56,6,0,0
20865,722087,41,47,electronics,PK,0,0,online,0,8,morning,40.72,0.192,6,5707.34,6,0,0
9467,463334,36,2,restaurants,IN,1,0,mobile,0,12,afternoon,16.73,0.254,6,2356.95,9,0,0
12657,507124,21,16,others,BD,1,1,online,0,7,morning,15.47,0.483,4,4433.86,3,0,0
14569,385626,42,0,utilities,Other,1,0,mobile,0,21,evening,31.07,0.065,2,5041.21,17,1,0
29652,343707,18,44,fashion,DE,1,0,online,0,2,night,35.2,0.322,7,4759.7,26,0,0
28679,894748,37,5,restaurants,IN,1,0,online,0,4,night,18.73,0.492,7,2808.99,9,0,0
27683,895881,30,30,fashion,BD,1,1,mobile,0,7,morning,14.62,0.243,5,1603.81,22,0,0
11016,677701,48,47,electronics,IN,1,0,in-store,1,23,evening,51.28,0.151,8,4335.69,2,0,0
27257,979877,18,13,services,US,1,0,in-store,1,19,evening,31.45,0.203,8,98.1,14,0,0
20349,720911,50,30,restaurants,Other,1,0,mobile,0,10,morning,53.92,0.257,8,2753.15,16,0,0
21465,476430,21,21,utilities,BD,1,1,in-store,1,10,morning,138.81,0.004,8,3569.13,3,0,0
26312,701552,25,9,grocery,FR,1,0,in-store,1,15,afternoon,13.82,0.3,5,1551.92,22,0,0
19853,199074,25,59,restaurants,PK,0,0,mobile,0,8,morning,73.63,0.337,2,5601.5,18,0,0
7703,358360,43,14,services,PK,0,0,online,0,2,night,14.39,0.336,5,2867.35,0,0,0
24387,579053,25,14,utilities,Other,1,0,online,0,16,afternoon,23.11,0.15,7,4336.76,12,0,0
16435,166126,24,25,services,GB,1,0,online,0,18,evening,53.57,0.39,5,3559.4,8,0,0
4637,538080,32,8,travel,BD,1,1,online,0,1,night,111.9,0.075,7,381.45,8,0,1
22428,870508,31,8,fashion,PK,0,0,online,0,12,afternoon,44.27,0.151,5,2525.29,1,0,0
19734,641833,18,91,grocery,PK,0,0,in-store,1,1,night,56.86,0.196,4,2048.67,11,0,0
2789,293783,31,17,restaurants,IN,1,0,online,0,8,morning,116.88,0.085,4,3192.08,10,0,0
6269,950525,26,71,fashion,US,1,0,mobile,0,13,afternoon,9.26,0.337,3,5415.45,2,0,0
13094,416855,32,2,utilities,AE,1,0,in-store,1,3,night,10.02,0.048,7,4308.72,5,0,0
1181,487952,26,22,restaurants,ES,1,0,online,0,23,evening,25.72,0.047,8,2699.27,13,0,0
25707,134370,27,73,grocery,FR,1,0,in-store,1,6,morning,17.27,0.237,2,5091.0,33,0,0
62,339629,35,10,fashion,PK,0,0,online,0,8,morning,37.97,0.102,7,4100.58,15,0,0
25371,246477,45,20,grocery,BD,1,1,online,0,4,night,6.3,0.435,2,4615.37,2,0,1
14558,902930,41,6,utilities,GB,1,0,in-store,1,2,night,7.92,0.194,3,1039.4,6,0,0
10050,176298,42,1,electronics,FR,1,0,in-store,1,11,morning,35.9,0.225,7,2884.3,39,1,0
15623,215064,40,6,pharmacy,PK,0,0,online,0,6,morning,6.12,0.22,7,4202.46,0,0,0
23522,688330,19,1,others,AE,1,0,in-store,1,11,morning,26.39,0.141,2,4680.88,6,1,0
5423,731525,22,1,pharmacy,FR,1,0,in-store,1,5,night,9.21,0.153,8,2973.68,3,1,0
11686,869776,32,2,electronics,GB,1,0,in-store,1,14,afternoon,7.51,0.05,5,3666.15,3,0,0
15903,434937,24,20,electronics,PK,0,0,online,0,0,night,72.91,0.0,8,3545.47,6,0,0
16178,551813,45,38,travel,FR,1,0,online,0,12,afternoon,46.55,0.196,4,4365.56,0,0,0
1460,255989,32,54,pharmacy,Other,1,0,online,0,1,night,32.64,0.371,3,3320.45,5,0,0
16249,203591,37,24,travel,US,1,0,in-store,1,11,morning,7.09,0.144,5,1406.75,14,0,0
17106,560665,22,5,travel,GB,1,0,in-store,1,23,evening,78.6,0.198,5,5236.33,1,0,0
15320,240721,25,5,others,GB,1,0,mobile,0,6,morning,6.24,0.39,7,2075.13,19,0,0
5359,223030,34,2,grocery,IN,1,0,in-store,1,7,morning,8.28,0.154,7,4230.79,27,0,0
29807,338976,38,6,fashion,IN,1,0,in-store,1,12,afternoon,92.88,0.151,5,2101.54,1,0,0
26606,575890,38,42,travel,PK,0,0,mobile,0,22,evening,32.63,0.526,4,4759.03,8,0,0
2187,793919,32,32,restaurants,PK,0,0,in-store,1,0,night,12.23,0.093,4,2254.03,6,0,0
27873,571091,30,18,others,ES,1,0,mobile,0,3,night,16.52,0.515,4,2939.09,13,0,0
7337,379720,29,12,restaurants,GB,1,0,in-store,1,12,afternoon,7.19,0.26,6,4366.63,2,0,0
10996,816442,33,11,travel,DE,1,0,mobile,0,23,evening,17.57,0.244,3,4044.07,9,0,0
453,276089,21,12,others,ES,1,0,online,0,8,morning,34.52,0.04,8,3449.03,32,0,0
17214,622485,48,121,services,US,1,0,online,0,21,evening,7.85,0.2,5,4740.29,7,0,0
29564,499949,22,33,travel,PK,0,0,in-store,1,12,afternoon,32.7,0.012,5,4386.81,18,0,0
9779,957303,37,30,grocery,CN,1,1,in-store,1,3,night,44.5,0.33,7,4409.45,11,0,0
1396,841426,39,5,fashion,PK,0,0,online,0,15,afternoon,30.42,0.303,10,1847.1,4,0,0
14952,854016,28,3,fashion,PK,0,0,in-store,1,20,evening,7.29,0.069,5,5979.1,1,0,0
15459,103679,33,2,entertainment,Other,1,0,online,0,5,night,35.69,0.423,4,5070.62,2,0,0
10027,508548,33,18,utilities,DE,1,0,online,0,8,morning,22.17,0.141,11,3919.09,64,0,0
29391,168273,35,19,entertainment,TR,1,1,online,0,2,night,54.67,0.27,2,1134.95,2,0,1
3890,773222,23,31,electronics,US,1,0,in-store,1,19,evening,26.29,0.138,7,1662.38,1,0,0
10867,576857,33,18,restaurants,PK,0,0,mobile,0,14,afternoon,6.81,0.13,2,2082.62,2,0,0
24689,594805,33,2,restaurants,DE,1,0,in-store,1,8,morning,5.12,0.251,4,3207.69,10,0,0
15123,210771,28,38,utilities,IN,1,0,in-store,1,23,evening,5.28,0.099,3,3862.91,35,0,0
17427,377941,38,36,utilities,NG,1,1,online,0,14,afternoon,27.34,0.228,3,1945.52,50,0,0
597,983811,21,41,utilities,PK,0,0,in-store,1,9,morning,37.73,0.136,7,6029.35,18,0,0
5621,622780,33,9,electronics,NG,1,1,in-store,1,20,evening,23.57,0.071,1,2129.81,3,0,0
21677,705731,18,25,grocery,GB,1,0,mobile,0,16,afternoon,9.26,0.211,2,1070.33,22,0,0
13044,865372,48,9,electronics,PK,0,0,in-store,1,7,morning,35.81,0.14,5,2105.95,6,0,0
27707,464211,34,12,others,PK,0,0,in-store,1,12,afternoon,27.39,0.354,6,4082.98,5,0,0
23434,969377,22,12,pharmacy,Other,1,0,in-store,1,7,morning,3.9,0.462,4,2628.1,1,0,0
11056,476440,34,24,grocery,PK,0,0,in-store,1,3,night,9.58,0.197,3,1769.35,24,0,0
23193,409571,25,0,electronics,ES,1,0,in-store,1,7,morning,8.36,0.253,5,4089.98,12,1,0
5640,457574,36,12,electronics,IN,1,0,mobile,0,15,afternoon,161.34,0.066,7,2356.68,0,0,0
4850,470858,33,2,electronics,PK,0,0,online,0,13,afternoon,27.41,0.147,4,1205.84,1,0,0
3300,346353,49,2,electronics,PK,0,0,online,0,6,morning,68.21,0.133,6,3732.47,1,0,0
65,831912,50,26,services,PK,0,0,online,0,21,evening,33.75,0.136,4,5649.38,12,0,0
27146,284168,37,19,services,BD,1,1,online,0,3,night,193.24,0.163,4,3412.08,3,0,1
16821,979608,26,4,others,TR,1,1,online,0,22,evening,47.42,0.412,3,3252.52,12,0,1
13458,510789,30,4,grocery,CN,1,1,in-store,1,11,morning,108.66,0.192,5,2599.48,10,0,0
21403,793150,39,20,grocery,ES,1,0,online,0,12,afternoon,5.14,0.456,9,3123.48,3,0,0
13673,244867,24,12,others,CN,1,1,in-store,1,19,evening,8.55,0.153,3,1877.15,11,0,0
3033,747099,27,6,entertainment,NG,1,1,mobile,0,13,afternoon,15.6,0.072,5,986.3,39,0,0
28913,717909,34,20,services,FR,1,0,online,0,9,morning,81.66,0.184,7,938.6,13,0,0
12096,464691,41,18,electronics,US,1,0,in-store,1,11,morning,35.59,0.243,6,3438.17,0,0,0
14372,106277,55,17,services,GB,1,0,online,0,21,evening,25.65,0.404,6,4064.2,27,0,0
2095,312943,60,2,grocery,BD,1,1,online,0,13,afternoon,42.75,0.155,6,3513.65,15,0,0
22451,604316,18,49,entertainment,FR,1,0,in-store,1,16,afternoon,129.55,0.129,1,3580.96,4,0,0
28379,994737,45,50,grocery,ES,1,0,in-store,1,11,morning,41.64,0.159,2,4483.3,0,0,0
18986,842880,26,11,electronics,AE,1,0,online,0,14,afternoon,24.98,0.155,4,2634.04,5,0,0
6183,281890,33,5,services,FR,1,0,online,0,2,night,15.44,0.096,6,3218.02,31,0,0
15592,723756,30,11,electronics,GB,1,0,in-store,1,21,evening,35.65,0.157,8,1863.2,1,0,0
22859,162979,47,14,restaurants,US,1,0,online,0,6,morning,12.9,0.094,2,2233.74,4,0,0
23441,742924,19,5,pharmacy,PK,0,0,in-store,1,8,morning,4.4,0.269,5,2594.46,0,0,0
3857,172692,35,89,others,IN,1,0,mobile,0,11,morning,11.43,0.31,3,3738.99,20,0,0
4460,436907,25,13,restaurants,PK,0,0,online,0,0,night,52.56,0.197,4,2289.34,24,0,0
6602,469349,42,19,others,NG,1,1,in-store,1,1,night,7.35,0.172,10,760.85,1,0,0
15918,846447,57,1,grocery,IN,1,0,in-store,1,16,afternoon,67.66,0.438,2,6552.4,3,1,0
10224,620112,31,47,others,CN,1,1,mobile,0,8,morning,35.96,0.114,4,3663.8,12,0,0
12915,412094,37,5,utilities,DE,1,0,mobile,0,10,morning,40.52,0.187,5,2177.2,4,0,0
6082,701982,36,75,fashion,BD,1,1,in-store,1,3,night,26.91,0.076,2,4356.48,5,0,0
18389,113698,42,7,entertainment,DE,1,0,online,0,1,night,46.18,0.0,3,436.23,22,0,0
1830,132733,20,1,pharmacy,BD,1,1,in-store,1,9,morning,59.17,0.165,4,2199.67,15,1,0
22538,402408,18,5,grocery,US,1,0,online,0,19,evening,22.51,0.384,6,2207.73,3,0,0
4683,373452,34,70,pharmacy,PK,0,0,online,0,22,evening,54.21,0.163,5,3359.65,3,0,0
18143,189590,18,2,electronics,BD,1,1,online,0,6,morning,21.76,0.0,5,3400.82,1,0,0
16812,626683,34,0,fashion,ES,1,0,in-store,1,8,morning,36.45,0.185,2,2584.67,37,1,0
24814,907827,43,7,utilities,PK,0,0,in-store,1,21,evening,19.9,0.238,7,2548.39,2,0,0
18410,574381,39,42,services,AE,1,0,in-store,1,2,night,15.77,0.129,4,426.63,19,0,0
20371,500662,41,0,grocery,GB,1,0,online,0,17,afternoon,9.37,0.044,4,2704.51,5,1,0
14259,129873,26,35,electronics,AE,1,0,in-store,1,7,morning,18.14,0.218,5,2113.34,14,0,0
5839,688574,27,58,entertainment,IN,1,0,in-store,1,20,evening,24.64,0.206,6,4727.81,13,0,0
15454,476606,56,11,services,AE,1,0,online,0,12,afternoon,13.71,0.004,6,2389.68,0,0,0
19161,635852,36,15,utilities,IN,1,0,in-store,1,6,morning,13.28,0.204,5,5218.43,3,0,0
1485,688365,41,21,others,PK,0,0,mobile,0,8,morning,8.61,0.08,8,3062.3,4,0,0
6089,234445,26,21,grocery,NG,1,1,mobile,0,11,morning,13.91,0.018,5,3544.78,4,0,0
15091,514399,19,6,pharmacy,FR,1,0,online,0,16,afternoon,6.03,0.267,9,3368.1,3,0,0
6912,606995,46,46,restaurants,IN,1,0,online,0,15,afternoon,15.54,0.204,7,976.58,6,0,0
