Age,Experience_Years,Education_Level,Department,Working_Hours_Per_Week,Remote_Work_Ratio,Training_Hours,Certifications,Gender,Region,High_Performance
39,9,PhD,HR,43,0.69,1,1,Female,East,0
20,28,Bachelors,Sales,40,0.86,4,1,Male,East,0
25,29,High School,Sales,48,0.67,38,3,Female,South,1
21,14,PhD,R&D,44,0.85,8,7,Male,North,0
57,4,PhD,IT,47,0.75,6,6,Female,North,0
52,0,Bachelors,IT,57,0.36,27,6,Male,West,0
22,7,High School,IT,44,0.68,49,1,Male,West,0
55,20,Masters,Operations,39,0.49,23,4,Female,South,0
32,24,PhD,R&D,37,0.9,21,7,Female,East,0
54,17,Masters,R&D,44,0.15,78,1,Female,West,0
34,5,Bachelors,R&D,59,0.94,18,8,Male,South,0
41,22,High School,Finance,40,0.43,86,3,Male,East,1
23,0,PhD,IT,34,0.46,94,2,Female,North,0
36,13,Bachelors,HR,32,0.8,95,1,Male,West,0
24,9,Bachelors,R&D,37,0.33,46,7,Male,East,0
40,3,Masters,Operations,48,0.14,11,1,Female,South,0
43,17,Bachelors,IT,41,0.84,23,5,Female,South,0
50,22,Bachelors,Finance,45,0.62,9,0,Female,South,0
59,18,High School,Operations,34,0.94,8,4,Female,East,0
49,24,High School,Operations,44,0.87,53,8,Male,North,1
26,7,High School,R&D,34,0.09,69,1,Female,West,0
26,11,Bachelors,HR,41,0.78,78,6,Male,South,1
46,9,PhD,Sales,54,0.3,83,2,Female,South,1
43,12,High School,HR,53,0.59,35,4,Female,West,1
38,6,PhD,Finance,53,0.38,28,1,Male,East,0
53,23,Bachelors,Finance,49,0.82,23,7,Male,South,1
41,16,High School,Finance,40,0.89,11,4,Female,West,0
46,25,PhD,Operations,37,0.45,60,4,Female,North,1
25,11,High School,Finance,39,0.25,31,7,Male,North,0
29,5,High School,HR,56,0.36,11,4,Male,East,0
50,22,PhD,Operations,34,0.25,54,7,Female,North,0
44,6,PhD,HR,37,0.7,99,8,Female,North,0
21,12,PhD,IT,49,0.25,88,0,Male,North,1
29,13,Bachelors,R&D,58,0.9,49,1,Male,West,0
29,24,Masters,IT,34,0.22,61,5,Female,North,1
45,22,Masters,R&D,32,0.04,94,3,Female,North,0
24,27,Bachelors,IT,58,0.87,55,0,Male,West,1
41,22,PhD,HR,30,0.37,17,0,Male,East,0
23,12,PhD,Sales,56,0.22,44,3,Male,North,0
53,5,Bachelors,R&D,43,0.63,46,6,Female,South,0
26,18,Masters,HR,36,0.87,22,5,Male,West,0
36,12,Bachelors,IT,52,0.39,26,7,Male,West,0
30,21,PhD,R&D,47,0.16,3,6,Male,South,0
27,8,PhD,Sales,53,0.7,95,4,Male,South,1
47,10,High School,R&D,56,0.52,79,0,Male,South,1
52,9,Masters,Operations,34,0.6,94,2,Female,West,1
44,2,PhD,R&D,39,0.55,43,9,Male,North,0
40,18,Bachelors,Finance,40,0.27,72,6,Female,North,1
31,26,Bachelors,Sales,50,0.89,58,5,Female,East,1
45,6,Masters,R&D,38,0.66,72,1,Male,North,0
48,22,Bachelors,IT,42,0.56,69,6,Male,West,1
57,4,Masters,R&D,30,0.34,10,7,Male,West,0
54,23,Bachelors,Sales,59,0.41,2,9,Female,North,1
56,23,Bachelors,Finance,41,0.55,21,1,Female,North,0
48,26,PhD,R&D,58,0.44,83,7,Male,West,1
43,26,Masters,Operations,34,0.63,84,0,Female,North,0
34,14,PhD,HR,45,0.88,55,9,Female,South,1
25,1,Masters,Sales,43,0.81,44,9,Female,South,0
51,10,PhD,IT,37,0.24,2,1,Female,South,0
53,5,PhD,Finance,46,0.38,64,4,Male,North,0
55,4,High School,Sales,38,0.97,36,7,Female,East,0
39,19,PhD,Sales,48,0.29,48,5,Male,West,0
31,6,PhD,Sales,30,0.18,85,3,Female,East,0
54,3,Bachelors,IT,39,0.44,0,8,Female,West,0
57,4,Bachelors,Sales,36,0.91,30,4,Female,North,0
36,23,Masters,R&D,36,0.63,80,9,Male,East,1
46,4,High School,R&D,50,0.69,63,5,Female,South,1
36,26,Masters,Sales,44,0.25,32,7,Female,North,1
30,28,Bachelors,R&D,31,0.15,87,1,Male,West,0
58,26,Masters,Operations,33,0.99,14,4,Female,East,0
21,24,Bachelors,IT,53,0.29,77,2,Male,East,1
21,9,Bachelors,R&D,41,0.71,2,4,Female,North,0
48,17,Masters,Sales,31,0.68,98,8,Male,North,1
43,1,Bachelors,Finance,57,0.13,9,9,Male,South,0
43,14,Bachelors,HR,51,0.59,48,0,Male,West,0
35,8,High School,HR,53,0.11,33,2,Female,South,0
50,1,High School,Operations,52,0.4,91,5,Female,North,0
28,2,Bachelors,IT,50,0.53,10,8,Male,East,0
46,21,Bachelors,Finance,50,0.78,6,8,Female,South,0
33,19,PhD,IT,35,0.1,31,3,Male,South,0
44,23,PhD,HR,56,0.93,51,5,Female,South,1
41,23,Bachelors,Finance,40,0.08,67,2,Female,North,0
54,1,High School,HR,46,0.34,99,5,Male,East,0
52,1,Bachelors,HR,38,0.47,22,0,Female,East,0
46,18,High School,IT,57,0.35,62,4,Female,South,1
59,13,High School,Sales,32,0.09,53,6,Male,East,0
45,26,PhD,R&D,30,0.51,50,0,Female,North,0
38,17,Bachelors,Operations,37,0.25,46,1,Male,West,0
58,20,High School,Finance,40,0.67,91,3,Female,North,1
45,0,Bachelors,R&D,49,0.94,82,2,Male,East,0
25,6,Masters,Operations,49,0.64,46,2,Female,South,0
22,7,Masters,Finance,35,0.13,57,8,Male,North,0
25,11,PhD,HR,57,0.42,90,0,Male,West,1
47,3,Masters,Finance,51,0.13,4,5,Female,North,0
22,22,Masters,Finance,40,0.45,16,4,Female,North,0
32,24,Bachelors,R&D,36,0.95,73,3,Male,East,1
32,6,PhD,IT,38,0.3,79,3,Male,South,0
32,17,PhD,Operations,33,0.07,41,9,Female,West,0
20,17,Masters,Operations,53,0.46,24,2,Female,North,0
59,25,Bachelors,Finance,54,0.88,20,2,Female,North,1
56,9,Bachelors,Sales,52,0.14,58,1,Female,North,0
50,9,PhD,Sales,52,0.74,2,5,Male,South,0
36,5,Bachelors,R&D,43,0.41,92,6,Male,East,0
28,23,Bachelors,R&D,59,0.45,53,9,Female,East,1
32,11,PhD,Operations,59,0.76,62,7,Female,West,1
56,9,Bachelors,Finance,40,0.97,57,3,Male,West,0
33,26,High School,R&D,39,0.29,24,6,Female,South,0
30,12,PhD,Operations,30,0.4,8,4,Male,West,0
44,25,Masters,IT,55,0.06,66,2,Male,East,1
50,29,High School,HR,39,0.35,80,3,Male,West,1
33,26,High School,IT,49,0.24,20,4,Female,North,0
26,11,PhD,HR,46,0.75,23,0,Male,East,0
43,18,Masters,Finance,45,0.69,66,3,Male,West,1
55,0,PhD,Finance,38,0.33,51,0,Female,South,0
22,0,Bachelors,IT,57,0.63,86,5,Female,South,0
45,10,PhD,IT,56,0.83,3,9,Male,South,0
45,17,Bachelors,R&D,51,0.84,15,5,Female,East,0
20,25,Masters,Sales,46,0.79,34,8,Male,East,1
34,21,PhD,R&D,55,0.35,38,5,Female,South,1
30,1,Masters,IT,44,0.48,2,2,Male,East,0
56,5,Masters,Operations,50,0.65,30,9,Female,North,0
26,15,High School,R&D,34,0.38,80,7,Female,West,0
31,26,PhD,HR,39,0.66,75,6,Male,West,1
57,0,PhD,Sales,39,0.78,57,3,Male,North,0
22,8,High School,R&D,54,0.09,75,7,Female,South,0
45,27,Masters,R&D,32,0.4,29,9,Female,North,1
49,14,PhD,R&D,32,0.62,37,8,Female,East,0
51,15,Masters,R&D,54,0.41,85,7,Female,South,1
55,13,Masters,R&D,33,0.6,52,3,Male,West,0
56,6,PhD,Operations,51,0.56,19,5,Male,South,0
37,0,Masters,Operations,42,0.89,22,6,Male,West,0
20,15,High School,IT,39,0.53,74,5,Male,North,0
40,8,Masters,Sales,56,0.85,25,0,Female,North,0
47,28,Masters,Finance,57,0.11,13,1,Female,North,0
35,24,PhD,Finance,34,0.6,17,9,Female,South,0
47,10,Masters,IT,31,0.44,95,4,Male,South,1
41,29,Masters,HR,54,0.79,24,5,Male,North,1
38,9,PhD,IT,57,0.49,42,5,Male,North,0
20,10,Bachelors,HR,39,0.76,93,0,Male,North,0
50,5,Bachelors,Operations,44,0.28,4,6,Male,North,0
53,1,Masters,Sales,54,0.63,61,2,Male,North,0
59,17,High School,Finance,31,0.03,83,4,Female,North,0
25,11,PhD,R&D,38,0.15,53,3,Female,West,0
47,13,PhD,R&D,59,0.75,80,8,Male,West,1
22,7,Bachelors,Operations,54,0.02,95,5,Female,East,0
50,24,High School,IT,58,0.0,54,7,Male,East,1
35,3,Bachelors,Sales,43,0.94,67,3,Female,West,0
36,17,Bachelors,Finance,57,0.12,54,6,Male,East,1
46,20,Masters,R&D,37,0.24,32,0,Male,West,0
43,12,PhD,Operations,36,0.22,34,7,Male,South,0
39,22,Masters,IT,40,0.5,0,0,Male,South,0
51,13,Masters,HR,34,0.98,61,1,Male,North,0
54,19,High School,Sales,56,0.07,57,6,Female,West,1
32,27,PhD,R&D,50,0.88,9,3,Female,North,0
39,24,High School,HR,38,0.58,40,7,Female,East,1
21,27,High School,Sales,42,0.67,93,8,Male,South,1
23,14,Masters,R&D,38,0.78,32,6,Male,West,0
46,19,Bachelors,HR,49,0.87,37,4,Female,West,1
44,23,PhD,Operations,53,0.87,48,6,Male,East,1
23,18,Bachelors,Finance,45,0.74,15,7,Female,North,0
51,27,PhD,IT,39,0.36,59,9,Female,East,1
36,13,Bachelors,Finance,54,0.81,6,6,Male,South,0
20,11,Masters,Sales,32,0.32,2,0,Female,East,0
52,21,PhD,R&D,44,0.65,16,6,Male,West,0
49,14,Bachelors,HR,30,0.48,94,3,Male,South,0
24,5,Bachelors,R&D,46,0.9,51,1,Female,West,0
31,18,PhD,Finance,53,0.04,7,5,Female,West,0
57,1,High School,IT,44,0.38,33,2,Female,North,0
51,5,High School,IT,53,0.0,2,5,Female,North,0
57,22,PhD,Finance,45,0.31,65,1,Female,West,1
36,22,Masters,HR,40,0.04,64,2,Female,South,0
59,25,PhD,R&D,54,0.13,41,8,Female,North,1
51,10,PhD,Sales,30,0.22,78,7,Male,East,0
43,0,Bachelors,Operations,48,0.26,19,5,Male,South,0
31,27,Masters,R&D,39,0.08,20,3,Female,South,0
50,21,High School,HR,37,0.92,79,7,Male,North,1
38,8,Bachelors,Operations,49,0.17,18,5,Female,South,0
48,12,Bachelors,Finance,54,0.15,23,9,Male,North,0
40,8,High School,Finance,38,0.58,20,5,Male,East,0
45,14,Bachelors,Finance,36,0.52,47,0,Female,West,0
47,27,Masters,Sales,47,0.57,0,1,Male,North,0
36,17,Bachelors,Finance,55,0.18,24,9,Male,East,1
28,3,High School,HR,41,0.5,48,4,Male,East,0
40,21,High School,HR,53,0.0,17,2,Male,East,1
53,3,Masters,Sales,52,0.44,66,3,Male,North,0
30,11,Masters,IT,36,0.66,66,8,Female,North,1
39,8,PhD,Operations,38,0.32,51,8,Male,East,0
58,17,PhD,R&D,33,0.0,4,2,Female,East,0
35,25,High School,HR,55,0.68,2,2,Male,South,1
48,5,Masters,R&D,37,0.25,51,9,Male,West,0
20,16,High School,HR,39,0.56,90,5,Male,South,1
37,24,Masters,R&D,54,0.19,64,0,Female,East,1
41,16,High School,Finance,59,0.37,72,6,Female,East,1
27,28,Masters,IT,40,0.69,62,7,Female,North,1
26,12,Masters,Finance,34,0.7,11,5,Male,South,0
44,11,PhD,Sales,39,0.28,67,0,Female,West,0
49,13,PhD,Operations,30,0.95,94,6,Male,South,0
53,7,PhD,R&D,48,0.67,81,2,Male,North,1
30,28,Masters,Operations,59,0.63,31,1,Male,East,1
34,14,Masters,Finance,41,0.9,2,5,Male,South,0
54,8,PhD,Operations,33,0.28,67,7,Female,South,0
42,0,PhD,Operations,49,0.08,88,3,Male,South,1
40,16,Bachelors,IT,40,0.6,24,8,Female,West,0
47,9,High School,HR,50,0.17,77,8,Female,South,0
32,29,PhD,R&D,32,0.29,42,6,Female,West,0
53,22,High School,Sales,32,0.34,20,6,Female,East,0
57,25,Bachelors,IT,47,0.97,10,2,Male,East,1
25,4,Masters,IT,59,0.84,20,9,Male,West,1
23,10,Masters,Finance,54,0.58,59,2,Male,West,0
24,2,High School,Finance,48,0.81,48,8,Female,South,0
59,24,High School,Finance,41,0.48,3,0,Male,East,0
25,1,High School,Sales,31,0.38,86,7,Female,East,0
40,21,Bachelors,Finance,33,0.03,71,1,Female,East,0
47,3,High School,HR,53,0.87,1,3,Female,South,0
22,20,PhD,Sales,36,0.62,89,4,Male,East,1
42,1,PhD,Operations,45,0.21,73,9,Male,East,0
27,0,Bachelors,Sales,46,0.9,70,2,Female,North,0
38,8,Bachelors,Operations,44,0.27,65,5,Male,East,1
30,2,High School,IT,36,0.73,91,1,Male,East,0
29,5,High School,Operations,47,0.77,97,5,Female,North,0
47,13,High School,Sales,53,0.8,54,1,Female,West,1
39,24,Masters,HR,45,0.78,83,7,Female,West,1
47,0,Masters,HR,54,0.72,50,1,Male,East,0
48,11,PhD,Operations,48,0.58,78,7,Female,West,1
27,20,Masters,Sales,55,0.51,92,7,Male,South,1
38,15,High School,Operations,30,0.09,25,8,Female,West,0
40,19,Bachelors,Operations,43,0.02,30,8,Male,East,0
37,18,Bachelors,IT,41,0.12,63,6,Male,East,0
28,17,PhD,Sales,52,0.69,88,5,Male,West,1
23,13,Masters,Operations,48,0.03,97,5,Male,South,1
44,2,Bachelors,Finance,59,0.48,44,5,Female,East,0
53,13,Masters,Finance,52,0.2,73,9,Male,East,1
28,16,Bachelors,Finance,44,0.17,10,7,Female,East,0
28,12,High School,Operations,55,0.29,40,1,Female,East,0
37,0,High School,Sales,37,0.6,63,8,Female,West,0
30,28,Bachelors,IT,51,0.38,73,0,Female,West,1
32,28,Masters,Finance,56,0.35,42,8,Male,West,1
57,7,High School,Operations,59,0.22,3,8,Male,West,0
28,20,Bachelors,Operations,31,0.47,31,3,Male,West,0
35,1,Masters,Sales,31,0.78,67,0,Female,East,0
23,18,Bachelors,Operations,42,0.38,47,5,Female,West,0
53,14,Masters,Sales,39,0.14,68,3,Male,South,0
26,13,Bachelors,IT,54,0.57,80,0,Female,North,0
34,13,Bachelors,IT,30,0.81,91,4,Female,North,0
57,17,High School,Operations,38,0.58,7,6,Male,East,0
30,14,PhD,HR,56,0.04,37,8,Male,South,0
51,9,Masters,IT,58,0.52,58,1,Male,East,0
46,17,High School,Sales,54,0.21,66,7,Female,West,1
49,19,High School,Operations,49,0.49,55,2,Female,West,1
36,27,PhD,R&D,56,0.33,48,4,Female,North,1
55,3,High School,R&D,36,0.21,83,2,Female,East,0
38,6,Bachelors,HR,45,0.3,46,3,Female,North,0
26,1,PhD,IT,50,0.11,34,7,Female,North,0
40,8,Bachelors,Sales,40,0.7,34,6,Male,South,0
47,22,High School,R&D,58,0.23,74,6,Female,West,1
22,3,Masters,Operations,32,0.12,66,5,Female,East,0
33,11,Bachelors,Sales,43,0.79,49,6,Male,West,1
21,22,High School,Operations,45,0.02,3,9,Male,South,0
48,9,PhD,HR,44,0.51,69,5,Male,East,0
37,10,Bachelors,Sales,56,0.4,22,2,Female,South,0
56,0,High School,R&D,30,0.24,96,5,Female,North,0
43,12,Bachelors,Sales,54,0.4,61,1,Male,West,0
31,6,High School,IT,30,0.23,33,4,Male,North,0
51,28,PhD,Sales,41,0.12,97,1,Female,North,1
37,5,Masters,IT,43,0.43,91,0,Male,North,0
32,8,Masters,Sales,39,0.89,80,8,Female,West,1
23,23,Masters,Sales,39,0.59,28,5,Female,South,1
42,17,PhD,IT,34,0.56,82,6,Male,North,1
29,26,Masters,IT,41,0.67,38,9,Female,North,1
24,2,PhD,R&D,58,0.45,41,9,Male,East,0
59,12,Masters,IT,44,0.85,81,0,Male,West,0
33,2,High School,HR,50,0.32,49,8,Female,North,0
53,12,PhD,Operations,33,0.33,94,7,Male,West,1
47,29,Bachelors,R&D,36,0.24,6,5,Male,East,0
27,27,PhD,Finance,41,0.09,81,4,Male,West,1
35,5,High School,Operations,49,0.32,54,5,Male,North,0
50,17,Masters,Operations,31,0.83,98,5,Female,North,1
26,26,High School,Operations,35,0.78,32,6,Male,North,1
22,1,High School,R&D,42,0.91,46,4,Female,North,0
48,19,High School,HR,39,0.59,0,8,Female,West,0
55,16,High School,R&D,33,0.21,72,6,Male,North,1
58,0,Masters,Operations,45,0.28,38,2,Male,South,0
23,16,High School,R&D,37,0.22,91,1,Male,East,0
28,4,High School,HR,59,0.06,83,3,Male,North,0
36,28,PhD,Finance,57,0.5,36,8,Male,West,1
39,8,High School,Finance,32,0.72,35,0,Male,East,0
33,3,Masters,IT,45,0.73,95,4,Female,South,0
48,13,PhD,Operations,56,0.77,78,8,Male,West,1
32,7,PhD,Operations,47,0.11,62,4,Male,West,0
55,22,High School,IT,32,0.4,37,4,Female,East,0
36,12,Bachelors,HR,56,0.66,51,9,Male,West,1
23,5,Masters,Operations,53,0.15,68,7,Male,West,0
39,13,Masters,Operations,48,0.51,91,8,Female,East,1
30,8,PhD,R&D,38,0.34,97,7,Male,East,1
41,25,High School,R&D,58,0.52,4,9,Male,South,1
27,16,Masters,Finance,42,0.93,39,5,Male,North,1
47,6,Bachelors,HR,42,0.6,3,0,Male,South,0
49,8,Bachelors,HR,42,0.65,51,9,Female,West,1
52,14,Bachelors,Finance,44,0.04,16,1,Male,South,0
52,9,PhD,HR,49,0.55,83,0,Male,South,0
55,13,PhD,R&D,40,0.14,6,2,Female,North,0
46,15,Masters,IT,37,0.73,82,4,Female,East,0
39,28,Masters,Operations,41,0.67,10,7,Female,West,0
52,29,Bachelors,Sales,34,0.16,33,3,Female,East,0
44,1,Masters,R&D,58,0.34,92,7,Female,South,1
38,28,Masters,IT,39,0.63,75,8,Male,South,1
40,3,Masters,Finance,52,0.34,86,1,Female,East,0
52,20,Masters,Finance,52,0.21,45,7,Male,West,1
22,14,Masters,Finance,44,0.19,17,4,Male,South,0
33,10,High School,Sales,36,0.48,7,5,Male,East,0
34,20,PhD,IT,36,0.36,79,3,Female,West,1
52,10,PhD,Sales,37,0.33,32,4,Female,West,0
41,28,Masters,R&D,35,0.97,37,4,Female,North,1
20,22,High School,Operations,55,0.52,14,1,Male,West,0
50,25,High School,Finance,31,0.52,62,9,Male,South,1
54,23,Bachelors,Sales,33,0.81,0,6,Male,East,0
39,12,Masters,Operations,32,0.51,11,7,Female,North,0
51,15,Masters,Operations,40,0.04,85,7,Female,West,0
31,8,High School,R&D,47,0.78,65,2,Female,North,0
35,20,High School,Operations,53,0.73,52,5,Male,South,1
27,1,Bachelors,Finance,58,0.4,46,1,Female,West,0
33,1,PhD,HR,50,0.06,25,2,Female,South,0
37,4,High School,Operations,52,0.15,0,6,Male,East,0
49,4,High School,HR,34,0.92,68,5,Male,West,0
52,4,Masters,Operations,53,0.63,82,2,Male,North,1
53,13,Masters,Sales,43,0.8,33,6,Female,East,0
53,5,High School,R&D,46,0.19,76,7,Male,South,0
26,27,PhD,Operations,36,0.51,63,4,Female,North,0
25,15,Bachelors,Finance,41,0.53,45,6,Male,South,0
25,15,Bachelors,Finance,30,0.36,83,5,Male,West,0
41,7,PhD,HR,53,0.46,81,0,Male,South,1
27,26,Masters,HR,41,0.56,69,0,Male,North,0
56,4,PhD,R&D,35,0.06,48,6,Female,South,0
34,12,Bachelors,IT,50,0.6,17,4,Female,North,0
45,2,High School,Sales,41,0.05,40,1,Male,North,0
58,8,Masters,R&D,45,0.88,5,3,Male,South,0
22,3,Masters,IT,33,0.43,70,6,Female,East,0
29,27,PhD,R&D,32,0.49,35,8,Female,South,0
22,7,High School,Operations,49,0.28,51,3,Male,West,0
49,15,PhD,HR,37,0.97,76,9,Male,North,1
41,24,PhD,Finance,56,0.32,30,6,Male,South,1
22,10,Masters,Sales,34,0.41,82,5,Male,East,0
20,22,Masters,Finance,46,0.52,81,7,Male,North,1
52,18,PhD,R&D,37,0.7,40,0,Female,East,0
38,9,Bachelors,HR,32,0.32,25,9,Male,East,0
55,26,Masters,IT,30,0.97,56,1,Female,South,0
53,21,PhD,Sales,48,0.43,86,9,Female,West,1
50,6,Bachelors,HR,52,0.26,20,7,Female,South,0
43,11,PhD,Finance,39,0.32,10,4,Female,East,0
31,22,Bachelors,Operations,53,0.8,54,8,Female,South,1
32,29,PhD,Operations,45,0.5,78,0,Male,West,1
35,7,Masters,Operations,38,0.44,50,5,Female,North,0
35,9,PhD,R&D,45,0.03,61,9,Male,South,1
39,4,Masters,IT,32,0.86,67,5,Female,South,0
46,4,PhD,Finance,53,0.65,54,4,Female,East,0
58,12,High School,Sales,40,0.94,43,0,Female,West,0
32,1,PhD,HR,55,0.08,91,2,Female,North,0
23,11,PhD,Operations,40,0.78,23,6,Female,West,0
51,10,Masters,Operations,56,0.71,57,3,Male,East,0
59,1,Masters,IT,34,0.53,34,6,Male,East,0
53,14,PhD,Operations,40,0.18,18,4,Female,West,0
58,19,Masters,IT,31,0.05,6,2,Male,North,0
36,6,Masters,IT,54,0.39,28,4,Female,West,0
43,7,High School,IT,59,0.78,29,7,Female,South,0
48,2,Masters,Operations,50,0.36,9,7,Male,West,0
47,16,Masters,Operations,57,0.81,34,4,Female,West,0
41,19,PhD,R&D,35,0.93,48,4,Male,East,0
47,5,PhD,Sales,36,0.38,70,9,Female,West,0
44,21,Masters,IT,46,0.44,36,1,Female,North,0
22,24,PhD,R&D,32,0.24,62,9,Female,North,1
32,14,Bachelors,HR,33,0.36,13,9,Female,East,0
50,12,High School,R&D,31,0.42,25,4,Female,South,0
32,22,PhD,Finance,53,0.92,36,5,Male,South,0
37,12,Bachelors,IT,33,0.23,57,2,Female,West,0
56,11,Masters,R&D,53,0.78,81,9,Female,West,1
53,13,Masters,HR,44,0.37,45,1,Male,South,1
36,8,PhD,IT,47,0.0,44,3,Female,East,0
40,9,PhD,Operations,30,0.72,55,7,Female,North,0
55,26,High School,R&D,30,0.35,85,7,Male,South,1
59,4,Bachelors,Operations,34,0.33,65,7,Female,East,0
38,20,PhD,Sales,34,0.97,64,2,Female,South,0
31,4,Bachelors,Sales,48,0.14,92,6,Female,East,0
47,20,Masters,IT,32,0.38,5,3,Female,North,0
30,29,Bachelors,Operations,40,0.91,74,1,Male,North,1
56,19,Bachelors,IT,44,0.86,69,9,Male,West,1
47,5,PhD,R&D,57,0.76,41,7,Male,North,1
54,11,Masters,HR,34,0.11,58,5,Female,North,0
34,16,Masters,IT,59,0.56,66,2,Female,South,1
35,15,Bachelors,Sales,46,0.75,94,7,Female,East,1
26,17,Masters,Finance,50,0.53,14,1,Female,North,0
22,24,High School,HR,52,0.24,53,1,Female,South,0
50,21,Masters,Sales,45,0.77,18,1,Female,East,0
31,5,Bachelors,Operations,58,0.58,24,3,Male,West,0
27,9,Bachelors,IT,37,0.29,46,9,Female,North,0
44,19,Masters,Sales,52,0.88,32,2,Male,South,0
54,20,High School,R&D,44,0.05,90,1,Male,West,1
31,8,Masters,Sales,44,0.58,27,2,Female,South,0
40,1,High School,Operations,59,0.57,43,7,Male,East,0
45,2,PhD,Finance,37,0.5,59,1,Female,West,0
21,9,High School,Operations,34,0.98,47,0,Male,West,0
33,7,PhD,IT,37,0.34,29,3,Male,East,0
23,8,High School,R&D,30,0.38,57,1,Female,South,0
36,27,High School,Operations,54,0.53,33,0,Male,East,0
24,20,High School,IT,46,0.84,49,1,Male,North,0
43,18,PhD,R&D,54,0.49,60,3,Male,West,1
26,0,High School,R&D,48,0.74,88,2,Male,East,0
42,27,Bachelors,Operations,32,0.87,29,9,Female,North,1
36,1,High School,Finance,47,0.37,12,7,Female,North,0
31,19,High School,IT,40,0.94,8,2,Female,West,0
30,3,Bachelors,IT,51,0.65,34,9,Male,East,0
30,15,High School,Sales,36,0.99,48,0,Female,South,0
53,20,Bachelors,Operations,54,0.01,88,4,Female,East,1
56,24,High School,Sales,43,0.47,79,2,Male,South,0
48,29,PhD,HR,44,0.02,13,7,Male,East,0
55,11,PhD,IT,39,0.39,26,1,Female,West,0
46,1,Bachelors,Finance,45,0.78,2,6,Male,West,0
41,14,PhD,Finance,55,0.56,66,8,Male,North,1
21,17,Masters,IT,50,0.54,80,6,Female,North,0
55,15,PhD,Sales,57,0.22,23,3,Female,East,0
49,20,PhD,IT,58,0.81,99,2,Male,South,1
26,11,Bachelors,HR,39,0.8,6,7,Female,South,0
31,17,Masters,R&D,40,0.17,16,7,Female,South,0
22,13,Bachelors,HR,44,0.04,56,3,Female,North,0
36,25,Masters,HR,49,0.94,76,3,Male,South,1
51,20,Masters,IT,31,0.74,77,0,Male,North,0
27,11,Bachelors,R&D,36,0.3,4,5,Female,East,0
42,4,PhD,Operations,49,0.16,67,8,Female,East,1
57,22,High School,Sales,47,0.58,73,4,Male,West,1
49,3,Masters,Finance,42,0.88,9,6,Female,South,0
34,17,Bachelors,R&D,52,0.19,96,9,Female,North,1
29,23,PhD,Operations,43,0.1,41,8,Male,North,0
57,29,Masters,R&D,57,0.04,9,7,Male,East,1
34,16,Bachelors,IT,39,0.35,47,2,Female,North,0
49,15,Masters,Sales,52,0.4,31,9,Male,East,0
45,9,Bachelors,R&D,37,0.96,84,4,Female,East,1
33,16,High School,IT,33,0.29,18,8,Female,South,0
22,11,Masters,Finance,31,0.74,16,3,Male,East,0
55,11,High School,IT,45,0.82,84,6,Male,North,1
45,26,Bachelors,IT,31,0.43,32,7,Male,East,0
33,27,High School,Operations,57,0.19,9,8,Male,West,1
50,22,High School,IT,48,0.51,35,6,Male,South,1
33,3,Bachelors,Finance,55,0.54,16,3,Male,North,0
59,2,Bachelors,Operations,40,0.74,32,8,Male,West,0
29,0,High School,IT,59,0.21,29,0,Male,East,0
28,11,Bachelors,IT,47,0.75,51,3,Male,West,0
59,28,PhD,HR,59,0.29,25,7,Male,South,1
37,7,Bachelors,R&D,47,0.09,34,7,Female,East,0
55,7,Bachelors,HR,55,0.32,41,6,Male,West,0
55,11,High School,Operations,40,0.14,63,6,Female,East,0
31,3,PhD,R&D,31,0.97,91,6,Female,East,0
59,15,Masters,Finance,48,0.76,44,2,Female,North,1
22,1,High School,IT,50,0.36,55,9,Female,North,0
37,3,PhD,R&D,57,0.42,39,8,Male,North,0
26,22,Masters,R&D,56,0.36,85,1,Male,East,1
50,3,Masters,R&D,46,0.28,58,1,Female,North,0
20,28,PhD,Sales,31,0.99,92,6,Male,East,0
50,10,Masters,Operations,41,0.14,24,1,Female,South,0
32,26,Masters,R&D,45,0.17,47,6,Male,East,1
48,2,PhD,Operations,44,0.19,63,3,Female,West,0
22,9,PhD,IT,57,0.78,40,7,Female,East,1
48,11,PhD,Operations,36,0.56,27,5,Male,East,0
54,16,High School,Sales,34,0.12,19,5,Male,South,0
34,8,PhD,R&D,49,0.29,2,3,Female,West,0
40,20,High School,R&D,33,0.5,31,9,Female,East,0
38,1,High School,Operations,46,0.84,52,6,Male,East,0
47,21,PhD,Finance,54,0.18,77,6,Male,West,1
23,17,Masters,R&D,37,0.08,86,3,Male,South,0
32,11,High School,R&D,54,0.91,78,5,Male,North,1
34,5,High School,Sales,51,0.47,26,2,Female,North,0
58,24,Masters,R&D,38,0.99,73,0,Female,East,0
51,17,Masters,Finance,56,0.11,52,4,Male,East,0
22,12,Bachelors,HR,53,0.29,10,5,Female,West,0
49,14,Bachelors,HR,37,0.18,45,1,Male,South,0
39,0,High School,IT,54,0.84,54,3,Male,North,0
21,22,PhD,IT,57,0.11,35,7,Male,North,1
44,7,High School,Operations,38,0.76,71,3,Female,South,1
30,17,High School,HR,39,0.48,23,0,Male,South,0
20,19,High School,Operations,41,0.86,29,7,Female,East,1
29,23,Masters,Operations,40,0.1,37,6,Female,West,0
36,11,Masters,Finance,30,0.15,72,3,Female,West,0
49,29,PhD,Sales,33,0.85,83,3,Female,East,1
