ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,Dependents,Married,OwnHouse,DefaultedBefore,Date,Approved
17755,19,121683,35692,713,14,0,0,0,1,2063-08-11,0
17756,35,146997,17827,824,24,3,0,1,0,2063-08-12,1
17757,30,34349,22878,644,26,4,1,0,1,2063-08-13,0
17758,68,130053,31865,823,24,3,1,1,1,2063-08-14,0
17759,22,132333,44135,451,17,1,0,1,0,2063-08-15,0
17760,37,119873,12013,625,19,3,1,0,1,2063-08-16,1
17761,19,105845,34035,849,35,1,0,0,0,2063-08-17,0
17762,28,37871,33107,625,27,1,0,0,1,2063-08-18,0
17763,47,45143,41608,408,13,4,0,1,1,2063-08-19,0
17764,49,40207,18889,334,37,3,1,0,0,2063-08-20,0
17765,49,83412,7137,327,10,2,1,1,0,2063-08-21,0
17766,67,89040,12961,597,27,1,0,1,0,2063-08-22,0
17767,55,22622,39097,763,14,0,0,1,0,2063-08-23,0
17768,45,123823,49077,541,29,0,0,1,0,2063-08-24,0
17769,27,141423,45253,577,4,4,1,0,0,2063-08-25,0
17770,39,149575,48405,478,3,1,1,1,0,2063-08-26,0
17771,34,49477,18666,642,6,1,1,1,0,2063-08-27,1
17772,39,20913,27552,503,38,2,1,1,1,2063-08-28,0
17773,60,83766,2076,722,39,4,0,0,0,2063-08-29,1
17774,36,33055,26484,676,34,3,0,1,1,2063-08-30,0
17775,34,123533,38348,455,2,2,0,0,1,2063-08-31,0
17776,41,77391,22906,751,27,4,0,1,1,2063-09-01,1
17777,53,143623,45474,730,36,2,0,1,1,2063-09-02,0
17778,49,41585,3468,530,3,3,0,1,1,2063-09-03,0
17779,63,47309,26292,551,10,2,1,1,0,2063-09-04,0
17780,69,30864,41334,371,3,0,1,0,0,2063-09-05,0
17781,53,41781,12353,545,3,0,0,1,0,2063-09-06,0
17782,45,114588,32301,832,25,2,0,0,1,2063-09-07,0
17783,31,98133,33346,603,25,2,1,1,0,2063-09-08,0
17784,53,141383,36595,733,8,2,1,0,1,2063-09-09,0
17785,23,20541,8663,759,12,2,1,0,1,2063-09-10,0
17786,26,123166,17817,489,14,2,0,1,1,2063-09-11,0
17787,38,51983,38422,590,26,1,1,0,1,2063-09-12,0
17788,29,29398,3413,379,8,3,0,1,1,2063-09-13,0
17789,47,44759,35191,560,17,4,0,1,0,2063-09-14,0
17790,48,109641,40106,375,31,2,0,0,1,2063-09-15,0
17791,57,81353,8157,517,9,0,1,1,1,2063-09-16,0
17792,21,79325,42943,788,37,1,1,0,1,2063-09-17,0
17793,48,126484,36049,628,35,0,1,0,1,2063-09-18,0
17794,44,75761,15125,468,37,4,1,1,0,2063-09-19,0
17795,42,41118,3646,339,9,1,1,1,0,2063-09-20,0
17796,22,99284,37927,357,6,4,0,0,1,2063-09-21,0
17797,23,106609,38341,557,14,2,1,0,0,2063-09-22,0
17798,22,127752,36760,477,10,4,1,0,0,2063-09-23,0
17799,68,99668,21157,385,9,4,1,1,1,2063-09-24,0
17800,44,96479,21432,410,4,0,1,1,0,2063-09-25,0
17801,25,40480,26269,416,18,2,0,0,0,2063-09-26,0
17802,26,146456,22940,707,31,0,0,1,1,2063-09-27,1
17803,32,59919,38102,588,12,1,1,1,1,2063-09-28,0
17804,53,51081,31671,777,7,2,1,0,1,2063-09-29,0
17805,58,139502,3597,761,10,2,1,1,0,2063-09-30,1
17806,24,56548,4405,522,1,4,1,0,1,2063-10-01,0
17807,49,94010,27714,827,11,3,1,1,0,2063-10-02,1
17808,25,138288,18058,320,16,2,1,0,0,2063-10-03,0
17809,64,141662,38203,685,9,0,1,0,1,2063-10-04,0
17810,68,101791,28845,434,11,0,1,1,0,2063-10-05,0
17811,32,50888,29121,704,38,4,1,0,0,2063-10-06,1
17812,54,51608,1454,701,36,0,1,0,0,2063-10-07,1
17813,36,29401,35149,812,35,4,0,0,1,2063-10-08,0
17814,56,75417,26419,518,37,1,1,1,0,2063-10-09,0
17815,23,85976,35064,577,16,0,0,1,1,2063-10-10,0
17816,36,72959,19324,575,35,2,0,0,1,2063-10-11,0
17817,45,65694,31196,842,31,1,1,1,1,2063-10-12,0
17818,34,52421,13357,750,20,2,0,1,0,2063-10-13,1
17819,59,69625,29462,579,23,1,0,0,0,2063-10-14,0
17820,36,125593,44940,314,20,3,1,1,0,2063-10-15,0
17821,48,136545,49088,465,4,4,1,1,1,2063-10-16,0
17822,28,39163,39709,506,31,3,1,0,0,2063-10-17,0
17823,32,25036,34800,544,14,1,0,1,0,2063-10-18,0
17824,27,68918,30698,791,30,3,1,1,0,2063-10-19,0
17825,60,85521,34036,671,18,3,1,0,1,2063-10-20,0
17826,40,147635,28653,849,9,0,1,1,1,2063-10-21,1
17827,20,147267,17768,415,8,3,0,0,0,2063-10-22,0
17828,20,117193,6353,304,10,2,1,0,1,2063-10-23,0
17829,35,40726,5996,813,23,3,1,0,1,2063-10-24,1
17830,42,112053,35369,336,3,2,1,0,1,2063-10-25,0
17831,60,98011,26557,437,32,2,1,1,1,2063-10-26,0
17832,37,144426,11335,373,30,3,0,1,0,2063-10-27,0
17833,46,97083,42084,806,23,3,0,1,1,2063-10-28,0
17834,39,45132,33253,398,1,1,0,1,1,2063-10-29,0
17835,67,58011,36368,451,5,4,1,1,0,2063-10-30,0
17836,32,108953,28569,323,32,4,1,1,1,2063-10-31,0
17837,56,122646,7150,650,2,3,0,1,1,2063-11-01,1
17838,27,64437,27900,559,35,4,1,0,0,2063-11-02,0
17839,38,50032,45240,339,32,4,0,1,0,2063-11-03,0
17840,69,57822,21404,697,3,3,0,1,0,2063-11-04,1
17841,46,80574,9384,415,37,2,0,1,1,2063-11-05,0
17842,49,138026,3207,326,23,2,0,1,1,2063-11-06,0
17843,27,149315,42447,838,6,2,0,0,0,2063-11-07,0
17844,30,76909,37447,569,5,0,0,1,1,2063-11-08,0
17845,64,62786,6577,732,7,0,0,0,0,2063-11-09,1
17846,40,149918,5342,831,10,2,0,0,0,2063-11-10,1
17847,67,79542,37869,686,4,0,1,1,0,2063-11-11,0
17848,40,47932,1552,427,11,4,0,1,0,2063-11-12,0
17849,48,75446,8113,635,30,2,1,0,0,2063-11-13,1
17850,21,114187,35071,525,19,4,0,0,0,2063-11-14,0
17851,69,73371,45939,685,14,2,1,0,0,2063-11-15,0
17852,66,44570,20434,833,0,0,1,1,0,2063-11-16,1
17853,20,81155,33676,603,33,3,0,0,0,2063-11-17,0
17854,38,26415,46810,480,22,0,1,1,0,2063-11-18,0
17855,19,120198,15441,418,25,1,0,0,1,2063-11-19,0
17856,21,58227,23024,821,17,0,1,0,1,2063-11-20,1
17857,18,111864,41540,547,5,1,0,0,1,2063-11-21,0
17858,32,82098,28261,601,38,4,0,0,0,2063-11-22,1
17859,50,138489,6186,686,22,3,1,1,1,2063-11-23,1
17860,23,71807,29725,640,23,4,0,1,1,2063-11-24,1
17861,24,23518,24892,486,5,4,1,0,1,2063-11-25,0
17862,36,123985,39021,826,17,0,0,0,0,2063-11-26,0
17863,61,41460,45964,728,19,3,1,0,1,2063-11-27,0
17864,18,62440,22459,688,39,4,0,1,1,2063-11-28,1
17865,56,84042,25620,717,16,1,1,0,1,2063-11-29,1
17866,36,79922,30920,746,35,3,1,0,1,2063-11-30,0
17867,62,84624,20283,440,2,0,0,1,0,2063-12-01,0
17868,43,85400,11410,552,25,3,0,1,0,2063-12-02,0
17869,61,49396,34217,765,32,4,1,1,1,2063-12-03,0
17870,29,78897,25942,779,16,3,0,0,0,2063-12-04,1
17871,39,135333,44910,793,25,1,0,1,1,2063-12-05,0
17872,30,144706,1310,829,12,4,1,1,1,2063-12-06,1
17873,45,144429,38540,779,22,3,0,1,1,2063-12-07,0
17874,31,99935,15539,648,29,2,0,0,0,2063-12-08,1
17875,39,99240,49624,658,3,1,0,1,1,2063-12-09,0
17876,47,21698,22775,592,7,0,0,1,1,2063-12-10,0
17877,61,142625,1254,398,30,4,0,0,1,2063-12-11,0
17878,37,105490,13416,582,7,0,1,1,0,2063-12-12,0
17879,61,65573,17734,595,3,4,0,1,0,2063-12-13,0
17880,44,56194,48187,739,24,1,0,0,1,2063-12-14,0
17881,55,64664,33100,531,14,2,1,1,1,2063-12-15,0
17882,59,31416,12386,433,33,3,0,1,1,2063-12-16,0
17883,69,65384,37512,754,32,0,1,1,1,2063-12-17,0
17884,58,41169,36648,505,39,4,0,0,1,2063-12-18,0
17885,51,90110,37146,316,26,1,0,1,0,2063-12-19,0
17886,56,118694,28808,343,17,3,1,1,0,2063-12-20,0
17887,58,67678,11754,497,26,1,1,0,1,2063-12-21,0
17888,61,32699,47820,686,14,1,0,0,1,2063-12-22,0
17889,54,37665,10787,594,3,3,0,1,0,2063-12-23,0
17890,18,101472,15802,718,5,4,0,0,0,2063-12-24,1
17891,32,115076,27283,493,27,2,1,0,1,2063-12-25,0
17892,49,102426,28001,638,13,0,1,1,1,2063-12-26,1
17893,25,120026,31175,533,4,2,0,1,1,2063-12-27,0
17894,50,66999,10134,444,5,4,0,0,0,2063-12-28,0
17895,35,37341,22034,787,14,0,0,1,1,2063-12-29,0
17896,62,124162,7958,436,32,4,0,0,1,2063-12-30,0
17897,46,111846,32237,846,4,0,0,0,1,2063-12-31,0
17898,49,59205,22691,823,37,4,0,1,0,2064-01-01,1
17899,50,69914,37772,811,15,2,0,0,1,2064-01-02,0
17900,22,91132,29620,740,0,0,1,0,1,2064-01-03,1
17901,35,25949,16733,519,6,3,1,0,1,2064-01-04,0
17902,65,66784,49587,528,3,1,0,1,0,2064-01-05,0
17903,27,145435,40429,743,21,3,0,0,0,2064-01-06,0
17904,53,140950,21253,457,29,1,0,1,1,2064-01-07,0
17905,50,115922,40012,842,12,3,0,0,0,2064-01-08,0
17906,40,26621,43877,635,26,3,0,0,0,2064-01-09,0
17907,57,129107,36035,799,29,4,0,0,0,2064-01-10,0
17908,22,81037,19569,364,11,3,0,1,1,2064-01-11,0
17909,51,79103,22147,464,3,3,0,0,1,2064-01-12,0
17910,41,88425,3309,559,10,3,1,0,0,2064-01-13,0
17911,34,60545,15615,565,16,2,0,1,1,2064-01-14,0
17912,48,103262,30100,410,8,1,0,0,1,2064-01-15,0
17913,24,25514,12637,557,14,0,1,0,0,2064-01-16,0
17914,34,59983,21950,723,4,2,0,1,0,2064-01-17,1
17915,45,48656,9131,788,6,0,0,0,0,2064-01-18,1
17916,55,95364,42930,570,9,3,1,1,0,2064-01-19,0
17917,39,113621,35060,360,30,0,0,1,1,2064-01-20,0
17918,32,108538,14574,434,3,0,0,1,1,2064-01-21,0
17919,54,35281,27400,680,12,3,0,0,1,2064-01-22,0
17920,32,51471,23839,777,31,1,0,0,1,2064-01-23,1
17921,67,27753,29900,319,1,2,1,0,1,2064-01-24,0
17922,67,28741,29615,304,32,3,0,0,1,2064-01-25,0
17923,42,87541,24853,818,6,3,1,0,1,2064-01-26,1
17924,38,141559,37626,784,17,0,0,1,1,2064-01-27,0
17925,55,71335,2123,811,1,1,0,1,1,2064-01-28,1
17926,19,47141,30089,501,37,3,0,1,1,2064-01-29,0
17927,44,127254,47307,376,36,1,0,0,0,2064-01-30,0
17928,66,69475,10406,320,36,1,0,0,1,2064-01-31,0
17929,49,92900,15405,302,11,3,1,0,1,2064-02-01,0
17930,38,30117,36578,737,6,2,0,0,1,2064-02-02,0
17931,21,110222,12775,371,11,1,0,0,0,2064-02-03,0
17932,61,21823,16094,579,13,2,1,0,0,2064-02-04,0
17933,36,40005,19225,717,23,4,1,1,0,2064-02-05,1
17934,19,21138,42792,343,32,0,0,0,1,2064-02-06,0
17935,43,54488,7444,752,9,2,1,0,1,2064-02-07,1
17936,51,69875,14390,661,5,0,0,0,0,2064-02-08,1
17937,31,43015,7984,366,27,4,0,1,0,2064-02-09,0
17938,32,22412,14558,304,0,3,1,1,0,2064-02-10,0
17939,37,99331,23844,769,37,3,1,1,1,2064-02-11,1
17940,51,119070,33186,768,39,1,0,1,0,2064-02-12,0
17941,53,33119,46185,774,37,4,1,0,1,2064-02-13,0
17942,36,31573,22661,515,2,0,0,1,1,2064-02-14,0
17943,26,128656,20629,667,28,1,1,1,0,2064-02-15,1
17944,24,95021,37861,563,37,4,1,0,1,2064-02-16,0
17945,47,46943,18142,495,35,2,1,1,1,2064-02-17,0
17946,30,24017,21547,719,5,3,1,0,1,2064-02-18,0
17947,44,57038,11386,369,3,1,0,1,0,2064-02-19,0
17948,61,83285,11707,433,14,0,1,0,1,2064-02-20,0
17949,52,109106,11244,429,26,0,1,1,0,2064-02-21,0
17950,30,131818,30256,556,11,1,0,1,1,2064-02-22,0
17951,32,71110,38075,617,25,2,0,1,0,2064-02-23,0
17952,63,110048,25120,840,26,1,0,0,1,2064-02-24,1
17953,26,48797,9638,386,15,0,0,0,0,2064-02-25,0
17954,62,29186,11608,558,36,4,1,0,0,2064-02-26,0
17955,40,132082,31778,414,13,3,1,0,0,2064-02-27,0
17956,53,42781,1122,321,31,1,0,1,0,2064-02-28,0
17957,57,120155,21858,678,19,4,1,0,0,2064-02-29,1
17958,20,47552,39640,307,12,1,1,1,1,2064-03-01,0
17959,51,26910,43899,321,36,0,1,0,1,2064-03-02,0
17960,36,23871,15297,376,36,2,0,1,0,2064-03-03,0
17961,45,34627,6771,379,34,3,0,0,1,2064-03-04,0
17962,40,105143,16252,589,38,3,1,0,1,2064-03-05,0
17963,57,48586,7649,742,10,1,0,0,1,2064-03-06,1
17964,66,65254,24190,588,4,2,0,1,1,2064-03-07,0
17965,62,94950,21883,698,8,1,0,1,1,2064-03-08,1
17966,24,126285,6078,580,5,2,0,1,0,2064-03-09,0
17967,58,82126,13848,837,29,4,0,0,1,2064-03-10,1
17968,29,144356,16022,439,28,4,0,1,0,2064-03-11,0
17969,31,74029,49197,318,22,3,1,1,0,2064-03-12,0
17970,63,111052,23782,348,25,1,1,1,1,2064-03-13,0
17971,32,64211,14515,538,21,0,0,1,0,2064-03-14,0
17972,20,124665,22666,702,20,0,0,1,0,2064-03-15,1
17973,32,67733,41775,651,5,0,0,0,0,2064-03-16,0
17974,68,135505,28511,757,22,2,0,0,0,2064-03-17,1
17975,41,133472,18783,578,21,1,1,1,1,2064-03-18,0
17976,69,40300,27926,705,17,3,0,1,0,2064-03-19,1
17977,63,93023,5340,639,38,4,0,1,0,2064-03-20,1
17978,25,54838,44295,434,17,4,0,1,0,2064-03-21,0
17979,22,28828,10244,378,29,0,0,0,1,2064-03-22,0
17980,68,133747,5294,648,32,4,0,1,0,2064-03-23,1
17981,21,123110,15388,435,5,1,0,0,0,2064-03-24,0
17982,31,84837,26692,706,18,4,0,1,1,2064-03-25,1
17983,33,26842,7583,652,11,4,0,0,1,2064-03-26,0
17984,37,128872,20672,382,36,3,0,1,1,2064-03-27,0
17985,41,40059,46354,692,17,2,0,1,0,2064-03-28,0
17986,23,146281,25163,830,13,0,1,0,0,2064-03-29,1
17987,48,126165,38999,492,11,3,0,1,1,2064-03-30,0
17988,23,134402,49771,534,3,4,1,1,0,2064-03-31,0
17989,52,51430,18855,765,36,0,1,1,0,2064-04-01,1
17990,32,137208,38846,754,6,4,0,1,0,2064-04-02,0
17991,46,104445,12926,479,32,1,0,0,0,2064-04-03,0
17992,20,49930,45347,327,37,2,0,0,1,2064-04-04,0
17993,28,139705,35077,817,33,3,1,1,1,2064-04-05,0
17994,20,125003,22719,599,9,1,1,0,0,2064-04-06,0
17995,45,88171,48919,667,13,4,1,1,0,2064-04-07,0
17996,27,107692,38839,303,13,1,0,1,1,2064-04-08,0
17997,67,43221,30782,642,11,2,0,0,1,2064-04-09,0
17998,50,32406,29389,713,8,2,0,0,0,2064-04-10,0
17999,65,123463,22621,344,6,4,0,0,0,2064-04-11,0
18000,33,20259,13009,808,15,0,0,1,0,2064-04-12,0
18001,27,39380,11258,779,4,0,0,0,0,2064-04-13,0
18002,50,143635,37915,374,38,1,0,0,0,2064-04-14,0
18003,53,44192,28374,713,27,0,1,1,1,2064-04-15,1
18004,20,138789,10721,635,39,0,0,1,0,2064-04-16,1
18005,22,141142,47915,740,39,2,0,0,0,2064-04-17,0
18006,29,126561,19936,480,6,1,1,0,0,2064-04-18,0
18007,61,35733,28781,753,34,3,0,1,1,2064-04-19,0
18008,30,114189,25315,644,31,4,1,1,0,2064-04-20,1
18009,41,137466,5985,511,13,1,0,1,0,2064-04-21,0
18010,61,70321,24867,437,16,4,1,1,0,2064-04-22,0
18011,49,101129,7492,409,20,3,1,0,1,2064-04-23,0
18012,33,32316,32371,684,31,0,0,1,0,2064-04-24,0
18013,49,68948,40077,599,0,0,1,1,0,2064-04-25,0
18014,62,101568,35956,358,1,1,1,1,1,2064-04-26,0
18015,54,119970,30179,566,34,0,1,1,0,2064-04-27,0
18016,53,110771,13315,471,28,3,0,1,1,2064-04-28,0
18017,38,131491,12268,489,26,4,0,0,0,2064-04-29,0
18018,64,134257,2197,773,37,1,1,0,1,2064-04-30,1
18019,29,106919,10005,483,27,1,0,0,1,2064-05-01,0
18020,68,113653,39736,685,25,2,0,1,0,2064-05-02,0
18021,38,135048,43045,471,6,1,0,1,0,2064-05-03,0
18022,68,77173,33963,386,19,4,0,0,0,2064-05-04,0
18023,38,25714,7727,835,36,4,0,1,0,2064-05-05,0
18024,60,26043,29761,312,33,3,1,0,0,2064-05-06,0
18025,23,76257,45640,300,31,0,0,1,0,2064-05-07,0
18026,26,126056,42599,338,16,4,1,1,1,2064-05-08,0
18027,18,93058,42355,688,15,3,0,0,1,2064-05-09,0
18028,29,72949,10676,406,1,4,0,0,0,2064-05-10,0
18029,31,144953,45500,440,18,3,1,0,1,2064-05-11,0
18030,23,31553,40091,478,30,1,1,0,1,2064-05-12,0
18031,18,128614,41868,604,39,3,1,0,1,2064-05-13,0
18032,39,114045,34830,841,23,4,1,1,1,2064-05-14,0
18033,51,56528,49274,776,26,0,0,0,1,2064-05-15,0
18034,28,49784,11822,352,24,2,0,1,1,2064-05-16,0
18035,20,93904,33844,383,3,2,0,0,1,2064-05-17,0
18036,59,73192,20244,368,31,2,1,1,0,2064-05-18,0
18037,23,26170,20207,465,9,3,1,1,1,2064-05-19,0
18038,23,60896,45487,434,21,1,0,1,1,2064-05-20,0
18039,37,95040,49556,374,17,0,1,1,1,2064-05-21,0
18040,38,125287,4201,502,28,3,0,0,1,2064-05-22,0
18041,19,117072,23429,588,19,1,1,0,1,2064-05-23,0
18042,43,114782,42282,606,10,3,0,0,0,2064-05-24,0
18043,48,105919,49556,693,32,2,1,0,1,2064-05-25,0
18044,43,64007,6648,814,16,3,1,1,1,2064-05-26,1
18045,49,94258,9741,451,36,3,0,0,1,2064-05-27,0
18046,27,146435,37674,429,24,0,0,0,1,2064-05-28,0
18047,40,80849,30752,322,4,0,1,0,1,2064-05-29,0
18048,23,147468,12424,341,11,0,1,0,0,2064-05-30,0
18049,40,132917,6981,702,17,3,0,1,0,2064-05-31,1
18050,45,133638,39350,435,16,3,0,1,0,2064-06-01,0
18051,66,31609,8517,581,27,0,1,1,0,2064-06-02,0
18052,47,64610,40231,637,18,2,0,0,1,2064-06-03,0
18053,31,119565,25934,427,32,2,1,0,0,2064-06-04,0
18054,54,139944,19415,372,16,0,1,1,1,2064-06-05,0
18055,49,90818,20975,659,13,0,1,1,0,2064-06-06,1
18056,66,39270,17165,719,34,1,0,1,0,2064-06-07,0
18057,51,41326,20488,396,8,0,1,1,0,2064-06-08,0
18058,58,141731,21911,809,23,3,0,1,0,2064-06-09,1
18059,61,114500,20808,694,9,0,1,0,1,2064-06-10,1
18060,68,41531,27698,789,32,3,1,0,1,2064-06-11,1
18061,39,77599,24402,468,26,1,0,1,0,2064-06-12,0
18062,48,65960,8538,361,34,2,1,0,1,2064-06-13,0
18063,24,44354,47378,387,6,1,1,1,0,2064-06-14,0
18064,58,101519,42240,707,17,0,1,1,0,2064-06-15,0
18065,38,58639,5622,331,24,4,1,0,1,2064-06-16,0
18066,33,103698,1521,332,6,1,1,0,0,2064-06-17,0
18067,37,123064,22907,764,23,3,1,0,1,2064-06-18,1
18068,60,106280,49994,389,18,4,0,1,0,2064-06-19,0
18069,61,120284,12361,301,35,0,1,1,0,2064-06-20,0
18070,64,70739,13500,493,9,4,0,0,0,2064-06-21,0
18071,67,48128,43808,576,7,0,0,1,1,2064-06-22,0
18072,36,110512,6165,642,33,4,0,1,0,2064-06-23,1
18073,65,108523,41814,399,5,2,0,1,0,2064-06-24,0
18074,49,65832,36319,587,27,0,1,0,1,2064-06-25,0
18075,32,105557,12495,833,31,3,0,0,1,2064-06-26,1
18076,22,109220,3176,368,21,0,0,0,1,2064-06-27,0
18077,28,76316,47872,735,31,1,1,0,1,2064-06-28,0
18078,32,45790,42005,366,17,0,1,1,1,2064-06-29,0
18079,46,86683,42914,579,7,2,0,1,1,2064-06-30,0
18080,67,25550,16805,804,19,2,0,0,1,2064-07-01,0
18081,62,43769,34746,647,13,3,0,1,1,2064-07-02,0
18082,21,130444,20207,640,20,0,0,0,1,2064-07-03,1
18083,66,120754,30224,566,7,4,1,0,0,2064-07-04,0
18084,53,27138,25401,803,12,1,0,1,0,2064-07-05,0
18085,65,138081,49382,471,25,2,0,1,1,2064-07-06,0
18086,40,67404,26216,309,8,2,1,0,0,2064-07-07,0
18087,32,80486,29782,759,35,0,0,1,1,2064-07-08,1
18088,63,101864,29896,540,21,2,1,0,1,2064-07-09,0
18089,61,124661,16552,844,17,3,0,0,0,2064-07-10,1
18090,20,94601,43100,491,30,1,1,0,0,2064-07-11,0
18091,49,74816,1387,477,29,2,1,1,1,2064-07-12,0
18092,27,94101,3896,560,10,4,0,0,0,2064-07-13,0
18093,57,117615,41321,823,14,2,1,1,0,2064-07-14,0
18094,55,21194,44430,585,20,4,0,0,1,2064-07-15,0
18095,39,59255,20710,372,30,3,1,1,0,2064-07-16,0
18096,31,72679,26525,343,16,4,1,1,0,2064-07-17,0
18097,34,49533,49777,473,3,0,1,1,1,2064-07-18,0
18098,38,105401,35089,746,0,1,1,1,1,2064-07-19,0
18099,68,130892,10772,325,12,0,0,1,0,2064-07-20,0
18100,65,25615,23116,582,14,2,0,1,1,2064-07-21,0
18101,32,125762,13697,594,35,1,0,0,0,2064-07-22,0
18102,32,35084,3842,688,37,2,1,1,0,2064-07-23,0
18103,18,28016,34688,784,2,1,0,1,1,2064-07-24,0
18104,41,116692,26372,514,12,2,1,1,1,2064-07-25,0
18105,29,46725,7509,847,26,4,0,1,1,2064-07-26,1
18106,27,54825,15801,812,4,2,1,0,0,2064-07-27,1
18107,63,64072,41469,351,18,2,0,0,0,2064-07-28,0
18108,59,38801,34113,562,38,4,1,1,0,2064-07-29,0
18109,59,134813,2715,614,20,3,0,0,0,2064-07-30,1
18110,69,121136,22076,622,35,4,0,0,0,2064-07-31,1
18111,48,57246,31100,789,27,3,0,0,0,2064-08-01,0
18112,28,42854,2159,562,16,3,0,1,0,2064-08-02,0
18113,33,77793,1321,680,22,3,0,0,1,2064-08-03,1
18114,26,57386,15561,563,14,2,1,1,1,2064-08-04,0
18115,64,34142,3065,333,17,4,1,1,0,2064-08-05,0
18116,31,37393,32568,417,24,4,1,0,1,2064-08-06,0
18117,36,23778,41590,715,38,1,1,0,0,2064-08-07,0
18118,48,119245,24380,824,23,2,0,0,1,2064-08-08,1
18119,26,121907,9786,661,1,0,0,1,0,2064-08-09,1
18120,53,122284,6434,672,25,0,1,1,0,2064-08-10,1
18121,56,35318,9313,422,16,2,0,1,1,2064-08-11,0
18122,43,122672,33159,764,34,4,1,0,1,2064-08-12,0
18123,25,67068,25586,553,2,2,1,0,1,2064-08-13,0
18124,41,126997,39865,464,7,0,0,0,0,2064-08-14,0
18125,25,64778,40324,731,21,3,1,0,1,2064-08-15,0
18126,36,134150,27434,450,2,3,1,0,1,2064-08-16,0
18127,64,118207,33241,796,5,4,1,1,1,2064-08-17,0
18128,65,117506,17771,612,0,1,1,0,0,2064-08-18,1
18129,47,21250,1219,519,2,3,0,0,0,2064-08-19,0
18130,39,76161,10352,533,13,3,0,1,0,2064-08-20,0
18131,26,63348,49293,843,16,3,0,0,0,2064-08-21,0
18132,61,38703,25326,699,32,4,1,0,0,2064-08-22,0
18133,65,58678,28042,671,28,4,1,1,0,2064-08-23,1
18134,21,108458,34198,462,37,2,0,0,1,2064-08-24,0
18135,54,72347,44041,657,9,0,0,0,1,2064-08-25,0
18136,25,88493,13606,540,38,3,1,1,1,2064-08-26,0
18137,18,42722,28912,731,38,0,1,1,0,2064-08-27,1
18138,45,33894,13562,731,35,1,1,0,1,2064-08-28,0
18139,23,77063,18817,834,20,3,0,0,0,2064-08-29,1
18140,64,45772,26773,610,32,3,1,1,0,2064-08-30,1
18141,53,118290,10527,411,31,1,0,1,1,2064-08-31,0
18142,28,56042,22162,322,12,4,1,0,1,2064-09-01,0
18143,22,111168,12677,706,24,2,0,0,0,2064-09-02,1
18144,67,128754,38415,481,1,4,0,1,0,2064-09-03,0
18145,41,115020,8651,728,35,0,1,0,0,2064-09-04,1
18146,64,84181,29854,626,12,1,1,1,0,2064-09-05,1
18147,35,67856,34209,823,1,3,1,1,0,2064-09-06,0
18148,37,55816,39686,376,1,3,0,1,0,2064-09-07,0
18149,45,146002,34257,657,28,0,0,0,1,2064-09-08,0
18150,30,120210,49174,475,8,3,0,1,0,2064-09-09,0
18151,22,88475,4020,505,29,4,0,0,0,2064-09-10,0
18152,47,116086,44300,486,33,1,1,0,1,2064-09-11,0
18153,18,31670,29637,774,35,4,0,0,0,2064-09-12,0
18154,39,127036,21152,665,38,4,1,0,1,2064-09-13,1
18155,35,143397,11318,622,25,2,0,1,1,2064-09-14,1
18156,63,115142,22688,450,32,1,0,1,0,2064-09-15,0
18157,22,81572,30282,797,31,2,0,0,0,2064-09-16,0
18158,48,99967,22378,431,27,2,0,0,0,2064-09-17,0
18159,23,143303,19076,424,19,3,1,1,0,2064-09-18,0
18160,44,29049,4543,358,11,0,0,0,0,2064-09-19,0
18161,42,117229,28222,512,15,2,0,1,0,2064-09-20,0
18162,46,138865,3376,580,1,3,1,0,1,2064-09-21,0
18163,45,31028,48100,688,27,3,1,0,0,2064-09-22,0
18164,33,124762,27113,684,15,1,0,0,1,2064-09-23,1
18165,29,54520,1398,779,28,2,1,1,1,2064-09-24,1
18166,37,49587,9159,447,10,4,1,0,1,2064-09-25,0
18167,35,76599,39646,438,26,0,1,0,1,2064-09-26,0
18168,51,38050,21124,652,1,4,1,1,0,2064-09-27,0
18169,40,84597,24847,399,38,2,1,0,1,2064-09-28,0
18170,62,87399,43720,510,13,4,1,0,0,2064-09-29,0
18171,44,24461,6433,722,9,2,0,1,0,2064-09-30,0
18172,66,132440,22830,663,24,4,1,0,0,2064-10-01,1
18173,34,128909,19650,472,18,2,0,1,1,2064-10-02,0
18174,65,57980,41613,740,19,1,0,0,1,2064-10-03,0
18175,38,22118,7814,536,30,3,0,0,0,2064-10-04,0
18176,67,98149,2661,769,31,3,0,1,1,2064-10-05,1
18177,57,58394,33448,565,21,1,0,0,0,2064-10-06,0
18178,48,62309,11538,597,13,3,1,1,1,2064-10-07,0
18179,20,113003,3202,405,16,2,1,0,0,2064-10-08,0
18180,34,27358,2653,690,33,4,0,0,0,2064-10-09,0
18181,67,132853,28612,684,9,0,1,1,0,2064-10-10,1
18182,43,62030,2026,436,21,0,0,0,1,2064-10-11,0
18183,40,103673,25220,469,16,1,1,0,1,2064-10-12,0
18184,23,112248,17360,581,34,3,1,1,1,2064-10-13,0
18185,45,113970,5966,506,27,4,1,1,1,2064-10-14,0
18186,25,76291,3035,386,33,0,1,0,1,2064-10-15,0
18187,62,49922,1652,558,21,4,0,0,0,2064-10-16,0
18188,25,144300,32584,793,7,0,1,1,1,2064-10-17,0
18189,36,124664,42555,423,9,4,1,0,0,2064-10-18,0
