ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,FamilySize,OwnsCar,OwnsPropertyBefore,OwnsHouse
21391,55,137032,38433,555,19,7,1,0,1
21392,55,106706,41174,500,14,9,0,0,1
21393,40,147537,454364,561,35,9,0,1,1
21394,65,76436,378812,656,3,9,0,0,0
21395,51,73126,340798,743,3,5,0,0,0
21396,50,43578,448328,592,7,1,0,0,0
21397,56,137046,170790,656,33,2,1,0,1
21398,35,77022,412619,757,32,6,0,0,1
21399,65,174474,102180,687,30,7,0,0,1
21400,65,68802,303499,392,36,8,1,1,1
21401,33,191935,354575,813,7,7,0,1,1
21402,43,93165,276370,689,11,5,1,1,1
21403,44,108069,123723,836,36,8,1,0,1
21404,65,174302,50816,573,9,6,1,1,1
21405,54,183824,220864,622,12,4,0,1,1
21406,36,88594,489490,804,4,4,0,0,1
21407,65,69310,284467,760,0,1,0,1,1
21408,61,133971,431741,758,24,5,1,1,1
21409,64,111791,307115,816,8,5,1,0,1
21410,23,180695,304356,304,12,7,1,1,1
21411,30,148194,463996,439,10,7,0,1,1
21412,66,64510,474923,428,36,5,1,1,1
21413,34,111837,169857,564,28,1,1,0,1
21414,49,172243,286924,358,28,4,0,1,1
21415,43,147924,336131,431,7,6,1,0,1
21416,21,165103,400786,565,8,2,1,1,1
21417,62,173758,10727,480,38,9,1,0,1
21418,53,135983,70828,334,34,9,1,0,1
21419,42,118232,136352,563,39,1,0,1,1
21420,50,79924,460048,790,24,1,1,1,1
21421,56,165702,124600,409,32,3,1,1,1
21422,32,138564,424195,416,27,1,1,1,1
21423,52,21823,54023,332,18,6,0,1,1
21424,26,104248,81117,715,0,4,1,1,1
21425,51,183744,87155,623,31,8,1,0,1
21426,26,35606,394863,390,15,8,1,0,0
21427,61,189051,96095,791,24,7,0,0,1
21428,57,88430,128385,680,13,7,1,1,1
21429,63,104615,77144,647,36,2,0,0,1
21430,32,122400,284569,420,37,8,1,0,1
21431,43,145242,287016,599,3,8,0,1,1
21432,47,25410,362892,791,1,8,1,1,1
21433,51,59392,286418,356,8,2,1,0,0
21434,62,113455,315543,550,9,9,1,0,1
21435,37,92333,198344,769,11,1,1,1,1
21436,53,155956,338018,348,29,8,1,0,1
21437,67,38745,383421,428,4,5,1,1,0
21438,53,195672,8799,678,30,4,0,1,1
21439,57,120490,468032,337,1,3,1,0,0
21440,20,102417,34206,638,20,4,0,0,1
21441,62,117606,231569,340,2,1,1,1,1
21442,69,54936,478717,617,0,1,0,1,1
21443,61,117671,147342,753,18,2,0,1,1
21444,50,124912,80919,378,9,9,1,1,1
21445,69,27133,213568,663,16,8,0,1,1
21446,20,115408,244366,332,39,1,0,0,1
21447,35,186251,453846,373,1,4,1,1,1
21448,58,48832,216433,568,32,6,0,0,0
21449,34,102583,480050,684,17,5,1,1,1
21450,52,119270,459283,501,17,4,1,0,1
21451,42,94277,434525,783,0,2,0,1,1
21452,60,133998,159230,677,4,3,0,1,1
21453,53,90378,210930,468,4,8,1,1,1
21454,36,194168,23603,848,10,8,0,1,1
21455,44,37276,325836,477,32,8,0,0,0
21456,61,62208,97156,490,36,6,1,1,1
21457,25,70342,299772,338,7,6,1,1,1
21458,50,173483,323381,436,1,6,0,1,1
21459,24,167792,20600,303,16,4,0,1,1
21460,59,180333,315453,308,22,9,0,1,1
21461,59,184274,205834,629,18,8,0,1,1
21462,49,150569,410153,753,18,7,1,1,1
21463,24,49739,492792,783,34,7,0,0,1
21464,31,95559,76421,848,4,1,0,0,1
21465,26,144380,272613,723,38,5,1,0,1
21466,64,79500,376920,782,21,1,0,1,1
21467,32,125147,333302,808,8,2,1,0,1
21468,68,123493,382949,670,11,4,1,0,1
21469,23,152839,496056,814,13,2,1,0,1
21470,69,196670,90790,603,12,5,1,0,1
21471,61,161256,15719,839,35,7,1,1,1
21472,22,44249,226921,362,8,9,1,1,1
21473,31,88716,260458,378,24,9,0,0,1
21474,20,133248,76764,670,39,1,0,0,1
21475,46,199014,257572,816,16,3,1,1,1
21476,62,55079,416295,418,14,8,0,0,0
21477,69,130881,130873,408,7,5,1,1,1
21478,32,94256,281824,684,1,7,0,1,1
21479,36,83581,366982,642,4,3,0,0,1
21480,27,38769,90577,754,1,6,1,1,1
21481,51,95316,483691,733,0,9,0,0,1
21482,39,81326,14322,566,18,1,0,0,1
21483,36,118111,396455,606,10,2,0,0,1
21484,53,103564,8610,834,12,6,1,0,1
21485,54,185432,5833,685,11,1,1,1,1
21486,54,81075,89814,768,13,8,1,0,1
21487,57,199260,421237,631,31,5,1,1,1
21488,61,91194,295437,348,34,6,1,1,1
21489,43,74702,39634,662,27,6,1,1,1
21490,37,179842,202738,370,12,6,0,0,1
21491,69,199739,311517,723,26,5,1,1,1
21492,65,71845,55432,801,32,9,0,1,1
21493,67,43336,399428,544,32,3,1,0,0
21494,58,103258,185126,688,37,4,0,1,1
21495,52,72446,486956,732,8,9,0,0,1
21496,68,116077,308412,833,25,2,0,0,1
21497,42,107228,240689,801,4,6,0,0,1
21498,44,31215,282220,410,33,1,1,1,1
21499,56,173904,151263,622,2,1,1,1,1
21500,46,47396,339814,493,28,1,1,0,0
21501,20,183295,74407,390,17,7,1,0,1
21502,40,139562,409755,784,29,9,1,1,1
21503,68,122229,392995,797,14,9,1,1,1
21504,29,175370,481776,654,13,6,1,0,1
21505,50,185927,256777,528,39,3,1,0,1
21506,63,131067,391996,302,3,8,0,0,0
21507,44,94406,237763,538,24,3,1,1,1
21508,39,131429,318116,722,19,9,0,0,1
21509,21,147507,13050,475,23,8,0,1,1
21510,67,84899,348635,547,22,9,0,1,1
21511,34,117240,301284,499,24,8,1,0,1
21512,47,186668,62449,581,19,4,1,1,1
21513,32,128619,417175,778,13,4,0,0,1
21514,69,87848,381857,536,33,7,1,0,1
21515,33,66047,33258,742,32,5,0,1,1
21516,69,47908,305370,412,16,4,0,0,0
21517,21,44482,301076,605,22,1,0,0,1
21518,53,193424,449478,492,15,7,0,0,1
21519,54,72887,162475,635,29,6,1,0,1
21520,56,136712,449959,543,7,8,1,1,1
21521,44,32369,284779,619,36,4,0,0,1
21522,67,21660,372557,442,1,1,1,1,0
21523,34,184069,183645,687,3,6,0,1,1
21524,31,46197,334131,845,21,9,0,0,1
21525,28,141129,272640,564,2,3,1,0,0
21526,50,37962,293300,449,27,9,1,1,1
21527,33,85816,205378,741,11,2,0,0,1
21528,48,49201,235936,312,14,2,1,0,0
21529,67,120759,380938,450,27,9,1,1,1
21530,62,69141,58710,347,28,3,0,1,1
21531,57,165086,429480,453,32,8,0,0,1
21532,61,199150,122200,309,36,4,1,1,1
21533,27,81662,405315,388,36,6,1,0,1
21534,67,140681,253159,436,0,7,0,0,0
21535,22,149717,316720,467,21,4,1,0,1
21536,21,195283,434363,767,9,1,1,1,1
21537,35,164385,427487,771,23,4,1,1,1
21538,38,189891,471469,763,21,4,0,1,1
21539,49,148919,325075,401,30,6,1,0,1
21540,60,133773,380943,839,17,1,1,0,1
21541,35,116159,379603,638,12,4,1,1,1
21542,50,148306,474913,477,30,5,0,1,1
21543,47,183212,30589,460,35,9,1,1,1
21544,23,75913,238599,493,4,1,0,1,0
21545,29,98590,490102,526,19,9,1,0,1
21546,64,52781,289262,566,38,6,0,0,0
21547,37,52016,66883,456,6,1,0,1,1
21548,66,149679,271261,355,7,9,0,0,1
21549,51,117183,344372,590,7,8,0,1,1
21550,49,71406,429550,690,35,3,0,1,1
21551,55,80010,224820,837,22,5,0,0,1
21552,28,101142,24000,604,14,5,1,0,1
21553,55,30974,218778,822,31,9,1,0,1
21554,48,33067,494046,769,16,2,1,0,1
21555,35,52480,141068,800,12,6,1,0,1
21556,47,21098,434389,511,36,4,1,1,1
21557,40,159188,102534,711,38,4,0,0,1
21558,66,33354,91087,820,26,4,1,0,1
21559,21,39588,119194,333,26,5,1,0,0
21560,65,28622,465474,552,16,8,0,0,0
21561,54,86330,289643,478,22,6,0,1,1
21562,47,105886,58679,749,31,9,1,0,1
21563,55,195539,447057,706,33,2,0,0,1
21564,50,50775,86285,570,29,1,0,0,0
21565,52,61167,37248,741,16,3,1,1,1
21566,42,166146,277286,439,21,8,1,1,1
21567,60,145031,299026,495,18,5,1,0,1
21568,36,109935,231746,475,34,5,0,0,1
21569,65,81909,131925,734,3,5,0,0,1
21570,68,20579,137902,687,31,6,1,0,1
21571,20,81689,260786,373,11,9,1,1,1
21572,61,180346,70632,616,23,7,0,1,1
21573,42,180146,76273,606,23,5,1,1,1
21574,67,91705,172224,325,0,6,0,1,1
21575,46,175387,275334,521,37,4,1,1,1
21576,44,163369,126766,562,10,1,0,0,1
21577,51,84101,189702,664,13,1,1,0,1
21578,38,106014,140616,302,3,9,0,1,1
21579,43,62480,59764,759,6,4,0,0,1
21580,22,133799,259183,460,28,1,0,1,1
21581,31,35183,115698,602,22,5,0,0,1
21582,54,34879,3295,439,16,1,1,1,1
21583,34,118399,298553,449,36,3,0,1,1
21584,36,163148,324971,440,8,9,0,1,1
21585,69,154582,294641,606,0,7,1,1,1
21586,51,91343,49503,460,30,1,0,0,1
21587,26,53382,262071,485,21,6,1,0,0
21588,38,183002,232527,431,2,8,0,1,1
21589,26,92740,356257,730,29,7,0,1,1
21590,24,158449,442543,524,7,7,1,1,1
21591,59,158095,488287,794,15,9,1,1,1
21592,40,195518,164005,355,9,7,1,0,1
21593,67,165378,24999,391,17,8,0,1,1
21594,67,159006,451410,415,15,5,0,0,1
21595,66,147106,301664,316,4,6,1,1,1
21596,26,93540,59804,491,3,8,1,1,1
21597,56,63105,294356,739,9,1,0,0,1
21598,42,41946,203428,803,34,5,1,1,1
21599,30,195049,320242,574,24,7,0,0,1
21600,29,193804,112262,510,11,6,1,0,1
21601,40,25634,234729,300,7,5,0,0,0
21602,60,46242,449615,612,33,4,1,1,1
21603,52,107259,76236,671,0,4,0,1,1
21604,39,68489,355878,721,16,8,0,0,1
21605,52,141786,292350,447,16,4,0,0,1
21606,59,27048,315131,670,36,4,0,1,1
21607,54,112828,457060,734,3,2,0,0,1
21608,53,127017,413841,639,7,1,0,1,1
21609,55,86458,93065,450,9,4,0,0,1
21610,46,48606,209079,650,24,8,1,0,1
21611,38,138892,14102,796,25,9,1,0,1
21612,62,74077,447062,401,36,9,0,1,1
21613,24,49329,85431,560,15,8,1,0,0
21614,48,190325,127975,719,11,4,1,1,1
21615,29,96848,67811,606,34,4,1,0,1
21616,59,106681,232864,386,36,5,1,1,1
21617,32,114980,215980,715,11,6,1,1,1
21618,48,110440,425577,413,34,7,1,1,1
21619,24,92235,308299,502,4,4,1,1,1
21620,31,58123,480467,540,16,7,0,0,0
21621,32,32183,107898,373,25,7,0,0,0
21622,41,21464,106401,693,26,9,1,1,1
21623,59,146072,141189,374,8,1,0,0,1
21624,34,165655,287351,529,3,8,0,0,0
21625,32,120338,448393,355,25,6,0,1,1
21626,20,89126,247497,533,33,2,0,1,1
21627,57,84531,390978,765,33,4,0,1,1
21628,62,173963,21669,812,30,6,1,0,1
21629,64,192520,146523,505,14,9,0,0,1
21630,20,21426,389966,713,15,9,0,1,1
21631,30,199444,265643,544,30,3,0,0,1
21632,62,185439,184062,405,32,4,0,0,1
21633,59,166219,231176,476,31,6,1,0,1
21634,41,196792,12483,458,9,9,0,1,1
21635,54,29232,271973,348,28,8,1,0,0
21636,63,101958,300913,487,1,1,0,0,0
21637,25,47288,10490,398,23,8,0,0,0
21638,47,104834,455069,771,23,4,0,1,1
21639,50,176397,376805,386,8,4,1,1,1
21640,27,106977,279072,711,37,5,1,0,1
21641,24,182100,445067,787,32,4,0,1,1
21642,61,156422,26742,347,4,8,0,1,1
21643,67,39137,27106,787,10,2,1,1,1
21644,63,156441,443071,495,10,1,1,0,1
21645,36,155945,58364,539,37,1,1,0,1
21646,57,112161,217675,813,12,5,1,1,1
21647,28,138234,272546,568,32,1,0,0,1
21648,29,188588,252905,771,3,6,0,0,1
21649,39,184021,389221,312,34,4,0,0,1
21650,33,157217,397885,409,5,2,0,0,0
21651,33,105161,115060,751,1,4,1,0,1
21652,45,164653,80528,491,2,5,1,1,1
21653,48,45552,143328,511,11,6,0,1,1
21654,68,104843,29985,598,1,1,0,0,0
21655,46,128592,494674,598,27,1,0,1,1
21656,44,76291,492988,686,4,6,1,1,1
21657,35,101825,195667,322,8,4,1,1,1
21658,55,119612,244185,356,21,9,0,0,1
21659,53,165262,86077,613,11,3,1,1,1
21660,35,159643,35429,547,2,9,1,0,0
21661,52,82230,388841,739,4,9,1,0,1
21662,22,196911,469257,646,12,2,1,1,1
21663,42,127718,168369,364,30,8,0,1,1
21664,30,77408,101494,758,2,1,1,0,0
21665,67,175308,146759,736,17,4,1,1,1
21666,37,162464,225075,654,15,4,1,1,1
21667,66,46891,1926,388,1,7,1,1,0
21668,60,79478,398249,386,10,3,0,0,0
21669,63,58488,176440,412,23,4,0,1,1
21670,48,163326,115360,348,28,4,0,1,1
21671,69,89463,389045,751,6,9,1,0,1
21672,24,113577,164078,330,18,6,1,1,1
21673,43,22497,320233,775,16,5,0,0,1
21674,48,154048,294869,662,6,2,0,1,1
21675,48,167926,346850,450,2,2,0,1,1
21676,45,162979,398262,610,33,3,1,1,1
21677,59,49436,56072,685,33,8,0,1,1
21678,22,44685,274604,618,32,5,1,1,1
21679,21,195912,135973,598,31,4,1,0,1
21680,44,139077,9362,606,23,2,0,1,1
21681,38,131927,14815,465,20,2,1,1,1
21682,59,197355,399713,827,31,8,0,1,1
21683,21,82891,352043,439,26,3,0,0,1
21684,38,86495,151869,722,21,7,0,0,1
21685,20,87095,6890,488,13,1,0,0,1
21686,46,35677,390028,584,13,7,0,1,1
21687,64,148398,343765,381,10,1,1,0,1
21688,68,72925,457506,733,25,7,1,0,1
21689,54,130857,375856,652,26,8,1,0,1
21690,60,133633,115496,614,19,1,1,1,1
21691,24,150110,312886,657,2,6,0,0,1
21692,57,155834,295630,391,29,8,1,1,1
21693,23,38451,346510,661,16,9,1,1,1
21694,36,32027,45411,682,10,5,1,0,1
21695,40,159220,208991,707,5,9,0,1,1
21696,67,194146,59533,748,0,4,0,0,1
21697,50,157580,167389,521,11,6,0,1,1
21698,67,162224,56762,427,31,8,0,0,1
21699,41,146050,364205,522,10,6,1,1,1
21700,30,114868,105549,520,4,5,1,1,1
21701,53,166384,406043,584,37,5,0,1,1
21702,68,55999,304826,801,7,9,0,0,1
21703,34,133455,206833,764,18,8,0,1,1
21704,69,150725,51810,740,21,2,0,0,1
21705,29,65083,419749,636,34,3,1,0,1
21706,57,38897,310823,802,32,6,0,1,1
21707,51,167131,327346,534,24,4,0,0,1
21708,67,38245,419297,309,19,1,1,0,0
21709,50,176869,114244,638,36,4,0,1,1
21710,56,107248,206984,477,19,6,0,0,1
21711,63,164820,130954,486,3,7,0,1,1
21712,47,87849,194415,404,8,5,1,1,1
21713,50,69921,360723,652,21,4,1,1,1
21714,25,154634,259361,574,11,8,1,1,1
21715,33,128453,262886,528,18,1,0,0,1
21716,42,194336,284740,605,27,1,0,1,1
21717,35,115065,392312,356,23,1,1,1,1
21718,44,93419,265376,827,35,2,0,1,1
21719,58,61032,172187,395,22,9,1,1,1
21720,21,98860,198836,313,31,1,0,1,1
21721,57,148504,121507,543,36,1,1,1,1
21722,60,57888,81704,337,11,2,1,0,0
21723,58,29374,30365,367,18,1,1,1,1
21724,53,91164,29934,539,22,2,1,0,1
21725,59,153314,78874,397,20,9,1,0,1
21726,62,47959,7345,489,2,4,1,1,0
21727,44,28594,92137,356,38,8,0,1,1
21728,55,124451,415370,820,1,6,1,0,1
21729,35,20764,108432,531,13,4,1,1,1
21730,37,77115,334457,821,19,8,1,0,1
21731,32,32409,105137,579,21,9,1,0,0
21732,56,39386,184939,621,33,2,1,0,1
21733,46,84195,83999,794,7,1,0,1,1
21734,53,43510,449558,656,27,7,0,0,1
21735,30,47338,22700,500,14,4,1,1,1
21736,20,33552,321041,448,5,6,1,0,0
21737,32,23124,77851,642,26,6,0,0,1
21738,49,154267,28464,322,24,7,1,1,1
21739,24,110421,184105,301,8,8,0,0,1
21740,37,190835,339214,755,28,2,1,0,1
21741,33,162224,293139,328,25,4,1,1,1
21742,32,157913,460191,330,36,6,0,1,1
21743,51,140844,331222,308,36,5,1,0,1
21744,26,186096,118327,707,35,8,0,1,1
21745,27,96851,175559,544,7,2,0,0,1
21746,69,28078,362804,719,39,5,1,1,1
21747,26,58787,136618,422,22,3,0,1,1
21748,68,151921,199505,793,34,7,0,0,1
21749,35,44682,357475,614,0,4,0,0,0
21750,62,71823,118642,535,23,9,1,1,1
21751,50,110231,230140,825,28,2,0,1,1
21752,46,26210,409686,720,15,1,0,1,1
21753,52,178682,331029,361,4,4,0,1,1
21754,48,132721,231521,441,0,6,1,1,1
21755,27,191984,425875,551,32,5,0,1,1
21756,52,74968,429026,492,1,1,0,0,0
21757,60,50583,361935,326,34,4,1,0,0
21758,38,25788,218096,739,16,4,1,0,1
21759,40,52686,135090,699,0,9,1,0,0
21760,60,68755,486968,319,39,9,1,0,0
21761,40,54929,169001,398,12,4,1,1,1
21762,44,192791,286515,629,7,6,0,0,1
21763,61,152718,145996,498,11,9,0,0,1
21764,42,114661,72158,630,15,6,0,0,1
21765,30,66015,47085,412,10,6,0,1,1
21766,52,159495,117231,361,37,4,0,0,1
21767,39,128090,325401,394,4,8,1,0,0
21768,44,182564,151767,363,32,8,0,1,1
21769,45,102481,422875,412,32,6,0,1,1
21770,59,141147,104382,563,9,4,0,1,1
21771,31,21806,74208,766,26,8,0,1,1
21772,51,86411,400572,622,19,7,1,1,1
21773,52,176640,276055,524,12,2,0,1,1
21774,29,62516,156785,512,13,9,0,0,0
21775,23,106273,413629,494,13,9,0,1,1
21776,34,80915,405826,583,35,5,0,1,1
21777,25,126065,178108,384,8,4,1,0,1
21778,46,167372,80429,339,24,9,0,1,1
21779,24,75958,441776,410,1,3,1,0,0
21780,24,28616,236414,587,2,1,1,0,0
21781,37,87136,122007,600,0,9,0,0,0
21782,47,50207,50221,492,21,7,0,1,1
21783,54,152412,402046,457,21,6,1,0,1
21784,41,45205,61940,507,39,7,1,1,1
21785,53,81573,48440,504,31,7,1,1,1
21786,23,136753,95303,680,18,9,0,0,1
21787,37,191774,439787,612,30,8,0,1,1
21788,60,118471,328589,336,30,6,0,1,1
21789,45,81356,96129,843,9,7,0,0,1
21790,61,93744,178309,539,31,9,0,0,1
21791,41,152617,192075,756,13,2,1,1,1
21792,66,37914,47164,753,35,2,0,0,1
21793,52,23813,100003,606,4,8,0,1,1
21794,62,21497,298329,489,16,3,1,0,0
21795,33,151614,270300,844,2,2,0,0,1
21796,50,132945,116163,812,17,6,0,0,1
21797,29,102298,171037,458,5,3,0,0,0
21798,43,24435,280443,454,4,3,0,1,0
21799,40,24302,141555,355,25,6,1,1,1
21800,67,64453,309007,487,0,8,1,0,0
21801,27,146343,383295,453,19,2,0,1,1
21802,51,127341,8823,716,27,1,0,0,1
21803,50,154924,153439,781,7,8,1,1,1
21804,53,139509,140706,395,32,6,1,0,1
21805,42,118977,69607,717,28,9,1,0,1
21806,44,121824,10263,722,33,2,1,1,1
21807,26,198020,220190,438,18,3,1,0,1
21808,38,96767,33388,753,27,5,1,0,1
21809,26,22057,94822,373,8,2,0,0,0
21810,66,81789,366980,834,29,3,1,1,1
21811,27,83208,277901,779,27,9,0,1,1
21812,33,130454,161572,686,0,7,1,1,1
21813,20,48888,105827,598,31,1,0,0,0
21814,32,124451,340048,833,34,6,0,0,1
21815,22,165044,120211,388,39,2,1,1,1
21816,47,118172,278336,349,5,9,0,1,1
21817,57,111836,297615,597,16,3,1,1,1
21818,34,120957,263018,547,6,1,1,0,1
21819,55,82027,70230,414,38,4,0,0,1
21820,22,158328,334986,765,7,7,1,0,1
21821,23,51541,497264,451,6,3,0,1,1
21822,24,78173,341059,556,23,5,1,1,1
21823,69,149298,313711,523,17,4,0,0,1
21824,45,80929,258987,695,24,9,1,1,1
21825,44,92285,205526,319,11,7,1,1,1
21826,29,129880,163166,403,12,9,0,1,1
21827,27,123410,23326,400,19,3,0,1,1
21828,31,174882,224068,332,19,4,0,1,1
21829,22,37686,219866,469,38,4,0,0,0
21830,46,92269,205020,759,12,6,0,1,1
21831,69,90341,263372,516,32,3,0,0,1
21832,42,34661,345580,801,22,9,1,0,1
21833,59,30152,360930,698,24,8,0,1,1
21834,52,103620,133692,477,14,5,0,1,1
21835,33,142374,117128,706,13,9,0,0,1
21836,42,47596,88881,427,33,6,1,1,1
21837,50,114217,438929,491,18,6,0,0,1
21838,32,79766,376316,460,32,5,1,0,0
21839,31,135333,157180,409,15,5,0,0,1
21840,54,27619,499726,332,21,8,1,0,0
21841,37,54759,481559,339,14,6,1,1,1
21842,40,49805,389982,448,9,4,1,0,0
21843,64,35791,13044,375,5,8,0,1,0
21844,66,105292,95406,398,0,9,1,0,0
21845,61,24747,143046,612,13,3,0,0,1
21846,20,137829,419528,385,37,3,0,1,1
21847,57,51636,17018,649,3,2,0,1,1
21848,60,73471,383439,378,6,7,0,1,1
21849,61,165631,163617,459,10,6,0,0,1
21850,66,169210,305631,722,0,6,1,0,1
21851,28,20750,296214,588,38,5,1,1,1
21852,42,51350,22006,340,35,9,1,0,0
21853,33,53610,280211,794,36,7,0,1,1
21854,30,116469,492076,313,17,4,1,0,1
21855,26,170870,36982,414,4,8,1,1,1
21856,50,77110,213283,355,39,8,1,0,0
21857,43,38687,362376,310,39,9,1,1,1
21858,45,145594,178445,317,7,3,0,1,1
21859,49,70657,181674,479,13,5,0,0,0
21860,53,168883,147155,775,1,1,0,1,1
21861,65,171310,223564,663,36,1,0,0,1
21862,57,197539,168380,513,1,8,1,0,0
21863,24,66108,129360,303,18,9,1,0,0
21864,24,178390,246677,589,22,6,1,0,1
21865,38,24071,330372,813,17,7,0,0,1
21866,57,87910,303715,557,28,4,1,0,1
21867,47,98901,176954,829,22,5,0,0,1
21868,45,189449,206623,644,12,2,1,0,1
21869,61,79808,299996,725,29,6,1,1,1
21870,42,72957,126316,695,5,1,1,0,0
21871,65,138623,99531,836,36,1,0,1,1
21872,68,66077,247330,533,25,4,0,0,0
21873,49,31812,88323,494,23,1,0,0,0
21874,22,137964,462032,839,36,4,1,1,1
21875,47,113062,2516,374,36,9,0,0,1
21876,52,41558,491857,423,14,6,0,0,0
21877,61,153342,357678,564,11,1,1,1,1
21878,22,95883,472166,784,11,2,1,0,1
21879,24,190701,188488,332,24,5,1,1,1
21880,38,37067,496717,832,9,9,1,1,1
21881,61,103963,113845,746,4,3,1,0,1
21882,67,70684,91637,418,32,8,0,1,1
21883,20,88613,487145,342,34,2,0,1,1
21884,57,118810,211387,711,27,9,0,0,1
21885,28,193854,358249,445,6,4,0,1,1
21886,24,78538,26162,422,13,9,1,0,0
21887,65,163552,275543,368,18,2,0,0,1
21888,61,88339,226188,340,34,2,0,1,1
21889,53,90835,74914,599,19,3,0,0,1
21890,56,167164,362767,734,18,8,1,0,1
21891,52,114717,367850,653,18,4,1,1,1
21892,44,188393,129091,848,31,6,1,1,1
21893,61,24662,462082,358,7,8,1,1,1
21894,48,53737,318525,596,26,7,1,1,1
21895,44,50545,320542,453,32,3,0,1,1
21896,28,151333,329856,671,33,9,1,1,1
21897,22,117078,24893,588,22,3,1,1,1
21898,34,67976,341760,401,29,7,0,0,0
21899,23,187439,427168,719,29,7,1,0,1
21900,64,105879,388953,406,6,5,1,1,1
21901,57,165983,199337,322,1,6,0,1,1
21902,39,65308,456896,428,9,4,1,0,0
21903,68,136227,408719,353,21,9,0,0,1
21904,42,132258,172452,403,4,1,0,0,0
21905,56,54574,268851,546,32,7,1,0,0
21906,66,149383,466161,520,10,3,0,0,1
21907,27,65123,495650,697,1,4,0,0,0
21908,56,47050,108615,706,23,2,1,0,1
21909,64,34160,496302,747,23,1,1,0,1
21910,52,105607,58722,768,22,5,0,0,1
21911,52,84577,256370,782,34,8,0,0,1
21912,26,57558,297089,597,1,5,1,0,0
21913,41,131788,6571,832,39,3,1,0,1
21914,24,102720,142772,356,13,5,0,1,1
21915,65,31467,425041,616,29,3,0,1,1
21916,34,114362,364105,751,21,8,0,0,1
21917,40,97322,499337,768,3,3,1,0,1
21918,44,112969,95148,430,13,7,1,0,1
21919,36,103405,491851,748,14,7,0,1,1
21920,69,73325,322918,483,25,6,1,0,0
21921,26,140935,221369,797,5,7,0,1,1
21922,69,83765,41879,535,14,3,1,0,1
21923,38,101544,380911,803,28,4,0,0,1
21924,26,139502,467221,706,28,7,1,1,1
21925,59,34048,235048,821,16,8,1,0,1
21926,64,48728,407044,669,29,4,0,1,1
21927,69,126834,355413,596,5,5,1,0,0
21928,43,159038,332419,374,1,3,1,0,0
21929,30,94001,261864,461,25,9,0,1,1
21930,60,125355,250577,645,24,1,0,0,1
21931,20,109767,388317,537,24,6,0,1,1
21932,51,40345,469101,363,16,2,1,0,0
21933,59,144772,321504,432,30,9,0,0,1
21934,63,24528,425402,536,35,3,1,0,0
21935,21,28064,100373,579,14,5,1,0,0
21936,34,75905,200251,668,39,7,1,0,1
21937,40,193953,322373,496,3,8,0,0,0
21938,43,80757,246245,547,9,2,0,1,1
21939,69,117964,256877,445,21,7,1,0,1
21940,36,87757,241647,417,22,6,0,1,1
21941,66,161011,388069,466,35,2,1,0,1
21942,28,129762,311667,358,6,2,1,0,1
21943,54,50472,30474,708,5,8,0,0,0
21944,39,125425,25773,469,18,9,1,0,1
21945,38,26415,260776,703,39,5,1,0,1
21946,37,113490,198790,784,16,1,1,0,1
21947,39,32595,405783,533,37,7,1,1,1
21948,49,74920,300167,307,25,6,0,1,1
21949,59,120946,286987,544,20,5,0,0,1
21950,20,184395,405897,571,18,8,1,0,1
21951,43,21140,266634,500,1,6,0,0,0
21952,43,66981,178067,839,31,3,0,1,1
21953,66,140836,265445,755,38,8,0,1,1
21954,38,34253,195627,537,19,1,0,0,0
21955,49,25745,52758,757,22,8,1,0,1
21956,45,136473,393493,562,20,3,0,0,1
21957,61,199500,155308,663,17,7,0,1,1
21958,63,93128,67605,526,4,3,0,1,1
21959,57,82389,252966,316,5,5,0,0,0
21960,48,39999,165672,714,28,7,1,1,1
21961,32,81236,247863,797,14,4,1,0,1
21962,23,110182,236354,538,4,2,0,1,1
21963,64,93467,246907,642,34,5,1,1,1
21964,36,65085,340002,525,25,5,1,1,1
21965,52,133919,180881,650,10,5,1,0,1
21966,24,164030,362892,825,29,8,1,1,1
21967,47,37928,368661,484,16,6,0,0,0
21968,43,139777,421878,551,26,8,0,1,1
21969,36,175556,448520,480,35,9,0,0,1
21970,69,144059,110149,443,7,2,1,1,1
21971,58,164365,385902,673,18,3,1,1,1
21972,67,141045,415112,409,3,4,0,0,0
21973,59,184946,271377,791,5,2,1,1,1
21974,63,63412,277747,800,4,7,1,1,1
21975,65,139396,372972,499,5,7,0,0,0
21976,30,125481,430783,612,21,2,0,1,1
21977,31,75119,3808,722,12,8,1,0,1
21978,32,31543,79141,365,33,6,1,1,1
21979,27,160979,150578,478,12,7,1,1,1
21980,20,29305,20245,637,19,9,1,1,1
21981,28,188244,288608,489,34,7,1,1,1
21982,47,88557,79543,712,0,8,0,1,1
21983,21,72222,338933,307,25,3,0,0,0
21984,33,96567,344683,447,37,8,0,1,1
21985,32,163642,138268,427,29,7,0,1,1
21986,67,86666,350902,500,17,5,1,1,1
21987,21,191863,122488,585,31,5,0,0,1
21988,23,150279,129103,741,24,1,1,1,1
21989,31,191456,174467,447,38,6,1,0,1
21990,67,195436,486563,550,35,1,0,1,1
21991,29,115077,152521,514,9,2,1,1,1
21992,22,76395,339999,819,3,4,1,1,1
21993,23,42468,235743,419,6,5,1,1,1
21994,25,30637,384269,471,35,4,0,1,1
21995,42,129340,227027,428,9,2,0,0,1
